id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
490069,"MAP<STRING, COLLECTION> / MAP<STRING, STRING[]> IMPLEMENTATION IN MOXY JAXB",RESOLVED FIXED,None,EclipseLink,MOXy,2.6.2,P3 normal,2.6.3,Andriy Zhdanov,,,,,,,2016-03-21 05:48 EDT by Andriy Zhdanov,2016-05-17 04:39 EDT,2 users
490070,[content assist][templates] content assist inside Javadoc contains templates from Java context,RESOLVED FIXED,None,JDT,Text,4.6,P3 normal,4.6 M7,Dani Megert,,,,,,,2016-03-21 06:56 EDT by Dani Megert,2016-04-03 08:41 EDT,1 user
490071,FileNotFoundException during automatic import of unbound_modules_*.jub,CLOSED FIXED,None,Jubula,Core,4.0,P1 critical,4.0,Markus Tiede,Oliver Goetz,,,,,,2016-03-21 06:58 EDT by Sebastian Struckmann,2016-05-19 03:38 EDT,0 users
490072,Small accessibility improvements in examples/editor/demo.html,RESOLVED FIXED,None,Orion,Editor,12.0,P3 normal,12.0,Carolyn MacLeod,,,,accessibility,,,2016-03-21 07:02 EDT by Carolyn MacLeod,2016-03-21 07:05 EDT,0 users
490073,[SysML 1.4][Internal Block Diagram] Canonical prevents showing inherited parts,UNCONFIRMED,None,Papyrus,SysML,1.1.4,P3 normal,---,Project Inbox,,,,,,,2016-03-21 07:03 EDT by Johan Van Noten,2017-05-12 03:40 EDT,4 users
490074,Show only the latest version of available software not working,NEW,None,Data Tools,DataTools,unspecified,P3 normal with 1 vote,---,dtp.connectivity-inbox,,,,,,,2016-03-21 07:20 EDT by Nikolay Metchev,2016-03-21 07:20 EDT,0 users
490075,Site Improvement,RESOLVED FIXED,None,Dirigible,site,2.6,P3 normal,---,Project Inbox,,,,,,,2016-03-21 07:36 EDT by Ekaterina Mitova,2016-11-01 10:37 EDT,1 user
490076,[Tomcat] Server.xml is updated for deployment when Publish module contexts to separate XML files is set,NEW,None,WTP ServerTools,wst.server,unspecified,P3 normal,---,wst.server,Elson Yuen,,,,,,2016-03-21 07:42 EDT by Lakshminarayana,2016-03-21 07:42 EDT,0 users
490077,Multiple problems have occured,CLOSED FIXED,None,PDT,General UI,unspecified,P3 normal with 1 vote,4.0.0,PHP UI,,,,,,,2016-03-21 07:49 EDT by Abin John,2016-09-08 10:18 EDT,4 users
490078,CCombo does not show horizontal scrollbars,NEW,None,RAP,RWT,3.0,P3 normal,---,Project Inbox,,,,,,,2016-03-21 07:50 EDT by Michael Wirth,2016-03-21 09:58 EDT,0 users
490079,Missing Name and Type columns from Variables view during debug,NEW,None,CDT,cdt-debug,8.8.1,P3 normal,---,cdt-debug-inbox@eclipse.org,Doug Schaefer,,,,,,2016-03-21 08:27 EDT by Boian Petkantchin,2016-03-23 10:31 EDT,3 users
490080,[Cocoa] Clicking in a table cell editor caused Eclipse to hang,RESOLVED WORKSFORME,None,Platform,SWT,4.6,P3 major,---,Platform-SWT-Inbox,,,stalebug,,,,2016-03-21 08:38 EDT by Bryan Hunt,2019-06-10 02:20 EDT,2 users
490081,StyledTextArea should show Text-Cursor,RESOLVED FIXED,None,Efxclipse,Runtime,2.3.0,P3 normal,2.4.0,Project Inbox,,,,,,,2016-03-21 08:45 EDT by Thomas Schindl,2016-03-21 08:46 EDT,0 users
490082,DnD of content must be undone in one go,RESOLVED FIXED,None,Efxclipse,Runtime,2.3.0,P3 normal,2.4.0,Christoph Caks,,,,,,,2016-03-21 08:57 EDT by Thomas Schindl,2016-03-29 11:34 EDT,0 users
490083,Add support for changing maven pom properties,RESOLVED FIXED,None,m2e,Core,1.7.0,P3 normal,1.7.0/Neon M7,Project Inbox,,,,,,,2016-03-21 09:02 EDT by Rastislav Wagner,2016-05-03 15:53 EDT,1 user
490084,[SysML 1.4][Internal Block Diagram] Create part - assigned name for new type is ignored,CLOSED FIXED,None,Papyrus,SysML,0.9.0,P3 normal,0.10.0,Project Inbox,Benoit Maggi,,,,,,2016-03-21 09:08 EDT by Johan Van Noten,2017-07-27 03:33 EDT,3 users
490085,Critical path view does not handle very well when a start time is selected,RESOLVED FIXED,None,Tracecompass,TMF,2.0.0,P3 normal,2.0.0,Project Inbox,Project Inbox,,,,,,2016-03-21 09:12 EDT by Genevieve Bastien,2016-05-31 14:51 EDT,0 users
490086,Critical path view does not have same range as other time graph view,RESOLVED FIXED,None,Tracecompass,TMF,2.0.0,P3 normal,2.0.0,Project Inbox,Project Inbox,,,,,,2016-03-21 09:15 EDT by Genevieve Bastien,2016-05-31 14:51 EDT,0 users
490087,HIPP Help,RESOLVED FIXED,None,Community,CI-Jenkins,unspecified,P3 major,---,CI Admin Inbox,,,,,,,2016-03-21 09:29 EDT by Roman Iuvshin,2016-03-22 14:37 EDT,4 users
490088,AUT configuration arguments cannot contain values with space,CLOSED FIXED,None,Jubula,Agent,unspecified,P3 normal,4.0,Project Inbox,Oliver Goetz,,,,,,2016-03-21 09:34 EDT by Bela Bara,2016-05-19 03:38 EDT,1 user
490089,[client] Remove source file contents in review dialog event list,NEW,None,EPP,Automated Error Reporting Client,unspecified,P3 normal,later,EPP Error Reports,,,,,,,2016-03-21 09:36 EDT by Daniel Haftstein,2016-03-21 09:49 EDT,1 user
490090,ClassCastException in SOContainerGroup when using SSLServerContainerGroup,RESOLVED FIXED,None,ECF,ecf.core,3.12.0,P3 normal,---,ecf.core-inbox,,,,,,,2016-03-21 09:44 EDT by Andreas Herkner,2016-03-21 11:55 EDT,1 user
490091,Support defining queries by example,RESOLVED FIXED,None,Viatra,Query,1.2.0,P3 enhancement,1.3.0M2,Project Inbox,,,,,491018,495387,2016-03-21 09:59 EDT by Gabor Bergmann,2016-06-17 14:04 EDT,2 users
490092,ClassCast Exception in table for multivalued attributes shown in a feature column,CLOSED FIXED,None,Sirius,Table,3.1.0,P3 normal,4.0.0M7,Steve Monnier,Florian Barbin,,,triaged,,,2016-03-21 10:08 EDT by Goulwen Le Fur,2016-06-24 08:01 EDT,3 users
490093,"[server] Add search capabilities ""Show all incidents by user X in time interval Y""",NEW,None,EPP,Automated Error Reporting Client,4.5.1,P3 normal,later,EPP Error Reports,,,,,,,2016-03-21 10:16 EDT by Marcel Bruch,2016-03-21 10:17 EDT,1 user
490094,editing classpath of Java Dynamic Web Project: <workspace> is not a valid location for linked resources,NEW,None,Platform,IDE,4.5.1,P3 normal,---,Platform-UI-Inbox,,,,,,,2016-03-21 10:17 EDT by arne anka,2016-03-21 10:17 EDT,0 users
490095,"... ""Please refresh repository configuration""",RESOLVED NOT_ECLIPSE,None,Mylyn,Jira,unspecified,P3 normal,---,Mylyn Inbox,,,,,,,2016-03-21 10:32 EDT by arne anka,2018-12-04 08:24 EST,1 user
490096,StackOverflowError on code complete of a lambda expression,CLOSED DUPLICATE of bug 535743,None,JDT,Core,4.5.2,P3 normal,4.10 M1,Stephan Herrmann,,,,,,,2016-03-21 10:46 EDT by David Albrecht,2018-10-04 16:53 EDT,5 users
490097,Please create sirius.properties-inbox@eclipse.org to serve as a default assignee for a new Sirius bugzilla component,RESOLVED FIXED,None,Community,Mail,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2016-03-21 10:49 EDT by Pierre-Charles David,2016-03-21 11:45 EDT,0 users
490098,Handle case of referenced VM being missing,NEW,None,Equinox,Launcher,unspecified,P3 enhancement,---,Project Inbox,,,,,,,2016-03-21 10:58 EDT by Mickael Istria,2016-03-21 10:58 EDT,0 users
490099,[All diagrams] display of stereotype properties values is not correct,RESOLVED FIXED,None,Papyrus,Diagram,1.2.0,P3 critical,---,Patrick Tessier,,,,,,,2016-03-21 11:14 EDT by Patrick Tessier,2016-03-22 05:18 EDT,1 user
490100,IWorkingSetManager should allow ordering working sets,REOPENED,None,Platform,Runtime,4.5.2,P3 normal,---,platform-runtime-inbox,,,,,,,2016-03-21 11:17 EDT by Marvin Frhlich,2016-04-26 02:57 EDT,1 user
490101,org.eclipse.e4.rcp is missing dependencies on several EMF bundles,CLOSED INVALID,None,Platform,UI,4.6,P3 normal,4.6 M7,Brian de Alwis,,,,,,,2016-03-21 11:22 EDT by Brian de Alwis,2016-03-21 11:55 EDT,1 user
490102,[1.9] Test Failures after merge on BETA_JAVA9 branch,RESOLVED FIXED,None,JDT,Core,4.6,P3 normal,BETA J9,Jay Arthanareeswaran,,,,,,457413,2016-03-21 11:38 EDT by Manoj Palat,2016-03-22 03:44 EDT,2 users
490103,[1.9] JREContainer should work without any physical libraries,NEW,None,JDT,Core,4.5.1,P3 normal,---,Jay Arthanareeswaran,,,,,,526331,2016-03-21 11:49 EDT by Jay Arthanareeswaran,2018-11-27 01:11 EST,8 users
490105,Cross-resource containment support vs. EMF 2.12+,RESOLVED FIXED,None,Viatra,Query,1.2.0,P3 normal,1.2.1,Zoltan Ujhelyi,Istvan Rath,,,,483089,490484 492684,2016-03-21 12:14 EDT by Gabor Bergmann,2016-05-20 05:03 EDT,2 users
490106,[quickfix] missing-nls fix breaks code,CLOSED WONTFIX,None,Orion,JS Tools,12.0,P3 normal,---,Project Inbox,,,,,,,2016-03-21 12:16 EDT by Michael Rennie,2017-01-10 15:41 EST,0 users
490107,cdt-dev mailing list archive is corrupted,RESOLVED FIXED,None,Community,MailingLists,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2016-03-21 12:28 EDT by Jonah Graham,2016-03-21 15:28 EDT,0 users
490108,"[hover] When no file is found to navigate to while hovering, tell the user",CLOSED WONTFIX,None,Orion,JS Tools,12.0,P3 enhancement,---,Project Inbox,,,,,,,2016-03-21 12:55 EDT by Michael Rennie,2017-01-10 15:38 EST,0 users
490109,"[quickfix] Fix to remove all unused params, removes too much",RESOLVED FIXED,None,Orion,JS Tools,12.0,P3 normal,12.0,Troy Tao,,,,,,,2016-03-21 13:09 EDT by Michael Rennie,2016-04-11 13:17 EDT,0 users
490110,Provide a resource filter to filter nested projects,NEW,None,Platform,Resources,4.6,P3 enhancement with 3 votes,---,Platform-Resources-Inbox,,,,,,,2016-03-21 13:58 EDT by Brian de Alwis,2017-12-22 06:14 EST,5 users
490111,Consider using the model inferrer for deriving variable declarations for local variables,RESOLVED FIXED,None,Viatra,Query,1.2.0,P3 enhancement,1.2.0RC,Zoltan Ujhelyi,,,,,,,2016-03-21 14:28 EDT by Zoltan Ujhelyi,2016-04-19 02:47 EDT,2 users
490112,Add unique id to p2 user agent information,REOPENED,None,Equinox,p2,unspecified,P3 normal,---,Pascal Rapicault,,,stalebug,,,494852 495484,2016-03-21 14:31 EDT by Ian Skerrett,2019-11-01 12:32 EDT,9 users
490113,"TargetDefinitionGenerator does not recognize the ""*"" wildcard requirement",RESOLVED FIXED,None,Oomph,Targlets,1.4.0,P3 normal,---,Eike Stepper,,,,,,,2016-03-21 14:34 EDT by Eike Stepper,2016-03-21 14:37 EDT,0 users
490114,PersistenceUnitUtil.getIdentifier and nested embeddables within embedded ids,RESOLVED FIXED,None,EclipseLink,JPA,2.6.0,P3 normal,Future,Project Inbox,,,,,,,2016-03-21 14:53 EDT by Will Dazey,2016-03-22 16:16 EDT,2 users
490115,"Offer to open the ""git"" perspective when invoking git actions",NEW,None,EGit,UI,unspecified,P3 normal,---,Project Inbox,,,,,,,2016-03-21 15:29 EDT by Stefan Xenos,2016-03-22 03:40 EDT,2 users
490116,[Solstice] Eclipse Welcome rendering problems with SDK 4.6m6 on Windows 7 64bit,CLOSED DUPLICATE of bug 497924,None,Platform,User Assistance,4.6,P3 normal,4.6.1,Brian de Alwis,,,,,,,2016-03-21 16:08 EDT by Martin Oberhuber,2016-08-19 14:50 EDT,6 users
490117,Eclipse Installer keeps insisting that I need Java 6 installed before it will run,CLOSED DUPLICATE of bug 475640,None,Equinox,Launcher,unspecified,P3 blocker,---,Project Inbox,,,stalebug,,,,2016-03-21 16:14 EDT by barbara haglind,2018-12-17 04:14 EST,7 users
490118,DOT: use platform specific line separators,RESOLVED FIXED,None,GEF,GEF DOT,unspecified,P3 normal,4.0.0 (Neon) M7,Alexander Nyen,,,,,,,2016-03-21 16:25 EDT by Tamas Miklossy,2016-03-22 16:05 EDT,1 user
490119,"The Development of STS has been discontinued dialog ""Don't show again"" is broken",CLOSED FIXED,None,Buildship,General,unspecified,P3 normal,1.0.11,Project Inbox,,,,,,,2016-03-21 17:01 EDT by Kris De Volder,2016-03-29 08:47 EDT,2 users
490120,Allow importing containing classes for certain inner class names.,NEW,None,JDT,Core,4.5.2,P3 enhancement with 1 vote,---,JDT-Core-Inbox,,,,,,,2016-03-21 17:01 EDT by Joshua Ventura,2016-04-04 01:12 EDT,3 users
