id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
470025,Jubula component system for abstracted and actual UI toolkits / components,NEW,None,Jubula,Core,unspecified,P3 critical,---,Project Inbox,Oliver Goetz,,stalebug,info,389701 457915 408689 423763 432307 464289 470035 470056 473611,,2015-06-12 03:27 EDT by Marcel Hein,2019-07-11 18:39 EDT,3 users
470026,Wiki Links to Demo Videos broken,NEW,None,SWTBot,Other,unspecified,P3 trivial,---,Project Inbox,,,,,,,2015-06-12 03:48 EDT by Hauke Fuhrmann,2016-01-28 12:35 EST,1 user
470027,CreationException in IncQueryXcoreActivator.createInjector (67),RESOLVED FIXED,None,Viatra,Query,oldinquery,P3 normal,1.0 RC,Project Inbox,Istvan Rath,,,,,,2015-06-12 03:48 EDT by EPP Error Reports,2015-06-12 05:17 EDT,1 user
470028,Redo-history is cleared after undoing a single relocate operation via Ctrl+Z.,RESOLVED FIXED,None,GEF,GEF MVC,0.1.0,P3 normal,3.10.1 (Mars SR1) M1,Matthias Wienand,,,,,,,2015-06-12 03:54 EDT by Matthias Wienand,2015-06-25 07:03 EDT,0 users
470029,The initial anchor positions for FXChopBoxAnchor are not computed correctly when using Java 8.,RESOLVED FIXED,None,GEF,GEF FX,0.1.0,P3 normal,3.10.1 (Mars SR1) M1,Matthias Wienand,,,,,,,2015-06-12 04:01 EDT by Matthias Wienand,2015-06-25 07:05 EDT,0 users
470030,[CSS Spy] Spy not working in Creation Wizards,CLOSED INVALID,None,e4,UI,unspecified,P3 normal,---,Project Inbox,,,,,,,2015-06-12 04:01 EDT by Matthias Becker,2016-12-20 03:48 EST,1 user
470031,[GTK3] Some viewparts became inaccessible in 4.5,VERIFIED FIXED,None,Platform,SWT,4.5,P2 major with 3 votes,4.8 M4,Eric Williams,,,,accessibility,,517380,2015-06-12 04:04 EDT by Jann Schneider,2018-04-20 08:53 EDT,14 users
470032,[Stereotype Display] When the comment is empty  the shape is still display,RESOLVED FIXED,None,Papyrus,Diagram,1.1.0,P3 major,---,Celine Janssens,,,,,,470250,2015-06-12 04:05 EDT by Celine Janssens,2015-06-19 05:26 EDT,1 user
470033,@NonNull qualified type name incompatibility,VERIFIED INVALID,None,JDT,Core,4.4,P3 normal,4.5.1,Stephan Herrmann,,,,,,470034,2015-06-12 04:10 EDT by Ed Willink,2015-08-20 23:07 EDT,2 users
470034,[project] Move to Java 8 for Neon,RESOLVED FIXED,None,OCL,Core,unspecified,P3 major,M5,OCL Inbox,,,,,470033 485108 485114,,2015-06-12 04:18 EDT by Ed Willink,2016-05-22 06:41 EDT,2 users
470035,Components supported on graphics component level can be mapped with incompatible types,CLOSED FIXED,None,Jubula,Core,unspecified,P3 major,---,Project Inbox,Oliver Goetz,,,,,470025,2015-06-12 04:23 EDT by Marcel Hein,2017-01-26 09:25 EST,4 users
470036,"The message ""The table is empty"" doesn't disappear",CLOSED FIXED,None,EMFT.facet,Main,1.0.0,P2 normal,1.0.1 RC1,Gregoire Dupe,,,,,,,2015-06-12 04:25 EDT by Gregoire Dupe,2015-09-01 04:37 EDT,0 users
470037,Include Path container sometimes froze eclipse Mars,RESOLVED FIXED,None,PDT,PHP Explorer & Projects management,3.5.0,P3 major,3.6.0,PHP UI,,,,,,,2015-06-12 04:26 EDT by Dawid Pakula,2015-06-15 11:25 EDT,0 users
470038,NullPointerException in DiagramBehavior.unregisterDiagramResourceSetListener (1660),VERIFIED FIXED,None,Graphiti,Core,unspecified,P3 normal,0.13.0,Project Inbox,,,Neon M1 Mars SR1 RC1 Theme_bugs,,,,2015-06-12 04:33 EDT by EPP Error Reports,2015-11-10 06:44 EST,1 user
470039,[Stereotype Display] Refresh issues when changing the visibility of stereotypes from the properties view,RESOLVED FIXED,None,Papyrus,Diagram,1.0.0,P3 normal,---,Celine Janssens,,,,,,470040 470250,2015-06-12 04:36 EDT by Camille Letavernier,2015-06-19 14:48 EDT,4 users
470040,[Stereotype Display] Multiple commands are executed when modifying the visibility of Stereotypes,RESOLVED FIXED,None,Papyrus,Others,1.1.0,P3 normal,---,Project Inbox,,,,,470039,470250,2015-06-12 04:39 EDT by Camille Letavernier,2015-06-19 08:05 EDT,4 users
470041,Camel Tests are failing because of Memory Issues,RESOLVED FIXED,None,z_Archived,Stardust,unspecified,P3 normal,---,Simone Seurer,,,,,,,2015-06-12 04:46 EDT by Simone Seurer,2017-11-16 10:17 EST,1 user
470042,Dynamic hot fix deployment,NEW,None,Platform,Runtime,4.5,P3 enhancement,---,platform-runtime-inbox,,,,,,,2015-06-12 04:50 EDT by Erdal Karaca,2015-06-22 08:26 EDT,1 user
470043,[Markers] Error Markers are not refreshed in Hieararchical view,NEW,None,Platform,UI,4.5,P3 normal,---,Platform-UI-Inbox,,,,,,,2015-06-12 04:55 EDT by Aurelien Pupier,2019-03-03 15:42 EST,1 user
470044,Make persistence file dynamically updateable,CLOSED INVALID,None,z_Archived,Mosquitto,unspecified,P3 enhancement,---,Roger Light,,,,,,,2015-06-12 04:59 EDT by Roger Light,2016-09-09 08:58 EDT,0 users
470045,Assignment (=) Operator Overloading,NEW,None,Xtend,Core,unspecified,P3 enhancement,---,Project Inbox,,,,,,,2015-06-12 05:06 EDT by Geert Coelmont,2015-07-14 10:56 EDT,1 user
470046,Model conforming to efacet/0.1.incubation should be removed,CLOSED FIXED,None,EMFT.facet,Main,1.0.0,P2 minor,1.0.1 RC1,Gregoire Dupe,,,,,,,2015-06-12 05:42 EDT by Gregoire Dupe,2015-09-01 04:36 EDT,1 user
470047,xdebug memory_limit for cli debugging is hard-coded,CLOSED FIXED,None,PDT,Debugger,unspecified,P3 major,3.6.0,PHP Debug,,,,,,,2015-06-12 06:06 EDT by Dawid Pakula,2016-06-08 09:41 EDT,2 users
470048,Java FX toolkit - TabPane on the TitledPane is not mapable,CLOSED FIXED,None,Jubula,RC,unspecified,P2 critical,4.0,Project Inbox,Oliver Goetz,,,,,429035,2015-06-12 06:37 EDT by Maissmaallsmyss Maulhs-Vvuillss,2016-05-19 03:39 EDT,5 users
470049,Unclear do you want to replace the editor contents with these changes,NEW,None,Platform,UI,4.5,P3 normal,---,Platform-UI-Inbox,,,,,,,2015-06-12 06:48 EDT by Ed Willink,2015-06-12 06:48 EDT,0 users
470050,Request for HIPP instance for Epsilon,CLOSED FIXED,None,Community,CI-Jenkins,unspecified,P3 normal,---,CI Admin Inbox,,,,,,,2015-06-12 06:52 EDT by Antonio Garcia-Dominguez,2015-06-16 08:12 EDT,3 users
470051,[releng]: update of the parent path,CLOSED WONTFIX,None,Papyrus,Others,1.1.0,P3 trivial,---,Project Inbox,,,,,,464512,2015-06-12 07:15 EDT by Francois Le Fevre,2016-01-18 08:07 EST,0 users
470052,[news] UI to manually add/remove feeds,RESOLVED FIXED,None,z_Archived,Recommenders,unspecified,P3 enhancement,---,Pawel Nowak,,,,,,,2015-06-12 07:21 EDT by Pawel Nowak,2019-07-24 14:36 EDT,1 user
470053,plexus-archiver version in tycho-extras not consistent with tycho,RESOLVED FIXED,None,Tycho,Core,0.23.0,P3 normal,0.24.0,Martin Schreiber,,,,,,,2015-06-12 07:30 EDT by Jan Sievers,2015-09-01 01:02 EDT,1 user
470054,[Environment] loadModule() should throw an exception when a module cannot be loaded,CLOSED FIXED,None,Ease,Modules,0.2.0,P3 normal,0.3.0,Project Inbox,,,,,,,2015-06-12 07:43 EDT by Christian Pontesegger,2016-04-14 09:21 EDT,0 users
470055,when switching perspective docked views are not restored on the right desktop,NEW,None,Platform,UI,4.5,P3 major,---,Platform-UI-Inbox,,,,needinfo,,,2015-06-12 07:55 EDT by Max Rydahl Andersen,2016-04-14 18:37 EDT,1 user
470056,Comp-System inheritance mechanism does not necessarily behave as expected,CLOSED INVALID,None,Jubula,Core,unspecified,P3 major,---,Project Inbox,Oliver Goetz,,,,,470025,2015-06-12 07:56 EDT by Marcel Hein,2016-11-24 04:10 EST,2 users
470057,"Pasting a timestamp in ""Selection Start"" sets the ""Selection End"" instead.",NEW,None,Tracecompass,TMF,1.0.0,P3 normal,---,Project Inbox,Project Inbox,,,,,,2015-06-12 08:01 EDT by Alexandre Montplaisir,2015-12-08 13:51 EST,1 user
470058,Oomphed Eclipse wouldn't start a second time when installation path contains spaces,RESOLVED WORKSFORME,None,Oomph,Setup,1.5.0,P3 normal,---,Eike Stepper,,,,,,,2015-06-12 08:11 EDT by Jan Koehnlein,2019-11-05 05:14 EST,2 users
470059,[Sequence Diagram] opening a previous model with action execution on in a lifeline reveals the translation of the action outside the lifeline,RESOLVED FIXED,None,Papyrus,Diagram,1.1.0,P3 major,SR1,Francois Le Fevre,,,,,,477347,2015-06-12 08:17 EDT by Francois Le Fevre,2015-09-16 10:15 EDT,3 users
470060,Have IPermissionAuthority.notifyLock() with a LockStatus parameter.,NEW,None,Sirius,Core,unspecified,P3 enhancement,---,Project inbox,,,,triaged,,,2015-06-12 08:18 EDT by Esteban DUGUEPEROUX,2015-06-22 04:48 EDT,1 user
470061,"When all columns are frozen in a table, resizing any column causes additional column duplicates to be displayed",CLOSED FIXED,None,NatTable,Core,1.3.0,P3 normal,1.4.0,Dirk Fauth,,,,,,,2015-06-12 08:20 EDT by Roman Flueckiger,2016-06-01 17:23 EDT,1 user
470062,Parent-less shell also get maximized if other shell is maximized,RESOLVED WORKSFORME,None,Platform,SWT,4.5,P3 normal,---,Platform-SWT-Inbox,,,,,,,2015-06-12 08:26 EDT by Thomas Singer,2018-10-16 05:46 EDT,1 user
470063,[GTK] Child shells cannot be unminimized,RESOLVED FIXED,None,Platform,SWT,4.5,P3 normal,---,Platform-SWT-Inbox,,,,,,,2015-06-12 08:34 EDT by Alexandra Buzila,2015-08-17 07:52 EDT,3 users
470064,[Tests][Profiles] create a junit test for covering unapplication of profile to delete comment,CLOSED FIXED,None,Papyrus,Others,1.1.0,P3 normal,---,Project Inbox,,,,,,471123,2015-06-12 08:51 EDT by Francois Le Fevre,2017-09-01 09:31 EDT,1 user
470065,discuss and redefine Communication and Execution Types,NEW,None,eTrice,Core,0.5.0,P1 enhancement,future,Project Inbox,,,,,,471805,2015-06-12 08:56 EDT by Thomas Schuetz,2018-08-17 03:32 EDT,0 users
470066,Improve the commands label for new child creation,RESOLVED FIXED,None,MDT.RMF,ProR,unspecified,P3 normal,---,Hussein MHANNA,Michael Jastram,,,,,,2015-06-12 09:01 EDT by Jonathan Dumont,2015-06-15 15:29 EDT,0 users
470067,[Papyrus] Remove Papyrus 0.10 jobs on the Shared Hudson instance,CLOSED FIXED,None,Community,CI-Jenkins,unspecified,P3 normal,---,CI Admin Inbox,,,,,,,2015-06-12 09:03 EDT by Camille Letavernier,2015-06-12 09:15 EDT,2 users
470068,"[Hierarchical View]After delete of the top project, the nested project doesn't appear in Hierarchical view",CLOSED DUPLICATE of bug 461266,None,Platform,UI,4.5,P3 normal,---,Platform-UI-Inbox,,,,,,,2015-06-12 09:20 EDT by Aurelien Pupier,2016-04-07 03:03 EDT,1 user
470069,[ruler] Allow to hide entries in the ruler based on the existing values,ASSIGNED,None,Platform,Text,4.5,P5 enhancement,---,Platform-Text-Inbox,,,,,,469929,2015-06-12 09:27 EDT by Lars Vogel,2015-06-12 10:18 EDT,2 users
470070,Importing multi-module project with linked src folders does not create links,CLOSED FIXED,None,Buildship,General,1.0.0,P2 normal,1.0.2,Donat Csikos,,,bug,,,,2015-06-12 09:29 EDT by Andrew Holland,2015-08-31 11:23 EDT,1 user
470071,Includes and excludes are not applied to source folders,CLOSED FIXED,None,Buildship,General,1.0.0,P3 major,1.0.2,Ian Stewart-Binks,,,bug,,,473739,2015-06-12 09:30 EDT by Andrew Holland,2015-10-29 06:13 EDT,3 users
470072,Integrate a Project Overview from the Workspace,RESOLVED FIXED,None,z_Archived,Recommenders.incubator,unspecified,P3 normal,---,Akif Etkue,,,,,,469221,2015-06-12 09:31 EDT by Akif Etkue,2019-07-24 14:36 EDT,2 users
470073,[Hierarchical view]Support nested project when there is a folder in the path which is not a project,NEW,None,Platform,UI,4.5,P3 enhancement,---,Platform-UI-Inbox,,,,,,,2015-06-12 09:36 EDT by Aurelien Pupier,2016-04-07 03:02 EDT,2 users
470074,Memory usage of product builds has increased dramatically,RESOLVED FIXED,None,Tycho,Core,0.23.0,P3 normal with 2 votes,0.23.1,Jan Sievers,,,,,,,2015-06-12 09:42 EDT by Christian Mathis,2015-07-14 10:10 EDT,9 users
470075,"Elements in CheckboxTables should be pre-selected in ""Run Image"" wizard",CLOSED FIXED,None,Linux Tools,Docker,unspecified,P3 normal,4.1.0,Jeff Johnston,,,,,,,2015-06-12 09:54 EDT by Xavier Coulon,2015-08-12 04:34 EDT,4 users
470076,The save dialog appears twice when exiting eclipse,RESOLVED FIXED,None,Platform,UI,4.5.1,P3 normal,4.7 M1,Andrey Loskutov,,,,triaged,,,2015-06-12 10:06 EDT by Mickael LANOE,2017-03-07 06:52 EST,3 users
470077,[Smart Import]Some top paren tproject are imported as Java Project although they are not,RESOLVED FIXED,None,e4,UI,unspecified,P3 normal,---,Project Inbox,,,,,,,2015-06-12 10:23 EDT by Aurelien Pupier,2015-06-12 11:34 EDT,1 user
470078,[reconciling] OverviewRuler header is drawn on bottom with default Adwaita theme,ASSIGNED,None,Platform,Text,3.8.2,P3 normal,---,Platform-Text-Inbox,,,,,,,2015-06-12 10:23 EDT by Andrey Loskutov,2017-12-15 07:15 EST,2 users
470079,Indexer dialect (C++11) should be independent of Automatic Makefile generation,RESOLVED DUPLICATE of bug 449542,None,CDT,cdt-indexer,Next,P3 normal,---,Project Inbox,Markus Schorn,,,,,,2015-06-12 10:29 EDT by daniel sim,2015-12-30 11:21 EST,2 users
470080,[Windows] Rename installer executable,RESOLVED FIXED,None,Oomph,Release Engineering,1.1.0,P3 major,---,Eike Stepper,,,,,,,2015-06-12 10:31 EDT by Alexander Nittka,2015-06-19 07:47 EDT,3 users
470081,Connection type selection in RemoteConnectionWidget does nothing,RESOLVED FIXED,None,PTP,Remote,2.0,P3 normal,2.0,Greg Watson,,,,,,,2015-06-12 10:34 EDT by Greg Watson,2015-06-25 15:22 EDT,0 users
470082,orion.eclipse.org offline and unreachable,RESOLVED FIXED,None,Community,vservers,unspecified,P3 major,---,Eclipse Webmaster,,,,,,,2015-06-12 10:35 EDT by Anthony Hunter,2015-06-12 11:55 EDT,0 users
470083,Diagram not visible in model explorer after pull from Git,CLOSED FIXED,None,Sirius,Core,3.0.0,P3 normal,3.1.0,Maxime Porhel,Jessy Mallet,,,triaged,466566 467508,470141,2015-06-12 10:44 EDT by Maxime Porhel,2015-10-16 09:10 EDT,4 users
470084,RemoteConnectionException in ChildInfosCommand.getResult (64) (Permission denied),UNCONFIRMED,None,Tracecompass,TMF,1.0.0,P3 normal,---,Project Inbox,Project Inbox,,,,,,2015-06-12 10:45 EDT by EPP Error Reports,2015-06-12 10:45 EDT,1 user
470085,Create basic utility for Javascript client,RESOLVED FIXED,None,z_Archived,Paho,unspecified,P3 normal,---,James Sutton,Ian Craggs,,,,,,2015-06-12 10:48 EDT by James Sutton,2016-02-05 11:15 EST,3 users
470086,Papyrus prevents the outline view to be opened,RESOLVED FIXED,None,Papyrus,Others,1.1.0,P3 critical,SR2,Project Inbox,,,,,,,2015-06-12 10:59 EDT by Pascal Rapicault,2015-10-06 05:23 EDT,2 users
470087,[dark theme]Text selection almost not visible in dark theme,VERIFIED FIXED,None,Platform,UI,4.5,P3 normal,4.5.2,Lars Vogel,,,,,,,2015-06-12 11:14 EDT by Matthias Becker,2016-02-03 12:51 EST,2 users
470088,[umlrt] Location of RTS for generated executable build,CLOSED FIXED,None,Papyrus-rt,runtime,.7,P3 normal,---,Andrew Eidsness,,,,,,,2015-06-12 11:23 EDT by Charles Rivet,2017-01-31 16:41 EST,1 user
470089,CDT & PTP Interactions,NEW,None,CDT,cdt-build,8.6.0,P3 normal,---,cdt-build-inbox@eclipse.org,Andrew Gvozdev,,,,,,2015-06-12 11:26 EDT by Anthony Ette,2015-06-12 12:53 EDT,3 users
470090,Consider enabling SPDY and HTTP/2 on proxy serving the Orion servers,RESOLVED WONTFIX,None,Community,vservers,unspecified,P3 normal,---,Eclipse Webmaster,,,stalebug,,,,2015-06-12 11:48 EDT by Anthony Hunter,2019-06-03 10:00 EDT,1 user
470091,[server] Ability to mark plugin / feature version as obsolete,CLOSED FIXED,None,EPP,Automated Error Reporting Client,unspecified,P3 enhancement,later,EPP Error Reports,,,votes,,,,2015-06-12 11:59 EDT by Dawid Pakula,2015-11-23 10:56 EST,1 user
470092,sometimes ResolverConfiguration.enableMavenNature takes a lot of time,CLOSED WONTFIX,None,m2e,Core,1.6.0,P3 normal,---,Project Inbox,,,stalebug,,,,2015-06-12 12:19 EDT by Mickael Istria,2016-06-18 13:14 EDT,3 users
470093,Cache not invalidated when deleting an entry from a Map ElementCollection with an entity key,NEW,None,EclipseLink,JPA,2.6.0,P3 major,Future,Project Inbox,,,,,,,2015-06-12 12:20 EDT by Mauro Molinari,2015-06-12 12:28 EDT,0 users
470094,Nullpointer exception when selecting persistence.xml,NEW,None,Dali JPA Tools,JPA,3.4,P3 normal,Future,Brian Vosburgh,,,,,,,2015-06-12 12:28 EDT by Xavier Coulon,2016-06-09 14:14 EDT,2 users
470095,QVTc/i editor should check variable uniqueness,NEW,None,QVTd,Core,unspecified,P3 normal,---,Project Inbox,,,,,,,2015-06-12 12:33 EDT by Horacio Hoyos,2015-06-12 13:29 EDT,2 users
470096,wireMessage.returnCode.indexOf is not a function,RESOLVED FIXED,None,z_Archived,Paho,unspecified,P3 normal,---,James Sutton,Ian Craggs,,,,,,2015-06-12 12:38 EDT by Karl Palsson,2016-02-05 11:15 EST,2 users
470097,Remove I-builds and S-builds and RC- builds in preparation of release,RESOLVED FIXED,None,Platform,Releng,4.5,P3 normal,4.5 RC4,David Williams,,,routine releng,,,,2015-06-12 12:41 EDT by David Williams,2015-06-16 19:36 EDT,2 users
470098,[esprima] Invalid return statement is being incorrectly reported,RESOLVED FIXED,None,Orion,JS Tools,8.0,P3 normal,9.0,Michael Rennie,,,,,,,2015-06-12 13:00 EDT by Michael Rennie,2015-06-12 13:17 EDT,0 users
470099,Generation from elements other than the root element fails,CLOSED INVALID,None,Papyrus-rt,codegen,unspecified,P3 normal,---,Ernesto Posse,,,,,,,2015-06-12 13:07 EDT by Ernesto Posse,2015-10-23 14:47 EDT,1 user
470100,NullPointerException on second attempt to self-update the simple installer,RESOLVED FIXED,None,Oomph,Setup,1.1.0,P3 normal,---,Eike Stepper,,,,,,,2015-06-12 13:09 EDT by Eike Stepper,2015-06-12 13:21 EDT,0 users
470101,Unique Checks for @WebMethods considers internal helper methods as well,ASSIGNED,None,WTP Webservices,jst.ws.jaxws,3.6.2,P3 normal with 1 vote,Future,Shane Clarke,Shane Clarke,,,,,,2015-06-12 13:09 EDT by Christian Dietrich,2015-06-12 13:34 EDT,0 users
470102,Git credentials dialog is hard to read,RESOLVED FIXED,None,Orion,Git,8.0,P3 normal,10.0,Xintong Wang,,,,,,,2015-06-12 13:26 EDT by Michael Rennie,2015-10-05 16:05 EDT,3 users
470103,CVS compare with head compares local/remote revision instead,NEW,None,PTP,Core,8.1.2,P3 normal,---,Project Inbox,,,,,,,2015-06-12 13:34 EDT by Anthony Ette,2015-06-12 13:34 EDT,0 users
470104,[metrics] Provide metrics for problem markers from the validation service,CLOSED WONTFIX,None,Orion,JS Tools,8.0,P3 enhancement,---,Michael Rennie,,,,,,,2015-06-12 13:40 EDT by Michael Rennie,2017-01-10 15:45 EST,5 users
470105,Wrong keyboard shortcuts for zoom,NEW,None,Papyrus,Diagram,1.1.0,P3 normal,---,Project Inbox,,,,,,,2015-06-12 13:50 EDT by Christian Damus,2015-06-12 13:50 EDT,0 users
470106,Main menu-bar menu for Papyrus diagrams has no text,NEW,None,Papyrus,Diagram,1.1.0,P3 normal,---,Project Inbox,,,,,,,2015-06-12 13:54 EDT by Christian Damus,2015-06-15 09:43 EDT,1 user
470107,Gerrit file system: Need to respond with understandable error messages when invalid URL is passed.,RESOLVED FIXED,None,Orion,Client,8.0,P3 normal,9.0,libing wang,,,,,,,2015-06-12 14:20 EDT by libing wang,2015-06-12 14:24 EDT,0 users
470108,"Multiline text fields are persisted with ""\r\n"" as line delimiters on Windows OS",RESOLVED FIXED,None,BPMN2Modeler,UI,1.1.3,P3 normal,future,Robert Brodt,,,,,,,2015-06-12 14:47 EDT by Robert Brodt,2016-02-02 08:23 EST,1 user
470109,[runtime] ComputerSystem import is not updating the USBPrinterDriver capsule border port,CLOSED FIXED,None,Papyrus-rt,runtime,unspecified,P3 normal,---,Project Inbox,,,,,,,2015-06-12 15:56 EDT by Barry Maher,2017-01-31 16:42 EST,1 user
470110,[codegen] ComputerSystem model: ports in port role list must be in a deterministic order,CLOSED FIXED,None,Papyrus-rt,codegen,unspecified,P3 normal,---,Project Inbox,,,,,,,2015-06-12 16:00 EDT by Barry Maher,2017-01-31 16:42 EST,2 users
470111,"Hang at startup involving target definition, XZed repository and feature editor",VERIFIED FIXED,None,PDE,UI,4.5,P3 normal,4.5.1,Vikas Chandra,,,,,,,2015-06-12 16:44 EDT by Marc-Andr¨¦ Laperle,2015-08-13 02:15 EDT,3 users
470112,Javascript editor ignores formatting preferences and indents with SPACEs when typing ENTER,NEW,None,JSDT,General,unspecified,P3 normal,---,Project Inbox,Victor Rubezhny,,,,,,2015-06-12 16:47 EDT by Randy Hudson,2018-11-22 17:32 EST,2 users
470114,Unable to connect using telnet: ArrayOutOfBoundsException,RESOLVED FIXED,None,Target Management,Terminal,4.0,P3 normal,4.1,Anton Leherbauer,Martin Oberhuber,,,,,,2015-06-12 17:07 EDT by Greg Watson,2015-06-25 02:45 EDT,2 users
