id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
130010,[Workbench] Need to change icons for high contrast modes,RESOLVED WONTFIX,None,Platform,UI,3.2,P3 enhancement,---,Tod Creasey,,,,accessibility,,,2006-03-01 13:44 EST by Tod Creasey,2007-06-18 15:53 EDT,3 users
130011,FULL_SELECTION Table with EraseItem listener can make item go blank,RESOLVED WORKSFORME,None,Platform,SWT,3.2,P3 normal,---,Steve Northover,,,,,,,2006-03-01 13:46 EST by Grant Gayed,2007-02-14 09:37 EST,0 users
130012,Use jre classpath container for .JETEmitters project,CLOSED FIXED,None,WTP Java EE Tools,jst.j2ee,1.0.2,P2 blocker,1.0.2 M102,Neeraj Agrawal,,,,,,,2006-03-01 13:47 EST by John Pitman,2006-09-26 11:25 EDT,2 users
130013,Update ReviewDecorator to use DiagramEventBroker,RESOLVED FIXED,None,GMF-Runtime,General,1.0,P3 critical,---,Steven R. Shaw,,,,,,,2006-03-01 13:51 EST by Steven R. Shaw,2010-07-19 12:30 EDT,0 users
130014,Diagram elements created by CanonicalEditPolicy should not disappear on diagram reopenning,RESOLVED FIXED,None,GMF-Tooling,Core,unspecified,P3 normal,---,Alex Shatalin,,,,,,,2006-03-01 14:01 EST by Alex Shatalin,2010-07-19 22:19 EDT,0 users
130015,Accessibility:  User can tab into description field,CLOSED WONTFIX,None,WTP Java EE Tools,jst.j2ee,1.0.1,P3 minor,---,Neeraj Agrawal,,,,,,,2006-03-01 14:05 EST by Angus Mak,2006-06-19 12:23 EDT,2 users
130016,Build command wipes out whole filesystem,RESOLVED INVALID,None,CDT,cdt-build,3.0,P3 normal,---,cdt-build-inbox@eclipse.org,,,,,,,2006-03-01 14:06 EST by Olivier Ph¨¦nix,2009-06-10 12:27 EDT,0 users
130017,[1.5][compiler] @Override cannot be used for static methods,VERIFIED FIXED,None,JDT,Core,3.2,P3 normal,3.2 M6,Philipe Mulet,,,,,,,2006-03-01 14:30 EST by Olivier Thomann,2006-08-09 06:01 EDT,3 users
130018,[project creation] Update the WTP wizard icons to use the PNG format,RESOLVED FIXED,None,WTP Source Editing,wst.xml,1.5,P3 normal,2.0 RC0,Amy Wu,David Williams,,,,161115 161117 161120 161122 161124,,2006-03-01 14:34 EST by Troy Bishop,2007-09-10 13:53 EDT,3 users
130019,save as image dialog does not update the file extension,RESOLVED FIXED,None,GMF-Runtime,General,unspecified,P3 minor,---,Steven R. Shaw,,,,test,,,2006-03-01 14:44 EST by Mohammed Mostafa,2010-07-19 12:26 EDT,1 user
130020,incorrect labels on the save as image dialog,RESOLVED FIXED,None,GMF-Runtime,General,unspecified,P3 minor,---,Steven R. Shaw,,,,,,,2006-03-01 14:49 EST by Mohammed Mostafa,2006-03-06 17:05 EST,0 users
130021,could not connect Led other Led inside a Circuit,RESOLVED DUPLICATE of bug 123784,None,GMF-Runtime,General,unspecified,P3 normal,---,Mohammed Mostafa,,,,test,,,2006-03-01 14:57 EST by Mohammed Mostafa,2010-07-19 12:26 EDT,0 users
130022,PerfmonAgent doesn't report errors back to Workbench when a problem occurs,CLOSED WONTFIX,None,z_Archived,TPTP.monitoring,unspecified,P1 major,---,Alex Nan,,,closed460,,,,2006-03-01 15:04 EST by Robert Danek,2010-06-03 15:09 EDT,3 users
130023,adding MeasureItem listener on Table with no columns hangs,RESOLVED FIXED,None,Platform,SWT,3.2,P3 normal,3.2 M6,Silenio Quarti,,,,,,,2006-03-01 15:08 EST by Grant Gayed,2007-07-29 09:19 EDT,1 user
130024,custom TableItems and TreeItems cannot be shrunk by MeasureItem,NEW,None,Platform,SWT,3.2,P3 normal with 5 votes,---,Steve Northover,,,,,,195597,2006-03-01 15:31 EST by Grant Gayed,2012-06-06 12:38 EDT,7 users
130025,Table cheese when scrolling horizontally,RESOLVED WORKSFORME,None,Platform,SWT,3.2,P3 normal,---,Steve Northover,,,,,,,2006-03-01 15:35 EST by Grant Gayed,2006-04-28 11:01 EDT,0 users
130026,Usage of xml logs could improve the build results,RESOLVED FIXED,None,Platform,Releng,3.2,P3 normal,---,Sonia Dimitrov,,,,,,,2006-03-01 15:38 EST by Olivier Thomann,2006-03-21 10:50 EST,0 users
130027,"Changing ""Show members in Package Explorer"" causes error",RESOLVED FIXED,None,JDT,UI,3.2,P3 normal,3.2 M6,Markus Keller,,,,,,,2006-03-01 15:42 EST by Ron Baldwin,2006-03-20 12:49 EST,0 users
130028,NPE in HttpListener,RESOLVED FIXED,None,Equinox,Compendium,3.2,P3 normal,3.2 RC2,Jennifer Fogell,,,,contributed,,,2006-03-01 15:46 EST by Paul VanderLei,2006-08-23 15:20 EDT,3 users
130029,WireAdmin and Declarative Services need to be removed from OSGi Services feature,RESOLVED FIXED,None,Platform,Releng,3.2,P3 normal,---,Platform-Releng-Inbox,,,,,,,2006-03-01 15:50 EST by Jennifer Fogell,2006-03-01 17:01 EST,2 users
130030,FontNameContributionItem must override #isOperationHistoryListener,RESOLVED FIXED,None,GMF-Runtime,General,1.0,P3 normal,---,Inbox,,,,,,,2006-03-01 16:10 EST by Linda Damus,2006-03-02 14:49 EST,0 users
130031,cannot specify TableItem height to smaller value than default,RESOLVED DUPLICATE of bug 154341,None,Platform,SWT,3.2,P3 normal,---,Steve Northover,,,,,,,2006-03-01 16:13 EST by Grant Gayed,2006-11-20 10:53 EST,0 users
130032,[inline] Method inlining does not detect/resolve shadowing of field,ASSIGNED,None,JDT,UI,3.2,P3 normal,---,Markus Keller,,,stalebug,,,,2006-03-01 16:27 EST by Brian Miller,2018-09-12 00:03 EDT,2 users
130033,[Regression]  Connection refused exception when executing JUnit tests on zSeries and iSeries.,CLOSED WORKSFORME,None,z_Archived,TPTP,unspecified,P1 major,---,DuWayne Morris,,,,,,,2006-03-01 16:32 EST by Paul Slauenwhite,2016-05-05 10:37 EDT,1 user
130034,[open type] Combine Open Type with Open Type in Hieararchy,RESOLVED WONTFIX,None,JDT,UI,3.1.1,P3 enhancement,---,JDT-UI-Inbox,,,,,,,2006-03-01 16:35 EST by Geoffrey Wiseman,2006-06-09 04:29 EDT,0 users
130035,[Workbench] Locking Screen on Windows XP Resizes Workbench on Dual-Screen Setup,RESOLVED WONTFIX,None,Platform,SWT,3.1.2,P3 minor,3.4,Veronika Irvine,,,,,,,2006-03-01 16:40 EST by Yan-Fa Li,2007-06-25 17:34 EDT,3 users
130036,Do we still need a Plugin Development Perspective?,RESOLVED WONTFIX,None,PDE,UI,3.1,P3 normal,---,PDE-UI-Inbox,,,,,,,2006-03-01 16:42 EST by Douglas Pollock,2006-04-04 02:11 EDT,1 user
130037,[DND] Cheese after dropping TreeItem that has Image set,NEW,None,Platform,SWT,3.2,P3 normal,---,Platform-SWT-Inbox,Kevin Barnes,,,triaged,,,2006-03-01 16:48 EST by Benjamin Pasero,2017-08-03 12:31 EDT,5 users
130038,Dialog box size and location persistence,RESOLVED FIXED,None,CDT,cdt-core,3.1,P3 normal,---,Leo Treggiari,,,,,,,2006-03-01 17:05 EST by Bob Monteleone,2014-01-29 15:57 EST,3 users
130039,Cannot remove property in Properties View,VERIFIED FIXED,None,WTP Source Editing,wst.css,1.5,P3 normal,3.0 M7,Nitin Dahyabhai,,,,contributed,,219004,2006-03-01 17:24 EST by Amy Wu,2008-04-30 19:13 EDT,2 users
130040,M3 and M4 builds have same timestamp on download page,CLOSED INVALID,None,z_Archived,TPTP,unspecified,P3 normal,---,Hubert Leung,,,closed460,,,,2006-03-01 17:31 EST by Curtis d'Entremont,2016-05-05 10:39 EDT,0 users
130041,Support for JSF expression language content assist required,CLOSED INVALID,None,WTP Source Editing,jst.jsp,1.5,P2 normal,---,David Williams,,,,,,,2006-03-01 17:38 EST by Cameron Bateman,2006-11-28 15:37 EST,2 users
130042,ToolUtilities.findCommonAncestor throws exception when one edit part contains another,RESOLVED FIXED,None,GEF,GEF-Legacy GEF,3.2,P3 normal,3.2.0 (Callisto) M6,Steven R. Shaw,,,,,,,2006-03-01 17:43 EST by Andrew Eisenberg,2006-03-29 17:14 EST,0 users
130043,[Forms] Content is not allowed in prolog.,RESOLVED FIXED,None,Platform,User Assistance,3.2,P3 normal,3.5 RC1,Chris Goldthorpe,,,,,,,2006-03-01 17:48 EST by Rob Grzywinski,2009-05-08 15:58 EDT,2 users
130044,Workbench preference removed - cant set auto-save,RESOLVED WORKSFORME,None,Platform,UI,3.1.2,P3 normal,---,Platform-UI-Inbox,,,,,,,2006-03-01 17:57 EST by Rob Turk,2006-03-08 12:58 EST,0 users
130045,Method invocation details view presentation issues,CLOSED DUPLICATE of bug 142596,None,z_Archived,TPTP,unspecified,P3 normal,---,Eugene Chan,,,closed471,,,,2006-03-01 18:10 EST by Curtis d'Entremont,2016-05-05 11:07 EDT,0 users
130046,"Removing an element from the classpath entry, moves focus out of the next selection",RESOLVED FIXED,None,PDE,UI,3.2,P3 enhancement,3.2 RC2,Janek Lasocki-Biczysko,,,,,,,2006-03-01 18:11 EST by Sanjay Chaudhuri,2006-04-17 13:23 EDT,1 user
130047,Method invocation details view terminology,CLOSED DUPLICATE of bug 142596,None,z_Archived,TPTP,unspecified,P3 enhancement,---,Eugene Chan,,,closed460,,,,2006-03-01 18:23 EST by Curtis d'Entremont,2016-05-05 11:19 EDT,0 users
130048,Can't launch equinox in profile mode,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 major,---,Eugene Chan,,,closed460,,,,2006-03-01 18:36 EST by amehrega,2016-05-05 11:02 EDT,0 users
130049,Test cases are needed for the new profile launch configuration items,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P1 normal,---,Eugene Chan,,,closed460,,,,2006-03-01 18:42 EST by amehrega,2016-05-05 10:42 EDT,0 users
130050,"Tree doesn't repaint items properly, and flashes as it updates TreeItem.setItemCount",RESOLVED FIXED,None,Platform,SWT,3.2,P3 normal,---,Steve Northover,,,,,,,2006-03-01 19:03 EST by Rutger Ovidius,2006-03-31 13:17 EST,0 users
130051,[Help] Search dynamic content properly,RESOLVED FIXED,None,Platform,User Assistance,3.2,P1 major,3.2 M6,Curtis d'Entremont,,,,,,,2006-03-01 19:05 EST by Curtis d'Entremont,2006-03-07 17:29 EST,0 users
130052,[Dialogs] Make tray dialog sash fixed size,NEW,None,Platform,User Assistance,3.2,P3 minor,---,platform-ua-inbox,,,,,,,2006-03-01 19:29 EST by Curtis d'Entremont,2019-09-06 16:12 EDT,0 users
130053,AIOOBE when doing commit,RESOLVED DUPLICATE of bug 101499,None,Platform,Team,3.2,P3 normal,---,Platform Team Inbox,,,,,,,2006-03-01 19:52 EST by Alexander Staubo,2006-03-11 17:18 EST,0 users
130054,Launchers missing from RCP delta pack in 3.2M5a delta packs drop,RESOLVED DUPLICATE of bug 128598,None,Platform,Releng,3.2,P3 normal,---,Platform-Releng-Inbox,,,,,,,2006-03-01 20:05 EST by Philippe Ombredanne,2006-03-02 07:55 EST,0 users
130055,[Help] add help topics describing how to use command links in help,RESOLVED FIXED,None,Platform,User Assistance,3.2,P3 enhancement,3.2 M6,platform-ua-inbox,,,,,,,2006-03-01 20:17 EST by Christopher Daly,2006-03-02 12:32 EST,0 users
130056,org.eclipse.wst.rdb.core.ui should use OSGI Bundle manifests,CLOSED FIXED,None,z_Archived,WTP Datatools,unspecified,P3 normal,---,David Williams,,,,,,,2006-03-01 20:36 EST by David Williams,2013-02-20 16:06 EST,0 users
130057,wb-resource removals get overwritten,CLOSED FIXED,None,WTP Java EE Tools,jst.j2ee,1.0.1,P1 critical,1.0.2 M102,Jason Sholl,,,,,,,2006-03-01 20:59 EST by Rob Frost,2006-04-04 10:15 EDT,1 user
130058,Interface signature comments are not propagated to concrete classes,RESOLVED WONTFIX,None,JDT,UI,3.1.1,P3 normal,---,JDT-UI-Inbox,,,,,,,2006-03-01 21:09 EST by Nani Mezei,2006-03-03 07:02 EST,0 users
130059,Can't show the opened file(Interest) in Package Explorer,RESOLVED WORKSFORME,None,Mylyn,Java,0.4,P3 normal,---,Mylyn Inbox,,,,,,,2006-03-01 21:10 EST by Wang Bin,2006-03-07 20:14 EST,0 users
130060,exception thrown out when trying to close a non-existing report,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P2 normal,2.1.0 RC0,Yuejie Chen,,,,,,,2006-03-01 21:15 EST by Xiang Li,2006-03-20 03:30 EST,0 users
130061,Model unit test has failures and errors in daily build 20060302,CLOSED FIXED,None,BIRT,Report,2.0.0,P3 normal,---,Xuelan Li,,,,,,,2006-03-01 21:20 EST by Jian Zhou,2006-06-20 02:42 EDT,0 users
130062,Engine unit test has 2 failures in daily build  20060302,CLOSED FIXED,None,BIRT,Report Engine,2.0.0,P3 normal,2.1.0 M5,Wei Zhao ( Shang ),,,,,,,2006-03-01 21:26 EST by Jian Zhou,2006-03-06 04:38 EST,0 users
130063,[TabbedProperties] Can't show the multi selection's Section to the tabbed property,RESOLVED WONTFIX,None,Platform,UI,3.2,P3 normal,---,Anthony Hunter,,,,,,,2006-03-01 21:29 EST by Hirotaka Matsumoto,2008-07-04 15:19 EDT,0 users
130064,manifest's after build are hard to read and search for text,RESOLVED DUPLICATE of bug 138520,None,PDE,UI,3.2,P3 normal,---,PDE-UI-Inbox,,,,,,,2006-03-01 21:32 EST by David Williams,2006-04-25 19:03 EDT,2 users
130065,can not start eclipse after installation on HP-Unix Itanium,CLOSED WONTFIX,None,Platform,SWT,3.1.2,P3 normal,---,Sumit Sarkar,,,,,,,2006-03-01 21:37 EST by Huang Jing-Jiang,2012-06-21 14:52 EDT,1 user
130066,Old code causes NullPointerException in NewJavaClassWizardPage,CLOSED FIXED,None,WTP Java EE Tools,jst.j2ee,1.0.1,P3 major,1.0.2 M102,John Lanuti,,,,,,,2006-03-01 21:47 EST by Rosa Naranjo,2006-06-19 11:18 EDT,0 users
130067,"Compiler reports ""access warnings"" for classes from jars in a plugin",RESOLVED FIXED,None,PDE,Build,3.2,P3 normal,3.2 M6,pde-build-inbox,,,,,,,2006-03-01 21:47 EST by David Williams,2006-03-09 10:20 EST,0 users
130068,[Regression]Report Parameter window doesn't pop up when preview a report with parameter.,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P3 normal,2.1.0 RC0,Yueqian Wang,,,,,132115,,2006-03-01 22:01 EST by Liwen Chen,2006-03-30 21:15 EST,1 user
130069,master page contents overlap with body contents when previewing in PDF,CLOSED FIXED,None,BIRT,Report Engine,unspecified,P3 normal,2.1.0 RC0,Gang Liu,,,"Autoed,G",,,,2006-03-01 23:41 EST by Xiang Li,2010-03-24 23:06 EDT,1 user
130070,Created By is empty when new a report.,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P2 normal,2.1.0 RC0,Wang Qiangsheng,,,,,128473,,2006-03-02 00:14 EST by Liwen Chen,2006-03-21 20:37 EST,0 users
130071,RunTimeException when click Property Editor while preview view is active.,CLOSED DUPLICATE of bug 130273,None,BIRT,Report Designer,unspecified,P3 major,2.1.0 RC0,Wang Qiangsheng,,,,,,,2006-03-02 00:18 EST by Liwen Chen,2006-03-06 01:10 EST,0 users
130072,[regression]Words not included inside <li></li> are affected in pdf emitter.,VERIFIED WONTFIX,None,BIRT,Report Engine,unspecified,P3 normal,2.1.0 M5,Gang Liu,,,,,,,2006-03-02 00:26 EST by Liwen Chen,2006-03-06 01:13 EST,0 users
130073,"Meter chart, preview, the needle is lost.",CLOSED FIXED,None,BIRT,Chart,2.0.0,P2 normal,2.1.0 RC0,Zhiqiang Qian,,,"Autoed,G",,,,2006-03-02 00:33 EST by fang xu,2010-03-24 23:06 EDT,1 user
130074,Failure starting Tomcat 3.2 server,CLOSED WONTFIX,None,WTP ServerTools,jst.server,1.0.1,P3 major,---,jst.server,,,,,,,2006-03-02 00:34 EST by Stephen Hsu,2007-07-30 11:22 EDT,0 users
130075,toc does not work properly with an image added in master page,CLOSED WONTFIX,None,BIRT,Report Viewer,unspecified,P3 normal,2.1.0 RC0,Ivy Li,,,,,,,2006-03-02 00:35 EST by Xiang Li,2006-03-30 02:29 EST,0 users
130076,[regression] cannot add a resource file,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P3 normal,2.1.0 RC0,Yueqian Wang,,,,,,,2006-03-02 00:46 EST by Xiang Li,2006-03-09 21:49 EST,0 users
130077,Eclipse does NOT save  my JRE setting correctly,RESOLVED WORKSFORME,None,JDT,Debug,3.1.2,P3 critical,---,JDT-Debug-Inbox,,,,,,,2006-03-02 01:07 EST by zhanghuangzhu,2006-03-14 11:08 EST,1 user
130078,Needs support for TRCNode in TracePackage,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 normal,---,Marius Slavescu,,,closed460,,,,2006-03-02 01:20 EST by Qiyan Li,2016-05-05 11:07 EDT,1 user
130079,Add snippet showing how to embedd widgets in StyledText,RESOLVED WONTFIX,None,Platform,SWT,3.2,P3 minor,---,Felipe Heidrich,,,,,,,2006-03-02 01:22 EST by Prashant Deva,2006-03-09 17:40 EST,0 users
130080,[regression]Insert row action will throw Exception,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P3 major,2.1.0 RC0,Dazheng Gao,,,,,,,2006-03-02 01:52 EST by Liwen Chen,2006-03-07 00:50 EST,0 users
130081,Exception when delete grid in list group after reopen the report.,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P3 major,2.1.0 RC0,Dazheng Gao,,,,,,,2006-03-02 02:05 EST by Liwen Chen,2006-03-05 22:49 EST,0 users
130082,It takes much time to delete a container,CLOSED FIXED,None,BIRT,Report Designer,2.0.0,P3 minor,2.1.0 Final,Wang Qiangsheng,,,,,,,2006-03-02 02:12 EST by Sissi Zhu,2006-09-27 03:58 EDT,0 users
130083,[package explorer] Restore Package Explorer view's expansion state,ASSIGNED,None,JDT,UI,3.2,P3 enhancement,---,JDT-UI-Inbox,,,,,,,2006-03-02 02:30 EST by Marc Lehmann,2019-05-30 10:32 EDT,12 users
130084,Line chart preview error.,CLOSED FIXED,None,BIRT,Chart,2.0.0,P3 normal,2.1.0 RC0,Nina Li,,,,,,,2006-03-02 02:32 EST by fang xu,2006-04-03 04:54 EDT,0 users
130085,[JUnit] JUnit view icon not in sync with progress,ASSIGNED,None,JDT,UI,3.2,P3 minor,---,Markus Keller,,,,,,,2006-03-02 02:38 EST by Dani Megert,2006-06-07 11:53 EDT,0 users
130086,Problem with as-you-type validation,RESOLVED FIXED,None,WTP Source Editing,wst.sse,1.5,P3 normal,3.1.2,Nitin Dahyabhai,Nitin Dahyabhai,,,,,,2006-03-02 02:51 EST by Marc Lehmann,2010-02-23 11:28 EST,1 user
130087,Change in build platform targets,RESOLVED FIXED,None,GMP,Releng,unspecified,P3 major,1.0,gmf.releng-inbox,,,,,,,2006-03-02 03:46 EST by Max Feldman,2010-07-19 22:07 EDT,0 users
130088,[Regression]NPE when open report with syntax error.,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P2 normal,2.1.0 RC0,Wang Qiangsheng,,,,,,,2006-03-02 03:58 EST by Liwen Chen,2006-03-30 21:17 EST,0 users
130089,closing c/c++ editor windows is slow,REOPENED,None,CDT,cdt-core,3.0.2,P3 normal with 1 vote,---,Thomas Fletcher,,,,,137188,,2006-03-02 04:10 EST by Jaak Simm,2009-02-23 13:12 EST,10 users
130090,duplicate error message displayed when deleting a data source,CLOSED WORKSFORME,None,BIRT,Data,unspecified,P3 enhancement,Future,Mingxia Wu,,,,,,,2006-03-02 04:12 EST by Xiang Li,2006-09-12 23:14 EDT,0 users
130091,[regression]Save button failed after edit script in data item.,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P1 major,2.1.0 RC0,Yuejie Chen,,,,,,,2006-03-02 04:22 EST by Liwen Chen,2006-03-21 20:44 EST,0 users
130092,Advanced search page should describe boolean operators,RESOLVED FIXED,None,Community,Website,unspecified,P3 minor,---,phoenix.ui,,,,,,,2006-03-02 04:24 EST by Markus Keller,2006-03-02 15:40 EST,0 users
130093,"""Replace"" shall be case dependent",RESOLVED DUPLICATE of bug 114344,None,Platform,Search,3.1.1,P3 enhancement,---,Platform-Search-Inbox,,,,,,,2006-03-02 04:26 EST by Markus KARG,2007-08-07 09:40 EDT,1 user
130094,[regression] cannot edit group in Cheat Sheets,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P1 normal,2.1.0 RC0,Yueqian Wang,,,,,,,2006-03-02 04:26 EST by Xiang Li,2006-04-02 22:45 EDT,0 users
130095,[regression] scale window size is not fixed,CLOSED FIXED,None,BIRT,Chart,unspecified,P4 normal,2.1.0 Final,Yulin Wang,,,,,,,2006-03-02 05:00 EST by Xiang Li,2006-03-09 21:43 EST,0 users
130096,[Preferences] org.eclipse.jdt.ui.prefs changes unnecesarily,RESOLVED WONTFIX,None,Platform,UI,3.2,P3 normal,---,Duong Nguyen,,,,helpwanted,135595,,2006-03-02 05:05 EST by Neil Swingler,2007-06-13 16:08 EDT,0 users
130097,[regression] exceptions thrown out when inseting table column,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P2 normal,2.1.0 RC0,Dazheng Gao,,,Non-Auto,,,,2006-03-02 05:12 EST by Xiang Li,2009-07-09 11:16 EDT,0 users
130098,[regression] exceptions thrown out when deleting table column,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P2 normal,2.1.0 RC0,Dazheng Gao,,,,,,,2006-03-02 05:20 EST by Xiang Li,2006-03-09 22:11 EST,0 users
130099,Ctrl+F10 does not work on Fast Views,RESOLVED DUPLICATE of bug 62380,None,Platform,UI,3.1.1,P3 normal,---,Platform-UI-Inbox,,,,,,,2006-03-02 05:34 EST by Fabio Zadrozny,2006-03-02 14:53 EST,0 users
130100,Allow to specify copyright text in gmfgen model,RESOLVED FIXED,None,GMF-Tooling,Core,unspecified,P3 enhancement,---,Dmitry Stadnik,,,,,,,2006-03-02 06:07 EST by Dmitry Stadnik,2010-07-19 22:17 EDT,0 users
130101,SWT.HIDE_SELECTION always hides selection,RESOLVED FIXED,None,Platform,SWT,3.2,P3 normal,---,Silenio Quarti,,,,,,,2006-03-02 06:13 EST by Andre Weinand,2007-07-29 09:19 EDT,0 users
130102,SWT.HIDE_SELECTION always hides selection,RESOLVED DUPLICATE of bug 130101,None,Platform,SWT,3.2,P3 normal,---,Platform-SWT-Inbox,,,,,,,2006-03-02 06:14 EST by Andre Weinand,2007-07-29 09:19 EDT,0 users
130103,Switching editors throw exceptions,RESOLVED INVALID,None,JDT,Core,3.1.2,P3 normal,---,JDT-Core-Inbox,,,,,,,2006-03-02 06:16 EST by MH,2006-03-02 11:43 EST,0 users
130104,[quick diff][rulers] Deleted changes hover is not easily accessible,ASSIGNED,None,Platform,Text,3.2,P3 normal,---,Platform-Text-Inbox,,,stalebug,,,,2006-03-02 06:27 EST by Tobias Widmer,2019-09-04 02:58 EDT,0 users
130105,Lock while synchronizing my workspace,VERIFIED FIXED,None,PDE,UI,3.2,P3 critical,3.2 M6,PDE-UI-Inbox,,,,,,,2006-03-02 06:44 EST by Frederic Fusier,2006-03-31 08:37 EST,0 users
130106,[junit] Hierarchical mode sometimes show testcase in progress and sometimes not,RESOLVED FIXED,None,JDT,UI,3.2,P3 normal,3.2 RC1,Markus Keller,,,,polish,,,2006-03-02 07:02 EST by Philipe Mulet,2006-04-12 11:39 EDT,0 users
130107,[junit view] Hierarchical mode not properly rebuilding the tree,RESOLVED DUPLICATE of bug 130106,None,JDT,UI,3.2,P3 normal,---,Markus Keller,,,,polish,,,2006-03-02 07:05 EST by Philipe Mulet,2006-04-12 11:38 EDT,0 users
130108,Excessive JVM creation,NEW,None,z_Archived,VE,unspecified,P3 normal,---,VE Bugzilla inbox,,,,,,,2006-03-02 07:34 EST by Carey Underwood,2011-06-13 11:38 EDT,2 users
130109,Register validation client context IDs qualified with the declaring plugin ID,RESOLVED FIXED,None,GMF-Tooling,Core,unspecified,P3 normal,---,Radomil Dvorak,,,,contributed,,,2006-03-02 07:36 EST by Radomil Dvorak,2010-07-19 12:19 EDT,0 users
130110,Launcher and Branding icons dont change,RESOLVED FIXED,None,PDE,Build,3.2,P3 normal,3.2 RC1,Andrew Niefer,,,,,,,2006-03-02 08:03 EST by Larisa Tytskov,2006-04-10 18:49 EDT,4 users
130111,[rename] Rename texual references also for member types,NEW,None,JDT,UI,3.1,P3 enhancement,---,Markus Keller,,http://www.tfh-berlin.de/~knabe/,,,,,2006-03-02 08:12 EST by Christoph Knabe,2006-08-03 12:30 EDT,0 users
130112,Caret(text cursor) does not move to pressed position when right-button pressed.,RESOLVED DUPLICATE of bug 19825,None,Platform,Text,3.1.2,P3 normal,---,Platform-Text-Inbox,,,,,,,2006-03-02 08:17 EST by unibon,2006-03-02 08:30 EST,0 users
130113,eclipse (64-bit) crashes as soon as code complete is invoke (ctrl-space) in java files,RESOLVED FIXED,None,Platform,SWT,3.2,P3 blocker,3.2 M6,Silenio Quarti,,,,,,,2006-03-02 08:20 EST by Muhammad Momin Rashid,2006-03-31 01:42 EST,10 users
