id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
540073,Update Base builder to 4.10 M1 to build 4.10 M3,RESOLVED FIXED,None,Platform,Releng,4.9,P3 normal,4.10 M1,Kalyan Prasad Tatavarthi,,,,,,,2018-10-12 04:55 EDT by Kalyan Prasad Tatavarthi,2018-10-12 06:05 EDT,0 users
540074,Only partial removal of non-working subscription,RESOLVED FIXED,None,OM2M,Platform,unspecified,P3 normal,---,Project Inbox,,,,,,,2018-10-12 05:16 EDT by Steffen Thielemans,2018-12-19 10:33 EST,1 user
540075,"e4 bundle spy, css spy and css scratchpad broken with JDK11",CLOSED FIXED,None,Platform,UI,4.8,P3 normal,---,Olivier Prouvost,,,,,,,2018-10-12 05:43 EDT by Reto Urfer,2018-10-24 14:26 EDT,2 users
540076,CommitCommand will not remove files still on disk if setOnly has been used.,NEW,None,JGit,JGit,unspecified,P3 normal,---,Project Inbox,,,,,,,2018-10-12 06:18 EDT by Tim Hosey,2018-10-12 06:18 EDT,0 users
540077,"Change the name of the ""Link Note"" tool",CLOSED FIXED,None,Sirius,Diagram,5.1.2,P3 enhancement,5.1.4,Laurent Redor,Laurent Fasani,,,,538112,,2018-10-12 06:26 EDT by Laurent Redor,2019-01-24 04:53 EST,2 users
540078,Error on Code Completion Request,NEW,None,z_Archived,Recommenders,unspecified,P3 normal,---,Project inbox,,,,,,,2018-10-12 06:36 EDT by Mike Andreev,2019-07-24 14:35 EDT,0 users
540079,"EType Parameters are not shown in ""Sample Ecore Model Editor""",RESOLVED WORKSFORME,None,EMF,Edit,4.8,P3 minor,---,Ed Merks,,,,,,,2018-10-12 07:48 EDT by Simon Barner,2018-11-06 23:07 EST,0 users
540080,Don't create absolute symbolic links if possible,NEW,None,Tea,General,unspecified,P3 minor,---,Project inbox,,,,,,,2018-10-12 08:08 EDT by Robert Lechner,2018-10-12 08:08 EDT,0 users
540081,[Cocoa][10.14]NPE for skinned shell-toolbar in dark mode,VERIFIED FIXED,None,Platform,SWT,4.9,P3 critical,4.13 M1,Platform-SWT-Inbox,,,,,,,2018-10-12 08:26 EDT by Thomas Singer,2019-08-20 08:26 EDT,5 users
540082,Exceptions cannot be Serialized with OSGIObjectOutputStream,RESOLVED FIXED,None,ECF,ecf.core,3.14.0,P3 normal,---,ecf.core-inbox,,,,,,,2018-10-12 08:43 EDT by Peter Hermsdorf,2018-10-12 15:46 EDT,1 user
540083,[GTK3] Compare editor arrows broken on scroll,VERIFIED FIXED,None,Platform,SWT,4.10,P3 major,4.10 M3,Xi Yan,,,,triaged,,539730,2018-10-12 08:58 EDT by Andrey Loskutov,2018-11-19 10:41 EST,5 users
540084,Resolving target platform fails if it contains a UNC path to a composite repository,NEW,None,Tycho,Core,1.2.0,P3 normal,---,Project Inbox,,,,,550601,,2018-10-12 09:09 EDT by Balz Guenat,2019-08-30 10:51 EDT,2 users
540085,Deadlock in ToolChainManager init,RESOLVED FIXED,None,CDT,cdt-core,Next,P3 critical,9.5.5,Jeff Johnston,Doug Schaefer,,,,,,2018-10-12 11:01 EDT by Doug Schaefer,2018-10-15 10:34 EDT,2 users
540086,Revise EE4J Developer Mailing List Description Text,RESOLVED FIXED,None,Community,MailingLists,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2018-10-12 12:13 EDT by Ed Bratt,2018-10-19 11:14 EDT,1 user
540087,Eclipse cannot Install New Software from LinuxTools,RESOLVED WORKSFORME,None,Linux Tools,Website,7.0.2,P3 normal,---,Project Inbox,,,,,,,2018-10-12 12:57 EDT by Dave Nadler,2018-12-21 09:46 EST,1 user
540088,Cannot add avatar,CLOSED DUPLICATE of bug 537092,None,Community,Accounts.eclipse.org,unspecified,P3 normal,---,Dummy accounts inbox,,,,,,,2018-10-12 13:24 EDT by Ed Bratt,2018-10-12 14:00 EDT,2 users
540089,hudson.eclipse.org is not responding,CLOSED FIXED,None,Community,Servers,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2018-10-12 15:54 EDT by David Green,2018-10-12 16:26 EDT,3 users
540090,"Unjustified FilerException ""Source file already exists"" in BatchFiler",VERIFIED FIXED,None,JDT,APT,4.9,P3 major with 1 vote,4.10 M3,Till Brychcy,,https://travis-ci.org/japkit/japkit-e...,,,,,2018-10-12 16:31 EDT by Stefan Ocke,2019-05-06 10:40 EDT,4 users
540091,Java 11 support,RESOLVED FIXED,None,Oomph,Targlets,1.11.0,P3 major,---,Project Inbox,,,,,,,2018-10-12 16:51 EDT by Yoann MOUGNIBAS,2018-11-07 11:17 EST,2 users
540092,Release Mylyn Docs 3.0.27,RESOLVED FIXED,None,Mylyn Docs,Wikitext,3.0,P3 enhancement,3.0.27,David Green,David Green,,,,,,2018-10-12 17:04 EDT by David Green,2018-10-12 17:11 EDT,0 users
540093,Can't import any referenced libraries from project's build path,NEW,None,JDT,Core,4.10,P3 major,---,JDT-Core-Inbox,,,,,,,2018-10-12 17:13 EDT by Aden Power,2018-10-13 15:26 EDT,1 user
540094,update wikitext EPP contribution,CLOSED DUPLICATE of bug 546937,None,Mylyn Docs,Wikitext,3.0,P3 enhancement,---,Mylyn Inbox,David Green,,,,,,2018-10-12 17:20 EDT by David Green,2019-06-20 19:48 EDT,1 user
540095,"""aggregate"" CQs to list contained libraries and allow to piggy-back from them",NEW,None,Community,IPZilla,unspecified,P3 enhancement,---,Eclipse Foundation IPZilla inbox,,,,,,,2018-10-12 17:45 EDT by Mickael Istria,2018-10-22 13:58 EDT,2 users
540096,Visual duplication of UseCase in Activity Subject,CLOSED WORKSFORME,None,Papyrus,Diagram,4.0.0,P3 normal,---,Project Inbox,,,,,,,2018-10-12 22:37 EDT by Eric Pfleiderer,2018-12-20 11:30 EST,1 user
540097,Comparator Errors in I20181012-1800 Build,RESOLVED FIXED,None,Platform,Releng,4.10,P3 normal,4.10 M3,Kalyan Prasad Tatavarthi,,,,,,,2018-10-12 23:18 EDT by Kalyan Prasad Tatavarthi,2018-10-13 02:06 EDT,2 users
540099,"Java 11 support - dynamic weaving does not work, java.lang.NoSuchMethodError _persistence_checkFetchedForSet(Ljava/lang/String;)V",RESOLVED FIXED,None,EclipseLink,JPA,2.7.3,P3 blocker with 1 vote,Future,Project Inbox,,,,,,,2018-10-13 17:23 EDT by Travis Schneeberger,2019-01-22 16:58 EST,1 user
540100,"Java 11 support - static weaving does not work.  inner classes cause weaving to be ignored, compilation errors related to _persistence_shallow_clone(), other errors",RESOLVED FIXED,None,EclipseLink,JPA,2.7.3,P3 blocker with 1 vote,Future,Project Inbox,,,,,,,2018-10-13 17:38 EDT by Travis Schneeberger,2019-01-22 16:58 EST,1 user
540101,Regression in JDT 4.9 for complex interface type detection and difference to javac,NEW,None,JDT,APT,4.9,P3 major,---,Generic inbox for the JDT-APT component,,,,,,,2018-10-13 17:59 EDT by Filip Hrisafov,2019-08-28 00:12 EDT,3 users
540102,can not installing,RESOLVED INVALID,None,Oomph,Setup,unspecified,P3 normal,---,Project Inbox,,,,,,,2018-10-13 18:12 EDT by Kutlu Yiittürk,2018-10-17 03:15 EDT,2 users
540103,ValidationException primary key updates are not allowed with big volume of data,NEW,None,EclipseLink,JPA,2.7.3,P3 normal,Future,Project Inbox,,https://github.com/sickmartian/Eclips...,,,,,2018-10-13 20:41 EDT by Leonardo Rodriguez,2018-10-14 14:32 EDT,0 users
540104,New version java.lang.IllegalArgumentException: input == null!  at java.desktop/javax.imageio.ImageIO.read(Unknown Source) exception,NEW,None,JDT,Core,4.10,P3 normal,---,JDT-Core-Inbox,,,,needinfo,,,2018-10-13 22:11 EDT by Kunle Gbadamosi,2018-10-14 09:56 EDT,1 user
540105,"installation of ""EASE Javascript feature"" fails",CLOSED WONTFIX,None,Ease,Modules,0.6.0,P3 normal,---,Project Inbox,,,,,,,2018-10-13 22:14 EDT by Paul Sanfilippo,2019-08-20 03:03 EDT,1 user
540106,Platform servers need to be restarted?,CLOSED INVALID,None,Community,Servers,unspecified,P3 major,---,Eclipse Webmaster,,,,,,,2018-10-14 02:50 EDT by Andrey Loskutov,2018-10-15 15:11 EDT,6 users
540107,Minimap styles synchronization failed,NEW,None,Platform,UI,4.8,P3 normal,---,Angelo ZERR,,,,,,,2018-10-14 06:03 EDT by Lars Vogel,2018-10-14 09:54 EDT,1 user
540108,[Cocoa][10.14] DateTime: calendar drop down not aligned,NEW,None,Platform,SWT,4.10,P3 normal,---,Platform-SWT-Inbox,,,,,,,2018-10-14 06:54 EDT by Andreas Buchen,2019-06-03 00:39 EDT,1 user
540109,The indexing of jsp is very consumer,NEW,None,WTP Java EE Tools,jst.j2ee,unspecified,P3 major,---,jst.j2ee,Chuck Bridgham,,,,,,2018-10-14 09:53 EDT by julien Mising name,2019-08-22 15:20 EDT,1 user
540110,Launcher snippet code fails...,RESOLVED FIXED,None,Nebula,Launcher,2.0.1,P3 normal,2.2.0,Laurent CARON,,,,,,,2018-10-14 10:19 EDT by Michel RIZZO,2019-03-08 04:12 EST,3 users
540111,basmalh,CLOSED INVALID,None,WindowBuilder,Core,1.9.2,P3 normal,---,Project Inbox,,,,,,,2018-10-14 10:40 EDT by ayman kamal,2019-01-01 05:08 EST,2 users
540112,Incorrect no return warning with C++14 return type deduction,RESOLVED FIXED,None,CDT,cdt-codan,9.5.3,P3 minor,9.6.0,Nathan Ridge,Elena Laskavaia,,,,,,2018-10-14 11:04 EDT by Andres Stober,2018-10-28 22:53 EDT,2 users
540114,Issue while migrating java 11,RESOLVED WORKSFORME,None,JDT,Core,4.9,P3 blocker,BETA J11,JDT-Core-Inbox,,,,,,,2018-10-14 13:52 EDT by Binu Chandran,2018-10-14 14:30 EDT,1 user
540115,"PDE Wizard should not have ""Create a plug-in using one of the templates"" selected by default",VERIFIED FIXED,None,PDE,UI,4.8,P3 normal,4.10 M3,Mike Majewski,,,,,,,2018-10-14 13:55 EDT by Lars Vogel,2018-11-22 05:11 EST,3 users
540116,Use the CBI shared license feature,NEW,None,WindowBuilder,Core,unspecified,P3 normal,1.9.3,Project Inbox,,,,,,,2018-10-14 14:01 EDT by Lars Vogel,2018-10-14 14:03 EDT,2 users
