id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
390036,Untranslated hungarian property string,RESOLVED FIXED,None,Babel,translations,unspecified,P3 normal,---,Kit Lo,,,,,,,2012-09-20 12:24 EDT by John Carroll,2013-09-10 10:57 EDT,2 users
390037,[dstore] Duplicated items in the System view,RESOLVED FIXED,None,Target Management,RSE,3.2.2,P3 normal,3.4.2,David McKnight,Martin Oberhuber,,,,,390039,2012-09-20 12:33 EDT by Samuel Wu,2012-09-21 14:55 EDT,2 users
390038,Add a repository option to Hard-wrap commit messages,NEW,None,EGit,UI,2.1,P3 normal,---,Project Inbox,,,,,,,2012-09-20 12:34 EDT by Markus Keller,2012-09-20 13:02 EDT,1 user
390039,Backport to 3.2.x [dstore] Duplicated items in the System view,RESOLVED FIXED,None,Target Management,RSE,3.2,P3 normal,3.2.2+,David McKnight,Martin Oberhuber,,,,390037,,2012-09-20 12:40 EDT by David McKnight,2012-09-21 14:55 EDT,1 user
390040,Need key binding to toggle editor wrap mode.,RESOLVED FIXED,None,Orion,Editor,1.0,P3 normal,1.0 M2,Silenio Quarti,,,,,,,2012-09-20 13:12 EDT by Silenio Quarti,2012-09-20 16:24 EDT,0 users
390041,Use cairo instead of gdk_draw_pixbuf(),RESOLVED FIXED,None,Platform,SWT,4.2,P3 normal,4.3 M3,Silenio Quarti,,,,,,340067,2012-09-20 13:20 EDT by Anatoly Spektor,2012-10-24 14:38 EDT,1 user
390042,Birt script editor will not load in 4.2.0,RESOLVED FIXED,None,BIRT,Report Designer,4.2.0,P3 normal,4.2.1,Birt-ReportDesigner,,,,,,,2012-09-20 13:29 EDT by Stan van Lammeren,2012-09-23 23:06 EDT,1 user
390043,"feedback on ""Ask for review"" feature",RESOLVED WONTFIX,None,Orion,Git,0.5,P3 normal,---,Project Inbox,,,,,,,2012-09-20 13:35 EDT by Susan McCourt,2015-05-05 14:51 EDT,3 users
390044,Replace gdk_window_get_pointer with gdk_window_get_device_position for GTK+ 3,RESOLVED FIXED,None,Platform,SWT,4.3,P3 normal,4.3 M3,Alexander Kurtakov,,,gtk3test,,,340067,2012-09-20 14:51 EDT by Anatoly Spektor,2012-10-24 14:38 EDT,1 user
390045,"""Import local file"" with ""unzip"" checkbox unchecked imports the zip file but also unzips it",RESOLVED WONTFIX,None,Orion,Client,0.5,P3 normal,---,John Arthorne,,,,,,,2012-09-20 14:56 EDT by Susan McCourt,2015-05-05 16:00 EDT,0 users
390046,"random files when generating ""Hello World"" sometimes appear",RESOLVED FIXED,None,Orion,Client,0.5,P3 normal,1.0 M2,Susan McCourt,,,,,,,2012-09-20 15:01 EDT by Susan McCourt,2012-09-21 15:09 EDT,2 users
390047,NullPointerException: Click Browse or hyperlink for persistence eclipselink.profiler property,VERIFIED FIXED,None,Dali JPA Tools,JPA,3.3,P3 normal,3.3 M3,Tran Le,,,,,,,2012-09-20 15:11 EDT by Nan Li,2012-12-04 11:34 EST,2 users
390048,Selection lost when directly typing in name field,NEW,None,Dali JPA Tools,JPA,3.3,P3 normal,Future,Brian Vosburgh,,,,,,,2012-09-20 15:32 EDT by Nan Li,2014-01-02 14:10 EST,1 user
390049,Lyo::OSLC::RTC::CM.pm fails if the RTC server has only one project area,CLOSED FIXED,None,Lyo,Client,unspecified,P3 normal,---,Max Vohlken,,,,,,,2012-09-20 15:40 EDT by Max Vohlken,2015-03-09 09:56 EDT,2 users
390050,[QuickAccess] Quick Access performance could be improved,RESOLVED FIXED,None,Platform,UI,4.2,P3 normal,---,Platform UI Triaged,,,,performance,,,2012-09-20 15:57 EDT by Karen Butzke,2015-07-23 00:43 EDT,1 user
390051,Wrong brief description on task,RESOLVED FIXED,None,EPF,Content,1.5.1.4,P3 normal,1.5.1.5 M3,Ricardo Balduino,,,,,,,2012-09-20 16:19 EDT by Ricardo Balduino,2012-09-20 16:24 EDT,0 users
390052,Viewer update listener timed out,VERIFIED FIXED,None,Platform,Debug,4.3,P3 normal,4.8 M5,Sarika Sinha,,,,test,,412551,2012-09-20 16:25 EDT by Curtis Windatt,2018-02-09 01:49 EST,4 users
390053,Registers/Variables/Expressions views do not support no column mode,RESOLVED FIXED,None,TCF,Debug,unspecified,P3 normal,1.1,Project Inbox,Eugene Tarassov,,,,,,2012-09-20 16:28 EDT by Randy Rohrbach,2013-06-05 04:40 EDT,0 users
390054,ArgumentTests failure on Mac,RESOLVED FIXED,None,JDT,Debug,4.3,P3 normal,4.3 M3,Markus Keller,,,,,,,2012-09-20 16:42 EDT by Curtis Windatt,2012-10-31 11:22 EDT,2 users
390055,[DSTORE)Timeout for REXEC connection is too long,RESOLVED FIXED,None,Target Management,RSE,3.2.2,P3 normal,3.4.2,David McKnight,Martin Oberhuber,,,,,390456,2012-09-20 16:46 EDT by Samuel Wu,2012-09-26 11:29 EDT,2 users
390056,Jarsigning and libcairo test failures in integration builds,VERIFIED FIXED,None,PDE,Build,4.3,P3 normal,4.3 M4,John Arthorne,,,,,387557 392861,,2012-09-20 16:52 EDT by Curtis Windatt,2012-12-11 14:53 EST,1 user
390057,decapsulation warning for final base class is not reported,VERIFIED FIXED,None,Objectteams,OTJ,2.1,P3 normal,2.2 M2,Stephan Herrmann,,,,,,,2012-09-20 17:01 EDT by Stephan Herrmann,2013-06-07 16:08 EDT,0 users
390058,Add bouncycastle 1.47,CLOSED FIXED,None,Orbit,bundles,unspecified,P3 normal with 2 votes,Juno SR2,Orbit Bundles,,,,,,,2012-09-20 17:12 EDT by Chris Aniszczyk,2018-10-30 16:14 EDT,6 users
390059,[compiler][performance] too much time spent in SourceTypeBinding.findTypeInTeamPackage(),RESOLVED FIXED,None,Objectteams,OTJ,2.1,P3 normal,2.2 M2,Stephan Herrmann,,,,,,,2012-09-20 17:47 EDT by Stephan Herrmann,2012-09-21 17:50 EDT,0 users
390060,"Screen Readers say ""and"" for wizard Next and Back buttons",NEW,None,Platform,UI,4.3,P3 normal,---,Platform-UI-Inbox,,,,,,,2012-09-20 17:47 EDT by Carolyn MacLeod,2012-09-20 17:47 EDT,0 users
390061,NullPointerException from FeatureFilter when diffing matches,CLOSED DUPLICATE of bug 389810,None,EMFCompare,Core,unspecified,P3 normal,---,EMF Compare,,,,,,,2012-09-20 17:49 EDT by Joseph Benken,2012-09-25 05:29 EDT,2 users
390062,Update to improve Branch API and Branch tests,CLOSED FIXED,None,OSEE,OSEE Application Framework,unspecified,P3 enhancement,0.11.0,David Miller,,,,,,,2012-09-20 18:21 EDT by David Miller,2012-12-17 14:33 EST,1 user
390063,Fatal Error calculating totals when there is no data,RESOLVED FIXED,None,BIRT,Data,4.2.0,P3 blocker,4.2.2,Lin Zhu,Xiaoying Gu,,,,,,2012-09-20 18:42 EDT by Aleksey,2013-01-18 12:30 EST,2 users
390064,[compiler][resource] Resource leak warning missing when extending parameterized class,VERIFIED FIXED,None,JDT,Core,4.2,P3 normal with 1 vote,4.5 M7,Stephan Herrmann,,,,,,,2012-09-20 18:57 EDT by Colin Bartolome,2015-04-24 00:57 EDT,2 users
390065,Provide conversion path for model refactorings,RESOLVED FIXED,None,Mylyn Reviews R4E,Core,unspecified,P3 normal,---,Project Inbox,,,,,,,2012-09-20 20:30 EDT by Miles Parker,2013-01-09 14:54 EST,3 users
390066,"""unauthorized"" error message begins with ""undefined""",RESOLVED WORKSFORME,None,Orion,Client,1.0,P3 normal,---,Project Inbox,,,,,,,2012-09-20 21:22 EDT by Grant Gayed,2013-10-08 11:10 EDT,0 users
390067,"setvbuf( stdout, NULL, _IONBF, 0 ) create glitches in debug outputs or breaks debugging",NEW,None,CDT,cdt-core,8.1.0,P3 normal with 1 vote,---,Project Inbox,Doug Schaefer,,,,,,2012-09-20 21:23 EDT by katie evans,2012-09-20 21:23 EDT,0 users
390068,"The value of Register view was modified, but the cell is not highlighted",NEW,None,CDT,cdt-debug,8.1.0,P3 normal,---,cdt-debug-inbox@eclipse.org,Doug Schaefer,,,,,,2012-09-20 23:37 EDT by MingYi Wu,2012-09-20 23:37 EDT,3 users
390069,Concurrent Access to Models Rollback / Conflict Resolution Exceptions,CLOSED FIXED,None,EMF,cdo.core,4.1,P3 normal,---,Eike Stepper,Eike Stepper,,,,,,2012-09-21 00:36 EDT by Eike Stepper,2013-06-27 03:27 EDT,0 users
390070,improve description for 4.2 to 4.3 update,VERIFIED FIXED,None,Platform,Releng,4.2,P2 normal,4.3 M4,David Williams,,,,,,,2012-09-21 00:39 EDT by David Williams,2012-12-13 18:13 EST,2 users
390071,eclipse 4.2 (mac os x x64) could not be launched on Mac OS X 10.8.x,RESOLVED NOT_ECLIPSE,None,Equinox,Launcher,3.8.0 Juno,P3 critical,---,Project Inbox,,,,,,,2012-09-21 01:39 EDT by Delun Zhu,2014-04-01 09:16 EDT,14 users
390072,ID-Y193V,RESOLVED NOT_ECLIPSE,None,Subversive,Connectors,unspecified,P3 normal,---,Alexander Gurov,,,,,,,2012-09-21 03:31 EDT by Jrg Brause,2012-09-24 06:30 EDT,0 users
390073,Add m2e.core 1.1 or higher to our TP,VERIFIED FIXED,None,TMF,Xtext,2.4.0,P3 enhancement,---,Project Inbox,,,v2.8,,,389785,2012-09-21 03:51 EDT by Dennis Huebner,2015-02-19 04:40 EST,2 users
390074,Caching for URI-maps in XtextResourceSetProvider,CLOSED FIXED,None,TMF,Xtext,2.3.0,P3 normal,M4,Project Inbox,,,,,,,2012-09-21 04:04 EDT by Aaron Digulla,2017-10-31 11:26 EDT,2 users
390075,[validation] Discouraged access warning for implicit closure parameter types not displayed in editor,CLOSED FIXED,None,TMF,Xtext,2.4.0,P3 normal,M6,Project Inbox,,,,,,,2012-09-21 04:34 EDT by Sebastian Zarnekow,2017-10-31 11:17 EDT,0 users
390076,[content-assist] Error is logged on CA,CLOSED WORKSFORME,None,TMF,Xtext,2.3.0,P3 minor,---,Project Inbox,,,,,,409580,2012-09-21 04:48 EDT by Dennis Huebner,2013-08-16 09:46 EDT,1 user
390077,Set Font for CDateTime DayButtons,RESOLVED FIXED,None,Nebula,CDateTime,unspecified,P3 normal,2.2.0,Laurent CARON,,,,,,,2012-09-21 04:48 EDT by Dietmar Glachs,2019-05-19 11:13 EDT,2 users
390078,"Memory Browser Import/Export data to wrong debug session, when launching multi debug sessions",NEW,None,CDT,cdt-memory,8.1.0,P3 normal,---,cdt-debug-inbox@eclipse.org,Doug Schaefer,,,,,,2012-09-21 04:53 EDT by MingYi Wu,2012-09-21 04:53 EDT,1 user
390079,sequence caching: eclipselink fails if value returned by sequence < allocationSize,NEW,None,EclipseLink,JPA,2.3.3,P2 normal with 1 vote,Future,Project Inbox,,,,,,,2012-09-21 05:04 EDT by Patric Rufflar,2017-10-02 11:51 EDT,2 users
390080,Web-ContextPath of Web Application Bundles with .war extension are defaulted and shouldn't be unless WABHeaders=defaulted,CLOSED FIXED,None,Virgo,runtime,3.5.0.RELEASE,P3 normal,3.6.0.M01,Glyn Normington,,,,,,,2012-09-21 05:04 EDT by Glyn Normington,2012-09-21 05:20 EDT,0 users
390081,[TracWiki] multiple lines support in list items,RESOLVED FIXED,None,Mylyn Docs,Wikitext,1.7,P3 enhancement,1.9.0,Jeremie Bresson,David Green,,,,,,2012-09-21 05:16 EDT by Jeremie Bresson,2013-08-21 11:27 EDT,1 user
390082,Eclipse as an Operating System,RESOLVED INVALID,None,Platform,Website,4.3,P3 enhancement,---,Platform-Doc-Inbox,,,,,,,2012-09-21 05:16 EDT by Triguna Mutuguppe Sripathi,2012-10-02 08:21 EDT,2 users
390083,NullPointerException during Ctrl+Shift+G,CLOSED FIXED,None,Acceleo,Core,3.2,P2 major,M7,Project Inbox,,,,,,,2012-09-21 05:36 EDT by Stephane Begaudeau,2015-05-27 08:56 EDT,4 users
390084,Debugger spawn threads continuously for Executors.newScheduledThreadPool(0),RESOLVED WORKSFORME,None,JDT,Debug,4.3,P3 normal,---,JDT-Debug-Inbox,,,,needinfo,,,2012-09-21 05:41 EDT by Missing name,2013-01-14 16:58 EST,1 user
390085,Force Fetch command does not use saved private key,RESOLVED FIXED,None,Orion,Git,1.0,P3 normal,1.0 RC1,Maciej Bendkowski,,,,,,,2012-09-21 05:52 EDT by Malgorzata Janczarska,2012-09-26 11:56 EDT,0 users
390086,cannot update m2e 1.1.0.20120530-0009 -> 1.2.0.20120903-1050 - conflicting dependency,CLOSED INVALID,None,m2e,Core,1.2,P3 blocker,---,Project Inbox,,,,,,,2012-09-21 06:24 EDT by Matei,2012-09-21 08:36 EDT,2 users
390087,CppBeautifer does not find DefaultCodeFormatterOptions,CLOSED DUPLICATE of bug 406300,None,M2T,Xpand,unspecified,P3 normal,---,Karsten Thoms,,,,,,,2012-09-21 06:52 EDT by Joerg Hermann,2013-05-21 03:38 EDT,1 user
390088,ResolveIn on contextless mapping from imported unit,RESOLVED FIXED,None,QVTo,Engine,unspecified,P3 normal,---,Project Inbox,,,,,,,2012-09-21 06:54 EDT by Christopher Gerking,2013-11-14 04:37 EST,1 user
390089,Request permission to delete remote branches from sisu git repositories,RESOLVED FIXED,None,Community,Gerrit,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2012-09-21 06:57 EDT by Stuart McCulloch,2012-11-14 11:03 EST,0 users
390090,[completeocl] 'Xtext validation has encountred a problem,CLOSED DUPLICATE of bug 390104,None,OCL,Core,3.0.0,P3 normal,---,Dummy mdt uml2 tools inbox,,,,,,,2012-09-21 07:13 EDT by Faiez Za,2014-05-27 09:52 EDT,1 user
390091,The p2 to Ivy converter can't parse correctly some versions,CLOSED FIXED,None,Virgo,virgo-build,3.5.0.RELEASE,P3 normal,3.6.0.M02,Borislav Kapukaranov,,,,,,,2012-09-21 07:29 EDT by Borislav Kapukaranov,2012-10-09 16:20 EDT,1 user
390092,EditOutletDialog name field size,RESOLVED FIXED,None,Sphinx,Core,0.7.0,P3 normal,---,Idrissa Dieng,,,,,,,2012-09-21 07:59 EDT by Romain Sezestre,2013-04-05 10:24 EDT,4 users
390093,[Activity Diagram] StackOverFlow when moving an element in the Activity Diagram,RESOLVED FIXED,None,Papyrus,Core,unspecified,P3 critical,---,Camille Letavernier,,,,,,,2012-09-21 08:06 EDT by Camille Letavernier,2012-10-05 07:55 EDT,3 users
390094,[environment] Cannot defineOperation for EFeatureMap,NEW,None,OCL,Core,unspecified,P3 normal,---,OCL Inbox,,,,,,,2012-09-21 08:07 EDT by Ed Willink,2012-09-21 08:07 EDT,0 users
390095,Push to eclipse git fails,RESOLVED FIXED,None,Community,Git,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2012-09-21 08:28 EDT by Florian Pirchner,2012-09-21 09:12 EDT,0 users
390096,Processing API deltas is not cancelable,RESOLVED FIXED,None,PDE,API Tools,3.7,P3 critical,4.3 M3,Curtis Windatt,,,,,,,2012-09-21 08:45 EDT by Ed Willink,2012-09-24 15:04 EDT,1 user
390097,RT: Implausible String sorting when using Collator,CLOSED FIXED,None,Scout,Scout,3.8.0,P3 normal,3.8.2,Project Inbox,,,,,,,2012-09-21 08:49 EDT by Ken Lee,2013-03-04 06:11 EST,0 users
390098,PHPCompletionEngine should support more flexible completions,CLOSED FIXED,None,PDT,Core,3.1.2,P3 normal,---,PHP Core,,,,,,,2012-09-21 08:53 EDT by Jacek Pospychala,2015-02-17 09:51 EST,1 user
390099,"NumberFormatDetailsPane gives out of order, unaligned details",NEW,None,CDT,cdt-debug-dsf,Next,P3 normal,---,Project Inbox,Pawel Piech,,,,,,2012-09-21 08:55 EDT by Hugh Collins,2012-09-24 09:50 EDT,3 users
390100,ScrolledComposite in Ubuntu 12.04 shows red line,RESOLVED NOT_ECLIPSE,None,Platform,SWT,3.7.2,P3 normal,---,Platform-SWT-Inbox,,,,,,,2012-09-21 08:59 EDT by Doug MacDonald,2012-11-08 13:43 EST,1 user
390101,RSE - Launch shell ... commands not work,REOPENED,None,Target Management,RSE,unspecified,P3 normal,---,dsdp.tm.rse-inbox,Martin Oberhuber,,,,,,2012-09-21 09:09 EDT by Vlado Hucko,2013-02-27 02:34 EST,3 users
390102,Preference to Include sender in R4E e-mail notifications,RESOLVED FIXED,None,Mylyn Reviews R4E,UI,0.11.0,P3 normal,0.12.0,Alvaro Sanchez-Leon,,,,plan,,,2012-09-21 09:22 EDT by Alvaro Sanchez-Leon,2012-10-17 16:56 EDT,2 users
390103,Search: Render search result incrementally while crawler is doing search.,RESOLVED FIXED,None,Orion,Client,0.5,P3 normal,1.0 M2,libing wang,,,,,,,2012-09-21 09:28 EDT by libing wang,2012-09-21 09:40 EDT,0 users
390104,[completeocl] 'Xtext validation has encountred a problem,CLOSED FIXED,None,OCL,Core,unspecified,P3 normal,M2,OCL Inbox,,,,,,,2012-09-21 09:29 EDT by Faiez Za,2014-05-27 09:52 EDT,1 user
390105,Publish before start servers synchronization problem,VERIFIED FIXED,None,WTP ServerTools,wst.server,3.2,P3 normal,3.2.5 P,Elson Yuen,Elson Yuen,,,,,390593 390603,2012-09-21 09:49 EDT by Elson Yuen,2017-10-11 16:38 EDT,1 user
390106,Can't use a for loop with an EReference returning EObjects,CLOSED FIXED,None,Acceleo,Core,3.2,P3 critical,---,Project Inbox,,,,,,,2012-09-21 09:53 EDT by St¨¦phane Thibaudeau,2016-04-12 07:40 EDT,1 user
390107,Enable custom profile publishing in virgo-build,CLOSED FIXED,None,Virgo,virgo-build,3.5.0.RELEASE,P3 normal,3.6.0.M01,Borislav Kapukaranov,,,,,,,2012-09-21 09:56 EDT by Borislav Kapukaranov,2012-09-21 09:57 EDT,1 user
390108,Servlet 3.0 API for programmatic login doesn't appear to work,RESOLVED FIXED,None,Jetty,server,8.1.6,P3 normal,7.6.x,Jan Bartel,,,,,,,2012-09-21 10:04 EDT by Caspar MacRae,2012-10-12 07:25 EDT,3 users
390109,"[template expressions] when embedding strings, empty lines should not be indented",NEW,None,Xtend,Core,2.4.0,P3 normal,---,Project Inbox,,,,,,,2012-09-21 10:10 EDT by Moritz Eysholdt,2012-09-21 10:51 EDT,1 user
390110,Automated test framework bugs in runtests,RESOLVED FIXED,None,Platform,Releng,4.3,P3 normal,4.3 M3,David Williams,,,,,,,2012-09-21 10:24 EDT by Markus Keller,2012-10-05 10:20 EDT,1 user
390111,Make sure that tycho product materialization doesn't interfere with SDK features.,RESOLVED FIXED,None,CBI,prototype,1.0,P3 normal,---,CBI Dummy user,,,,,,,2012-09-21 11:01 EDT by Paul Webster,2015-10-12 23:43 EDT,1 user
390112,Editor does not work with Mac voice dictation,RESOLVED FIXED,None,Orion,Editor,0.5,P3 normal,1.0 RC1,Silenio Quarti,,,,,,,2012-09-21 11:35 EDT by Mike Wilson,2012-10-15 16:50 EDT,1 user
390113,[compiler] [null] Add assert x == null postcondition to static analyis,NEW,None,JDT,Core,4.2,P3 enhancement,---,JDT-Core-Inbox,,,,,,,2012-09-21 11:43 EDT by Axel Gro,2012-09-28 06:22 EDT,1 user
