id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
220028,[Workbench] Progress bar on status line seems to be frozen,RESOLVED WORKSFORME,None,Platform,SWT,3.2.2,P3 normal,---,Grant Gayed,,,,needinfo,,,2008-02-22 15:44 EST by Artur Ruszczynski,2013-06-27 12:23 EDT,3 users
220029,Request to change visibility on pieces of Draw2D graph layout API,RESOLVED INVALID,None,GEF,GEF-Legacy Draw2d,3.4,P3 normal,---,gef-inbox,,,,,,,2008-02-22 15:44 EST by Alex Boyko,2008-03-03 10:53 EST,2 users
220030,[Accessibility] Tree with checked items not reading checked state,CLOSED DUPLICATE of bug 220031,None,Platform,SWT,3.4,P3 normal,---,Carolyn MacLeod,,,,accessibility,,,2008-02-22 15:48 EST by Duong Nguyen,2017-11-14 13:25 EST,3 users
220031,[Accessibility] Trees/Tables with checked items not reading checked state,NEW,None,Platform,SWT,3.4,P3 normal,---,Platform-SWT-Inbox,,,,"accessibility, triaged",,517380,2008-02-22 15:50 EST by Duong Nguyen,2018-03-20 13:34 EDT,6 users
220032,jface text BrowserInformationControl is empty,RESOLVED WONTFIX,None,Platform,SWT,3.4,P3 normal,---,Project Inbox,Silenio Quarti,,,,,,2008-02-22 15:54 EST by Kevin Barnes,2012-06-21 15:09 EDT,1 user
220033,Guard for generating org.eclipse.emf.edit.childCreationExtenders is reversed,VERIFIED FIXED,None,EMF,Tools,2.4.0,P3 normal,---,Ed Merks,,,,,,,2008-02-22 16:02 EST by Ed Merks,2008-02-26 19:54 EST,0 users
220034,[api] determine split between RepositoryTaskData and AbstractTask,RESOLVED FIXED,None,Mylyn,Tasks,unspecified,P2 normal,3.0,Steffen Pingel,,,,,,,2008-02-22 16:04 EST by maarten meijer,2008-04-14 21:12 EDT,5 users
220035,"[Accessibility] Radio buttons do not say ""selected"" when pressed",CLOSED WORKSFORME,None,Platform,SWT,3.4,P3 normal,---,Carolyn MacLeod,,,,accessibility,,,2008-02-22 16:05 EST by Duong Nguyen,2017-11-15 10:55 EST,2 users
220036,Root Source Folder Action on the projects,RESOLVED DUPLICATE of bug 223421,None,JSDT,General,3.0,P3 normal,3.0 M7,Phil Berkland,Phil Berkland,,,,,,2008-02-22 16:11 EST by Neeraj Agrawal,2010-03-03 11:16 EST,0 users
220037,Could there be more than one signing queue?,VERIFIED FIXED,None,Community,Servers,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2008-02-22 16:16 EST by Nick Boldt,2008-03-05 20:34 EST,1 user
220038,[Accessibility] Slider should read its current value,CLOSED WORKSFORME,None,Platform,SWT,3.4,P3 normal,---,Carolyn MacLeod,,,,accessibility,,,2008-02-22 16:17 EST by Duong Nguyen,2017-11-15 10:53 EST,2 users
220039,[1.5][compiler] Compiler incorrectly detects a cycle in the type hierarhcy,VERIFIED WORKSFORME,None,JDT,Core,3.4,P3 major,3.4 M6,Kent Johnson,,,,,,,2008-02-22 16:33 EST by John Williams,2008-03-26 03:05 EDT,3 users
220040,[sec] Improve password providers APIs,RESOLVED FIXED,None,Equinox,Incubator,unspecified,P3 normal,3.4 M6,equinox.incubator-inbox,,,,,,,2008-02-22 16:39 EST by Oleg Besedin,2008-02-22 16:42 EST,0 users
220041,[api][breaking] Get rid of IHostProcessFilter#getStates(),RESOLVED FIXED,None,Target Management,RSE,2.0,P3 enhancement,3.0 M6,Martin Oberhuber,Martin Oberhuber,,,api,,,2008-02-22 16:40 EST by Martin Oberhuber,2008-02-22 16:51 EST,0 users
220042,character encoding of Eclipse.org template set to UTF-8,RESOLVED FIXED,None,Mylyn,Bugzilla,unspecified,P2 normal,2.3,Robert Elves,,,,,,,2008-02-22 16:48 EST by Steffen Pingel,2008-02-22 19:17 EST,1 user
220043,Documentation required about the publishing of build.,RESOLVED FIXED,None,z_Archived,Cosmos,unspecified,P3 normal,---,Saurabh Dravid,Hubert Leung,,,,,,2008-02-22 16:58 EST by Saurabh Dravid,2012-01-03 13:55 EST,1 user
220044,[LinkedResources] [LinkedResources] Decorator image should be updated using the new LOCAL_CHANGE flag,ASSIGNED,None,Platform,UI,3.4,P3 enhancement,---,Platform UI Triaged,,,,helpwanted,63782,,2008-02-22 17:04 EST by Szymon Brandys,2019-09-06 16:11 EDT,1 user
220045,Debuger is stopping on non-existing breakpoints for files with same name,RESOLVED FIXED,None,CDT,cdt-debug,4.0.2,P3 normal,---,cdt-debug-inbox@eclipse.org,,,,,,,2008-02-22 17:05 EST by Elena Laskavaia,2010-05-28 17:05 EDT,4 users
220046,MW build generates 4 new varargs compile warnings,RESOLVED FIXED,None,EclipseLink,Utils,1.0,P3 normal,1.0,Leslie Davis,,,Fixed in 1.0M6,,,,2008-02-22 17:09 EST by Michael OBrien,2009-09-15 10:59 EDT,2 users
220047,[sec] credentials: replace IRole with java.security.Principal,RESOLVED FIXED,None,Equinox,Incubator,unspecified,P3 normal,3.4 M6,equinox.incubator-inbox,,,,,,,2008-02-22 17:25 EST by Oleg Besedin,2008-02-22 17:27 EST,0 users
220048,[Content Assist] proposals disappear after incorrect letter,NEW,None,CDT,cdt-core,4.0.2,P3 normal,---,Project Inbox,,,,,,,2008-02-22 17:39 EST by Adam Neal,2009-01-09 16:28 EST,0 users
220049,Add support for Google Analytics,CLOSED WONTFIX,None,Community,Wiki,unspecified,P3 normal with 2 votes,---,Nobody - feel free to take it,,http://www.mediawiki.org/wiki/Extensi...,,,225166,,2008-02-22 17:41 EST by Doug Clarke,2008-11-23 08:03 EST,2 users
220050,Babel message editor: add filters to display only keys with a particular type of validation failure.,RESOLVED FIXED,None,Babel,Plugins,unspecified,P3 enhancement,---,Pascal Essiembre,,,,,,,2008-02-22 17:45 EST by Hugues Malphettes,2008-03-08 14:58 EST,1 user
220051,[Content Assist] proposals take 55 seconds to be displayed,CLOSED DUPLICATE of bug 126698,None,CDT,cdt-core,4.0.2,P3 major,---,Project Inbox,,,,,,,2008-02-22 18:04 EST by Adam Neal,2010-08-03 03:30 EDT,3 users
220052,[discovery][ui] improve icons for service discovery view,RESOLVED FIXED,None,ECF,ecf.discovery,1.2.0,P3 normal,2.0.0,ecf.core-inbox,,,,,,,2008-02-22 18:17 EST by Scott Lewis,2009-04-23 20:19 EDT,1 user
220053,Javascript debugger does not stop at breakpoint,CLOSED FIXED,None,BIRT,Report Designer,2.3.0,P3 normal,2.3.0 M6,Zhiqiang Qian,,,Non-Auto,,,,2008-02-22 18:18 EST by Krishna Venkatraman,2009-07-09 04:03 EDT,2 users
220054,[sec] move keystore functionality into samples bundle,RESOLVED FIXED,None,Equinox,Incubator,unspecified,P3 normal,3.4 M6,equinox.incubator-inbox,,,,,,,2008-02-22 18:22 EST by Oleg Besedin,2008-02-25 11:19 EST,0 users
220055,"[IDE] ""delete project content on disk"" should show the actual location",CLOSED DUPLICATE of bug 281794,None,Platform,IDE,3.4,P3 enhancement,---,Paul Webster,,,,,,,2008-02-22 18:30 EST by Eugene Kuleshov,2011-09-21 09:07 EDT,1 user
220056,SWT Browser Redraw problem in a Tabbed Property View on OS X,RESOLVED DUPLICATE of bug 70579,None,Platform,SWT,3.3.1,P3 normal,---,Platform-SWT-Inbox,,,,,,,2008-02-22 19:04 EST by,2008-02-25 09:24 EST,1 user
220057,DND exception when dragging file within a Common Navigator in 3.4M5,RESOLVED FIXED,None,Platform,SWT,3.4,P3 normal,3.4 M6,Duong Nguyen,,,,,,,2008-02-22 19:32 EST by Mik Kersten,2009-09-11 10:59 EDT,7 users
220058,NodeEditPart.xpt,RESOLVED DUPLICATE of bug 187293,None,GMF-Tooling,Core,2.0.1,P3 normal,---,gmf.templates-inbox,,,,,,,2008-02-22 20:16 EST by Stefan Kuhn,2010-07-19 12:19 EDT,2 users
220059,[filetransfer][ui] improve icons for filetransfersview,RESOLVED FIXED,None,ECF,ecf.filetransfer,1.2.0,P3 enhancement,---,ecf.core-inbox,,,,contributed,,,2008-02-22 21:26 EST by Scott Lewis,2008-03-04 13:36 EST,0 users
220060,Consider to limit org.eclipse.atf.ui.extras dependency on JST,RESOLVED INVALID,None,ATF,Core,unspecified,P3 enhancement,---,Inbox,,,,,,,2008-02-22 22:04 EST by Philippe Ombredanne,2008-02-28 13:22 EST,2 users
220061,Deprecate the org.eclipse.datatools.connectivity.oda.impl package,CLOSED FIXED,None,Data Tools,Open Data Access,1.5,P3 normal,1.6M6,Linda Chan,,,,,,,2008-02-22 22:16 EST by Linda Chan,2008-07-01 17:42 EDT,0 users
220062,Database name as shown in SQL Editor is not database used to execute query for MS SQL 2005,CLOSED FIXED,None,Data Tools,SQL Editor Framework,1.5.1,P3 major with 1 vote,1.6M6,Hui Cao,,,,,,,2008-02-22 23:43 EST by Dennis Lloyd Jr,2008-07-01 17:42 EDT,1 user
220063,Duplicate aliases not handed properly,CLOSED FIXED,None,z_Archived,Cosmos,unspecified,P1 major,---,amehrega,,,,,,,2008-02-23 00:38 EST by Valentina Popescu,2012-01-03 13:54 EST,0 users
220064,Seven expert steps for photo restoration,RESOLVED INVALID,None,Community,Articles,unspecified,P3 normal,---,community.articles-inbox,,http://www.saibposervices.co.uk,,,,,2008-02-23 00:45 EST by sreejas,2008-02-25 14:06 EST,1 user
220065,ConcurrentModificationException when unloading resource,VERIFIED FIXED,None,MDT.UML2,Core,2.2.0,P3 major,2.1.0,Kenn Hussey,,,,,,,2008-02-23 00:54 EST by Rafael Chaves,2008-04-25 10:14 EDT,2 users
220066,Aliases should be absolute for SML instances,CLOSED FIXED,None,z_Archived,Cosmos,unspecified,P1 critical,---,amehrega,,,,,,205825,2008-02-23 03:22 EST by Valentina Popescu,2012-01-03 13:54 EST,0 users
220067,Resolution decision logging yields java.util.MissingFormatArgumentException,RESOLVED FIXED,None,z_Archived,Buckminster,unspecified,P3 normal,---,buckminster.core-inbox,,,,,,,2008-02-23 06:17 EST by Thomas Hallgren,2019-02-25 14:41 EST,0 users
220068,DateTime must have setValue/getValue and setText/getText,NEW,None,Platform,SWT,3.3.1,P3 normal with 2 votes,---,Carolyn MacLeod,,,,,,,2008-02-23 08:48 EST by Alexander Ilyin,2014-03-31 17:59 EDT,4 users
220069,"'Plug-ins' view has a ""malformed"" content description",RESOLVED FIXED,None,PDE,UI,3.4,P3 normal,3.4 M6,Benjamin Cab¨¦,,,,contributed,,,2008-02-23 10:21 EST by Remy Suen,2008-02-23 12:42 EST,1 user
220070,Run alias validation against schematron aliases and rule bindings,NEW,None,z_Archived,Cosmos,unspecified,P3 normal,---,David Whiteman,,,,,,,2008-02-23 10:29 EST by Valentina Popescu,2012-01-03 13:46 EST,2 users
220071,[ViewMgmt] ShowViewDialog - F2 description tooltips will not close,NEW,None,Platform,UI,3.4,P3 normal,---,Platform UI Triaged,,,,,,,2008-02-23 11:40 EST by Sebastian Davids,2019-09-06 16:07 EDT,1 user
220072,"[solver] printout of ""c The heuristics cannot find the objective function!!!!""",RESOLVED FIXED,None,Equinox,p2,3.4,P3 normal,3.4 M6,P2 Inbox,,,,,,,2008-02-23 11:56 EST by Jed Anderson,2008-04-15 09:01 EDT,2 users
220073,Launch Configuration List Blank,RESOLVED DUPLICATE of bug 142965,None,Platform,IDE,3.4,P3 normal,---,Platform-UI-Inbox,,,,,,,2008-02-23 12:38 EST by RayLast,2009-10-01 09:36 EDT,2 users
220074,"[snippets] Accelerator for ""Insert Variable Placeholder"" when editing does not work on Mac",NEW,None,WTP Common Tools,Snippets Framework,2.0.2,P3 normal,Future,wst.common,Konstantin Komissarchik,,,,,,2008-02-23 13:34 EST by Nitin Dahyabhai,2013-07-18 14:26 EDT,0 users
220075,[filetransfer][ui] improve file download/upload dialogs,RESOLVED FIXED,None,ECF,ecf.filetransfer,1.2.0,P3 normal,---,ecf.core-inbox,,,,,,,2008-02-23 13:39 EST by Scott Lewis,2008-03-16 13:00 EDT,0 users
220076,Update issues with Europa on Mac OS X Leopard,RESOLVED WONTFIX,None,Platform,Update,3.3,P3 normal with 1 vote,---,Platform-Update-Inbox,,,obsolete,,,,2008-02-23 14:02 EST by Marc Mercer,2012-07-24 10:13 EDT,1 user
220077,[context] allow to add search results to the task context,NEW,None,Mylyn,Core,unspecified,P5 enhancement with 1 vote,---,Project Inbox,,,,,,,2008-02-23 14:10 EST by Eugene Kuleshov,2009-08-19 15:53 EDT,0 users
220078,"Task editor comes with ""The editor may not be fully loaded"" on workbench start",RESOLVED DUPLICATE of bug 154396,None,Mylyn,UI,dev,P3 minor,---,Steffen Pingel,,,,,,154396,2008-02-23 15:24 EST by Willian Mitsuda,2009-07-24 10:37 EDT,1 user
220079,"[move member type] ""Convert Member Type to Top Level"" introduces compile error",RESOLVED DUPLICATE of bug 102020,None,JDT,UI,3.3.1,P3 normal,---,JDT-UI-Inbox,,,,,,,2008-02-23 15:34 EST by Pratik Shah,2008-02-25 04:21 EST,1 user
220080,"selected category should come checked in ""Move to"" context menu",RESOLVED FIXED,None,Mylyn,UI,dev,P4 minor,3.0,Willian Mitsuda,,,,helpwanted,,,2008-02-23 16:20 EST by Willian Mitsuda,2008-10-30 01:12 EDT,1 user
220081,Extension point schemas should support elements without a type attribute,RESOLVED WORKSFORME,None,PDE,UI,3.4,P3 enhancement,---,PDE-UI-Inbox,,,,,,,2008-02-23 16:25 EST by Michael Barkhouse,2008-02-26 08:45 EST,1 user
220082,[Contributions] CommandContributionItem should support icon-and-text toolbar display (MODE_FORCE_TEXT),RESOLVED DUPLICATE of bug 143162,None,Platform,UI,3.4,P3 enhancement,---,Paul Webster,,,,,,,2008-02-23 17:12 EST by Stefan Reger,2008-03-12 13:15 EDT,0 users
220083,[Indentation] - Editor indentation bugs,CLOSED FIXED,None,PDT,Editor,2.0.0,P1 normal with 3 votes,2.2.0RC1,Zhongwei Zhao,Ilina Stefanova,http://www.racehub.se/div/php-bugs.html,,bugday,,,2008-02-23 17:39 EST by J Ekroth,2011-07-22 04:17 EDT,11 users
220084,"[context] can't remove ""import declaration"" node from the task context",NEW,None,Mylyn,Core,unspecified,P5 minor,---,Project Inbox,,,,,,,2008-02-23 17:57 EST by Eugene Kuleshov,2009-07-24 15:57 EDT,0 users
220085,[refactoring] moving something outside of a plugin project can lead to bad refactoring,RESOLVED WONTFIX,None,PDE,UI,3.4,P3 normal,---,PDE-UI-Inbox,,,stalebug,bugday,,,2008-02-23 18:24 EST by Benjamin Cab¨¦,2019-10-29 05:33 EDT,2 users
220086,[m2.3.1] confusing tooltip and decoration on day node in scheduled presentation,RESOLVED FIXED,None,Mylyn,UI,unspecified,P4 minor,2.3,Robert Elves,,,,,,,2008-02-23 18:35 EST by Eugene Kuleshov,2008-03-05 12:40 EST,1 user
220087,Add new workspace bundles causes all workspace bundles to be added to the launch,RESOLVED FIXED,None,PDE,UI,3.4,P3 normal,3.4 M6,Ian Bull,,,,contributed,,,2008-02-23 18:49 EST by Ian Bull,2008-02-25 11:01 EST,1 user
220088,Can not start in fc6,RESOLVED DUPLICATE of bug 181531,None,Platform,IDE,3.3.1,P3 major,---,Platform-UI-Inbox,,,,,,,2008-02-23 19:15 EST by Thomas Schroeder,2009-10-01 09:36 EDT,2 users
220089,Support email content assist in search pages,RESOLVED DUPLICATE of bug 192452,None,Mylyn,UI,unspecified,P3 enhancement,---,Mylyn Inbox,,,,,,,2008-02-23 21:52 EST by Willian Mitsuda,2008-02-23 21:59 EST,0 users
220090,"[CommonNavigator] top level elements ""working sets"" not working in Project Explorer view",RESOLVED DUPLICATE of bug 212389,None,Platform,IDE,3.4,P3 normal,3.4.1,Francis Upton IV,,,,,,,2008-02-23 22:15 EST by Eugene Kuleshov,2008-08-17 05:59 EDT,3 users
220091,"replace some WTP help files, please",RESOLVED FIXED,None,Community,Website,unspecified,P3 normal,---,phoenix.ui,,,,,,,2008-02-23 22:44 EST by David Williams,2008-02-25 12:32 EST,2 users
220092,Keybinding conflicts in Ganymede M5,RESOLVED WONTFIX,None,Community,Cross-Project,unspecified,P3 normal,---,Cross-Project issues,,,,,,,2008-02-23 23:19 EST by Nick Boldt,2009-06-12 20:34 EDT,1 user
220093,feature configuration problems in Ganymede M5,RESOLVED FIXED,None,z_Archived,EMFT search,unspecified,P3 normal,---,lucas bigeardel,,,,,,,2008-02-23 23:50 EST by Nick Boldt,2013-07-11 14:32 EDT,0 users
220094,Should CDT use the updated Help > About feature icon?,RESOLVED FIXED,None,CDT,cdt-other,5.0,P3 enhancement,---,Doug Schaefer,,,,,,,2008-02-23 23:55 EST by Nick Boldt,2010-08-09 14:22 EDT,0 users
220095,Should M2M-ATL use the Modeling Project feature icon?,CLOSED FIXED,None,MMT,Releng,unspecified,P3 minor,---,mmt web dummy inbox,,,,,,,2008-02-24 00:03 EST by Nick Boldt,2012-07-12 15:02 EDT,4 users
220096,[m2.3.1][mac] password prompt can block Eclipse,RESOLVED FIXED,None,Mylyn,Jira,unspecified,P1 normal,2.3,Leo Dos Santos,,,,,,,2008-02-24 02:37 EST by Steffen Pingel,2008-02-28 00:03 EST,4 users
220097,Cannot launch x86_64 binaries,RESOLVED FIXED,None,CDT,cdt-debug,5.0,P3 normal,5.0,Sergey Prigogin,,,,,,,2008-02-24 02:42 EST by Sergey Prigogin,2008-03-02 20:17 EST,5 users
220098,[Browser] Support for WebKit on Windows,CLOSED DUPLICATE of bug 325995,None,Platform,SWT,3.4,P3 enhancement with 2 votes,---,Lakshmi Shanmugam,Grant Gayed,,,,,,2008-02-24 02:58 EST by Manfred Schftner,2011-07-06 09:06 EDT,7 users
220099,[Browser] Support for Opera,CLOSED WONTFIX,None,Platform,SWT,3.4,P5 enhancement,---,Project Inbox,Grant Gayed,,,helpwanted,,,2008-02-24 03:00 EST by Manfred Schftner,2013-08-20 07:51 EDT,2 users
220100,Context assist suggestions should be sorted by relevance,RESOLVED DUPLICATE of bug 172862,None,CDT,cdt-core,5.0,P3 normal,---,Project Inbox,,,,,,,2008-02-24 03:08 EST by Sergey Prigogin,2009-01-09 16:28 EST,1 user
220101,Change size of source font,RESOLVED FIXED,None,Community,Wiki,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2008-02-24 05:29 EST by Antoine Toulm¨¦,2008-04-11 14:18 EDT,0 users
220102,[Xtext] Outline view Problems,CLOSED NOT_ECLIPSE,None,z_Archived,gmt,unspecified,P3 normal,---,Arto Laurila,,,,,,,2008-02-24 06:04 EST by Manfred Klug,2017-04-11 15:12 EDT,1 user
220103,[Xtext] Grammar validation problem,CLOSED NOT_ECLIPSE,None,z_Archived,gmt,unspecified,P3 normal,---,Arto Laurila,,,,,,,2008-02-24 06:23 EST by Manfred Klug,2017-04-11 15:12 EDT,1 user
220104,[security] PA default permission must not be used of CPA contains one or more conditions,RESOLVED FIXED,None,Equinox,Framework,3.4,P3 normal,3.5 M2,equinox.framework-inbox,,,,,,,2008-02-24 08:51 EST by Thomas Watson,2008-09-11 18:08 EDT,2 users
220105,[launcher] fixed non-free port not detected,RESOLVED FIXED,None,RAP,Demo,1.0,P3 minor,---,R¨¹diger Herrmann,,,,,,,2008-02-24 09:42 EST by Benjamin Muskalla,2008-03-01 12:29 EST,0 users
220106,[Teneo] Abstract classes in top entities,RESOLVED FIXED,None,EMF,Teneo,unspecified,P3 normal,---,Martin Taal,,,,,,,2008-02-24 12:03 EST by Andr¨¦ Lahs,2008-03-17 21:02 EDT,0 users
220107,[bridge] CFEclipse,NEW,None,Mylyn,Core,unspecified,P4 enhancement with 7 votes,---,Project Inbox,,,,helpwanted,,,2008-02-24 12:56 EST by Mike Henke,2010-09-06 16:14 EDT,3 users
220108,[breakpoints] allow to filter Breakpoints view using active window resource working set,ASSIGNED,None,Platform,Debug,3.4,P4 enhancement with 1 vote,---,Platform-Debug-Inbox,,,,,,,2008-02-24 15:29 EST by Eugene Kuleshov,2011-06-03 17:22 EDT,1 user
220109,[refactoring] Add a PDEDeleteParticipant,NEW,None,PDE,UI,3.4,P3 enhancement,---,PDE-UI-Inbox,,,stalebug,"bugday, helpwanted",,,2008-02-24 15:34 EST by Benjamin Cab¨¦,2019-09-09 02:29 EDT,7 users
220110,[plug-in registry] Show Service Content Only,RESOLVED FIXED,None,PDE,UI,3.4,P3 enhancement,3.5 M5,Jacek Pospychala,,,,,217738,,2008-02-24 15:38 EST by Jacek Pospychala,2009-01-06 10:51 EST,2 users
220111,[1.5][compiler] Type mismatch errors on identical types; code compiles with javac,VERIFIED FIXED,None,JDT,Core,3.3.1,P3 normal,3.4 M6,Philipe Mulet,,,,,,,2008-02-24 16:15 EST by Trevor Robinson,2008-03-25 12:51 EDT,2 users
