id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
380027,coexistence of 0.14 and 0.15 builds (with includePackedArtifacts=true) on the same system,RESOLVED WONTFIX,None,Tycho,Core,0.15.0,P3 major,---,Project Inbox,,,,,,,2012-05-18 18:01 EDT by Igor Fedorenko,2013-07-17 05:51 EDT,3 users
380028,Bundle-NativeCode cannot work on Windows 8,RESOLVED FIXED,None,Equinox,Framework,3.7,P3 critical,Juno RC2,Thomas Watson,,,,,,,2012-05-18 19:34 EDT by Steven Darnell,2015-01-20 04:00 EST,5 users
380029,"[pmi] ""Committers"" page should only show current committers",RESOLVED FIXED,None,Community,Project Management & Portal,unspecified,P3 normal,---,Portal Bugzilla Dummy Inbox,,,,,,,2012-05-18 19:46 EDT by Wayne Beaton,2014-08-20 16:56 EDT,0 users
380030,resolver.devMode should be resolution.devMode,VERIFIED FIXED,None,PDE,Doc,4.2,P3 normal,3.8 RC2,Curtis Windatt,,,,Documentation,,,2012-05-18 19:46 EDT by David Williams,2012-06-07 11:58 EDT,1 user
380031,File -> Rename action disabled,CLOSED WONTFIX,None,Sapphire,ui,0.5,P3 normal,---,Shenxue Zhou,,,,,,,2012-05-18 20:17 EDT by Ling Hao,2012-09-11 22:18 EDT,1 user
380032,CheckBoxGroupFieldEditor overwrites value with default when nothing has changed,CLOSED FIXED,None,TMF,Xtext,2.3.0,P3 normal,RC1,Project Inbox,,,,,,,2012-05-18 20:39 EDT by Henrik Lindberg,2017-10-31 11:16 EDT,2 users
380033,absence of reference files should not _break_ the build,NEW,None,Platform,Releng,4.2,P3 normal,---,Platform-Releng-Inbox,,,,,,,2012-05-18 20:56 EDT by David Williams,2012-05-18 20:56 EDT,0 users
380034,Jetty default servlet produces last modified header not based on resource file time stamp then work in embedded mode packed to one jar,RESOLVED FIXED,None,Jetty,server,8.1.0,P3 normal,7.6.x,Greg Wilkins,,,,,,,2012-05-18 21:22 EDT by Missing name,2012-05-22 17:25 EDT,2 users
380035,o.e.e.p2.tests download pointing to non-existing url,RESOLVED FIXED,None,Equinox,p2,3.8.0 Juno,P3 major,Kepler M4,P2 Inbox,,,,,,379748,2012-05-18 22:04 EDT by Thanh Ha,2012-12-14 15:14 EST,10 users
380036,Subversion doesn't use eclipse proxy settings,NEW,None,Subversive,Core,unspecified,P3 normal,---,Alexander Gurov,,,,,,,2012-05-18 23:13 EDT by Julian Cable,2012-05-20 05:10 EDT,0 users
380037,ID-TDBSP,RESOLVED WORKSFORME,None,Subversive,Core,unspecified,P3 normal,---,Alexander Gurov,,,,,,,2012-05-19 00:59 EDT by ma wenming,2012-05-19 13:40 EDT,0 users
380038,[hotbug] Backport - FaceletHTMLValidator is slow on some files,RESOLVED FIXED,None,Java Server Faces,Core,3.2.5,P3 normal,3.2.5 P,Raghunathan Srinivasan,,,,,,,2012-05-19 01:59 EDT by Raghunathan Srinivasan,2012-05-19 02:05 EDT,0 users
380039,UI Freeze when opening a folder in Package Explorer,CLOSED DUPLICATE of bug 344818,None,Platform,SWT,4.2,P3 normal,---,Platform-SWT-Inbox,,,,,,,2012-05-19 02:12 EDT by Marcel Bruch,2012-05-21 07:04 EDT,3 users
380040,Create a GIT repository for Gemini Naming project,RESOLVED FIXED,None,Community,Git,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2012-05-19 02:23 EDT by Violeta Georgieva,2012-05-23 15:43 EDT,1 user
380041,Starting a runtime Eclipse requires manually starting DS before,CLOSED DUPLICATE of bug 379023,None,Platform,Runtime,4.2,P3 normal,---,platform-runtime-inbox,,,,,,,2012-05-19 03:38 EDT by Marcel Bruch,2012-05-19 07:19 EDT,1 user
380042,[Hibernate] upgrade the CDO Hibernate Store to Teneo 2.0 and Hibernate 4.1,CLOSED FIXED,None,EMF,cdo.core,4.1,P3 normal,---,Martin Taal,Eike Stepper,,,,,,2012-05-19 03:48 EDT by Martin Taal,2019-11-08 03:14 EST,0 users
380043,[package explorer] selection should go to parent when resource deleted in package explorer,CLOSED DUPLICATE of bug 153062,None,JDT,UI,3.8,P3 enhancement,---,JDT-UI-Inbox,,,,,,,2012-05-19 04:25 EDT by Marcel Bruch,2014-06-15 12:39 EDT,3 users
380044,[quickfix] Assign to Field considers private fields only,CLOSED INVALID,None,JDT,Text,3.8,P3 enhancement,---,JDT-Text-Inbox,,,,,,,2012-05-19 04:34 EDT by Marcel Bruch,2012-05-19 04:36 EDT,0 users
380045,NPE in XbaseValueConverterService,CLOSED FIXED,None,TMF,Xtext,2.3.0,P3 normal,RC1,Project Inbox,,,,,,,2012-05-19 05:22 EDT by Serano Colameo,2017-10-31 10:58 EDT,1 user
380046,Feature: Doubleclicking on .reqif file,RESOLVED FIXED,None,MDT.RMF,ProR,unspecified,P3 normal,0.4.0,Michael Jastram,Michael Jastram,,,,,,2012-05-19 05:35 EDT by Michael Jastram,2012-08-29 10:10 EDT,0 users
380047,Tests should make sure WikiText generated XHTML can be used in EPUBs,NEW,None,Mylyn Docs,EPUB,unspecified,P3 enhancement,---,Torkild Resheim,,,,,,,2012-05-19 05:51 EDT by Torkild Resheim,2012-05-19 05:51 EDT,1 user
380048,error popup when navigating to source files,VERIFIED FIXED,None,JDT,Core,3.8,P3 normal,4.3 M2,Stephan Herrmann,,,,,,,2012-05-19 07:12 EDT by Marcel Bruch,2013-07-07 11:13 EDT,6 users
380049,CBI pull request for JDT for non-pom file changes,VERIFIED FIXED,None,JDT,Core,3.8,P3 normal,3.8.1,Jay Arthanareeswaran,,,,,,379750,2012-05-19 10:05 EDT by Thanh Ha,2012-08-14 06:22 EDT,12 users
380050,CBI pull request for Equinox for non-pom file changes,RESOLVED FIXED,None,Equinox,Framework,3.8.0 Juno,P3 normal,Juno SR2,equinox.framework-inbox,,,,,,379748,2012-05-19 10:43 EDT by Thanh Ha,2013-01-02 15:19 EST,8 users
380051,CBI pull request for Platform for non-pom file changes,RESOLVED FIXED,None,Platform,Releng,4.2,P3 normal,4.2.1,Platform-Releng-Inbox,,,,,,379747,2012-05-19 11:06 EDT by Thanh Ha,2013-01-04 13:56 EST,7 users
380052,[WikiText] Support digits in MediaWiki Template name,RESOLVED FIXED,None,Mylyn Docs,Wikitext,unspecified,P3 normal,1.8.0,Jeremie Bresson,David Green,,,contributed,,,2012-05-19 11:49 EDT by Jeremie Bresson,2012-07-09 13:47 EDT,1 user
380053,Rename modeling.mmt.qvt-relations as modeling.mmt.qvtd,RESOLVED FIXED,None,Community,Project Management & Portal,unspecified,P3 normal,---,Portal Bugzilla Dummy Inbox,,,stalebug,,,,2012-05-19 12:04 EDT by Ed Willink,2014-05-30 03:22 EDT,2 users
380054,[xbase] problem with overloaded sugared linking,CLOSED FIXED,None,TMF,Xtext,2.3.0,P3 normal,SR1,Project Inbox,,,,,,,2012-05-19 12:29 EDT by Knut Wannheden,2017-10-31 10:59 EDT,1 user
380055,[generics] no recursive generics check,VERIFIED FIXED,None,Xtend,Core,2.3.0,P3 normal,---,Project Inbox,,,v2.6,,365565,,2012-05-19 12:40 EDT by Knut Wannheden,2014-05-13 04:36 EDT,4 users
380056,Eclipse e4 Tools Bridge for 3.x (Incubation) not installable on M7 ?,NEW,None,EPP,rcp-package,unspecified,P3 major,1.4.0,Project Inbox,,,,,,,2012-05-19 12:41 EDT by Fabio M,2012-05-19 12:41 EDT,1 user
380057,Move /gitroot/m2m/org.eclipse.qvtd.git,RESOLVED FIXED,None,Community,Git,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2012-05-19 12:44 EDT by Ed Willink,2012-05-22 15:56 EDT,0 users
380058,[generics] StackOverflowError with recursive generics,CLOSED FIXED,None,Xtend,Core,2.3.0,P3 major with 1 vote,M6,Project Inbox,,,,,,,2012-05-19 12:44 EDT by Knut Wannheden,2017-10-31 11:17 EDT,3 users
380059,[generics] unexpected type mismatch,CLOSED FIXED,None,Xtend,Core,2.3.0,P3 normal,M6,Project Inbox,,,,,,,2012-05-19 12:52 EDT by Knut Wannheden,2013-02-16 09:00 EST,0 users
380060,[generics] static references to non-static type,CLOSED FIXED,None,Xtend,Core,2.3.0,P3 normal,---,Project Inbox,,,,,,,2012-05-19 12:56 EDT by Knut Wannheden,2017-10-31 10:58 EDT,1 user
380061,/projects/project_summary.php is not in CVS,RESOLVED WORKSFORME,None,Community,Website,unspecified,P3 normal,---,phoenix.ui,,,,,,,2012-05-19 12:57 EDT by Ed Willink,2012-05-19 14:02 EDT,1 user
380062,[xbase][compiler] access to parameter with keyword name,CLOSED FIXED,None,TMF,Xtext,2.3.0,P3 normal,RC1,Project Inbox,,,,,,,2012-05-19 13:18 EDT by Knut Wannheden,2017-10-31 11:19 EDT,1 user
380063,[xbase][generics] CME in TypeArgumentContext$CopyingTypeReferenceVisitor.doVisitWildcardTypeReference(),CLOSED FIXED,None,TMF,Xtext,2.3.0,P3 major,RC1,Project Inbox,,,,,,,2012-05-19 13:30 EDT by Knut Wannheden,2017-10-31 11:24 EDT,3 users
380064,Ctrl+Tab to next editor action stops working after restart,CLOSED FIXED,None,Platform,UI,4.2,P3 normal,---,Platform UI Triaged,,,candidate43,,,,2012-05-19 15:49 EDT by Fabio Zadrozny,2013-10-24 11:49 EDT,4 users
380065,[quick fix] for a non-static (field) initializer throwing an exception,ASSIGNED,None,JDT,UI,3.8,P3 normal,---,JDT-UI-Inbox,,,,,,,2012-05-19 17:14 EDT by Rudolf Schmidt,2012-05-21 09:27 EDT,1 user
380066,Issues using the right IFileSystemAccess inside the IDE,NEW,None,TMF,Xtext,2.2.1,P3 normal,---,Project Inbox,,,,,,,2012-05-19 18:10 EDT by Stephan Herrmann,2012-05-20 07:12 EDT,1 user
380067,"Equinox DL page still says ""3.7 Stable Builds""",RESOLVED FIXED,None,Platform,Releng,4.2,P3 normal,---,John Arthorne,,,,,,,2012-05-19 19:03 EDT by David Williams,2012-05-22 10:25 EDT,1 user
380068,WorkspaceEncodingProvider fails on some call paths,NEW,None,TMF,Xtext,2.2.1,P3 normal,---,Project Inbox,,,,,,,2012-05-19 19:15 EDT by Stephan Herrmann,2017-02-03 04:35 EST,2 users
380069,GMFT xPand builder has problems compiling the workspace with both GMFGraph/Gen metamodels and templates,RESOLVED FIXED,None,GMF-Tooling,Runtime,3.0,P3 normal,3.0,Michael Golubev,,,,,,,2012-05-19 20:28 EDT by Michael Golubev,2012-05-30 01:32 EDT,0 users
380070,Using Paypa'sl WSDL/xsd from eclipse causes validation errors,NEW,None,WTP Source Editing,wst.xsd,unspecified,P3 normal,---,wst.xsd,Keith Chong,,,,,,2012-05-19 23:32 EDT by Ari Mando,2012-05-19 23:32 EDT,0 users
380071,Acceleo uses OCL internal API without associated Bugzillas,CLOSED FIXED,None,Acceleo,Core,3.1.1,P3 normal,---,Project Inbox,,,,,,,2012-05-20 05:47 EDT by Ed Willink,2015-05-27 08:57 EDT,1 user
380072,Rename JFace viewer bundle,RESOLVED FIXED,None,Nebula,GeoMap,unspecified,P3 normal,1.1.0,Hallvard Traetteberg,,,,,,494636,2012-05-20 06:46 EDT by Wim Jongman,2016-09-12 05:32 EDT,3 users
380073,e4 look and feel regression on linux,RESOLVED WORKSFORME,None,Platform,UI,4.2,P3 major,---,Platform-UI-Inbox,,,,,,,2012-05-20 07:38 EDT by Stefan Krause,2013-03-16 18:34 EDT,2 users
380074,Add doc for 'Detecting problems in Java code',VERIFIED FIXED,None,JDT,Doc,3.8,P3 normal,3.8 RC4,Stephan Herrmann,,,,Documentation,,,2012-05-20 07:40 EDT by Deepak Azad,2012-06-07 10:14 EDT,6 users
380075,Update the SVN 1.7 SVN Kit-based client to the 1.7.4.1 version,RESOLVED FIXED,None,Subversive,Connectors,0.7,P3 normal,---,Alexander Gurov,,,,,,,2012-05-20 08:00 EDT by Alexander Gurov,2012-05-20 08:04 EDT,0 users
380076,Part titles can not be styled on Linux/GTK,NEW,None,Platform,UI,4.2,P3 normal,---,Platform-UI-Inbox,,,,,,,2012-05-20 08:13 EDT by Robert Munteanu,2012-05-22 17:02 EDT,1 user
380077,Java Plugin launch cannot be cancelled,CLOSED FIXED,None,Acceleo,Core,3.1.1,P3 major,---,Project Inbox,,,,,,,2012-05-20 08:18 EDT by Ed Willink,2015-05-27 08:56 EDT,1 user
380078,[project] Acceleo M7 plugin launch broken by OCL M7.,CLOSED FIXED,None,Acceleo,Core,unspecified,P3 major,---,Project Inbox,,,,,,,2012-05-20 10:15 EDT by Ed Willink,2015-05-27 08:58 EDT,1 user
380079,[C++0x] Range-based for together with auto type inference,CLOSED INVALID,None,CDT,cdt-parser,Next,P3 enhancement,---,Project Inbox,Markus Schorn,,,,,,2012-05-20 10:31 EDT by Ling Li,2012-06-06 22:56 EDT,3 users
380080,Cannot upgrade to Eclipse IDE for Java EE Developers 1.5.0.20120504-1855,NEW,None,EPP,jee-package,1.4.0,P3 normal,---,Project Inbox,,,,,,,2012-05-20 11:11 EDT by Yves Lavoie,2012-05-25 16:40 EDT,3 users
380081,Allow more (and easily) parameterizable parameters,NEW,None,Virgo,tooling,unspecified,P3 enhancement,---,Project Inbox,,,,,,,2012-05-20 11:16 EDT by Mastah Naleh,2012-05-20 11:16 EDT,1 user
380082,[WikiText] Setting a root folder for images for Html Preview (wikitext.ui),RESOLVED WONTFIX,None,Mylyn Docs,Wikitext,unspecified,P3 enhancement,---,Project Inbox,David Green,,,,,,2012-05-20 12:19 EDT by Jeremie Bresson,2013-08-02 12:43 EDT,0 users
380083,Repl Port wrong replication,CLOSED WORKSFORME,None,eTrice,Generators,unspecified,P3 normal,---,Project Inbox,,,,,,,2012-05-20 12:33 EDT by Thomas Jung,2012-07-17 08:29 EDT,1 user
380084,TaskRepository property PROPERTY_USE_SECURE_STORAGE not exposed in UI,RESOLVED WONTFIX,None,Mylyn Tasks,Framework,unspecified,P3 normal,---,Mylyn Inbox,,,,,,,2012-05-20 13:12 EDT by Frank Becker,2012-05-21 13:21 EDT,1 user
380085,Ctrl-click/Cmd-click not working until the mouse is moved,CLOSED DUPLICATE of bug 26873,None,CDT,cdt-core,Next,P3 normal,---,Project Inbox,Doug Schaefer,,,,,,2012-05-20 13:13 EDT by Jonathan Watt,2012-06-08 06:24 EDT,1 user
380086,Wrong order of parameters from parser,CLOSED FIXED,None,eTrice,Generators,unspecified,P3 normal,---,Project Inbox,,,0.2.0M2,,,,2012-05-20 13:46 EDT by Thomas Jung,2012-05-21 11:11 EDT,1 user
380087,Renaming an extensions class messes up the imports where it is used,CLOSED DUPLICATE of bug 345598,None,Xtend,Core,2.3.0,P3 normal,M4,Project Inbox,,,,,,,2012-05-20 14:33 EDT by Vlad Dumitrescu,2012-12-05 03:25 EST,1 user
380088,Add title to the proxy uri,NEW,None,EMFT,Texo,-,P3 normal,---,Martin Taal,,,,,,,2012-05-20 15:20 EDT by Martin Taal,2012-05-20 15:20 EDT,0 users
380089,Who is uid8825?,RESOLVED WORKSFORME,None,Community,CVS,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2012-05-20 16:26 EDT by Ed Willink,2012-05-22 16:42 EDT,2 users
380090,Maximizing editor activates another editor in customized perspective,CLOSED DUPLICATE of bug 379128,None,Platform,UI,4.2,P3 major,4.2 RC3,Platform UI Triaged,,,,,,,2012-05-20 17:50 EDT by Sopot Cela,2012-06-01 08:49 EDT,1 user
380091,Validator should warn about missing quotes,RESOLVED FIXED,None,WTP Source Editing,wst.html,unspecified,P3 normal,3.5 M7,Salvador Zalapa,Nick Sandonato,,,,,,2012-05-20 18:02 EDT by Sven Khler,2013-05-23 14:09 EDT,1 user
380092,bassclef,CLOSED INVALID,None,ACTF,accservice,unspecified,P3 normal,---,Project Inbox,,,,,,,2012-05-20 20:38 EDT by hyoung lee,2012-06-04 11:32 EDT,1 user
380093,The 'Run History' no longer has an accelerator (i.e.: it should be Run His&tory),VERIFIED FIXED,None,Platform,Debug,4.2,P3 normal,3.8 RC3,Pawel Piech,,,,,,,2012-05-20 20:43 EDT by Fabio Zadrozny,2012-06-01 02:01 EDT,4 users
380094,[formatter] Doesn't wrap method declaration exceeding line length,RESOLVED DUPLICATE of bug 303519,None,JDT,Core,3.8,P3 normal,---,JDT-Core-Inbox,,,,,,,2012-05-20 21:03 EDT by Michael Sena,2012-05-21 12:32 EDT,3 users
380095,"[TCF][UI] Add searching actions in Target Explorer, File System Explorer and Process Monitor.",RESOLVED FIXED,None,TCF,Target,unspecified,P3 enhancement,1.0.0,William Chen,Uwe Stieber,,,,,,2012-05-20 22:57 EDT by William Chen,2013-06-05 05:25 EDT,0 users
380096,NPE during project clean in some cases,RESOLVED FIXED,None,m2e,Core,1.1,P3 normal,Juno RC1,Igor Fedorenko,,,,,,,2012-05-20 23:58 EDT by Igor Fedorenko,2012-11-07 12:33 EST,1 user
380097,Bundle Pool: Unable to load runtime repository: No repository found at file:/...,RESOLVED FIXED,None,z_Archived,Buckminster,unspecified,P3 normal,---,buckminster.core-inbox,,,,,,,2012-05-21 00:29 EDT by Eike Stepper,2019-02-25 14:39 EST,3 users
380098,Add more api docs and flexibility to change the tile size cache via constructor,CLOSED FIXED,None,Nebula,GeoMap,unspecified,P3 enhancement,---,Project Inbox,,,,,,,2012-05-21 00:59 EDT by Stepan Rutz,2012-05-21 02:30 EDT,2 users
380099,Paint higher zoom level tiles in a scaled up way behind current zoom levels if such tiles are in the cache,RESOLVED FIXED,None,Nebula,GeoMap,unspecified,P3 enhancement,---,Project Inbox,,,,,,,2012-05-21 01:02 EDT by Stepan Rutz,2012-06-04 06:08 EDT,2 users
380100,[Releng] Doc plugins can not be unpacked,CLOSED FIXED,None,EMF,cdo.releng,4.1,P3 normal,---,Eike Stepper,Eike Stepper,http://wiki.eclipse.org/JarProcessor_...,,,,,2012-05-21 01:04 EDT by Eike Stepper,2012-09-21 07:15 EDT,0 users
380101,Invalid MySQL SQL syntax in query with LIMIT and FOR UPDATE,RESOLVED FIXED,None,EclipseLink,JPA,2.3.2,P2 normal with 1 vote,2.6.0,Lukas Jungmann,,,mysql,,,449062,2012-05-21 01:29 EDT by Matt Magoffin,2015-05-05 02:27 EDT,6 users
380102,Upgrade EPF from Eclipse 3.5 to 3.6.2,RESOLVED FIXED,None,EPF,Tool,1.5.1.4,P3 major,1.5.1.4 M4,Alex Chen,,,,,,,2012-05-21 01:44 EDT by Alex Chen,2012-09-19 21:01 EDT,2 users
380103,Solve it,RESOLVED NOT_ECLIPSE,None,PDE,API Tools,4.2,P3 normal,---,PDE API Tools Inbox,,,,,,,2012-05-21 02:42 EDT by Amit Katre,2012-05-22 12:15 EDT,1 user
380104,Move EPUB support into weekly/release builds,CLOSED FIXED,None,Mylyn Docs,EPUB,unspecified,P3 enhancement,1.7.0,Steffen Pingel,,,,plan,376298 381569 381625 381629,,2012-05-21 02:50 EDT by Torkild Resheim,2014-02-04 12:45 EST,2 users
380105,Can environment variables be used in output prefix?,NEW,None,CDT,cdt-build-managed,Next,P3 enhancement,---,Project Inbox,Chris Recoskie,,,,,,2012-05-21 02:56 EDT by Cesar Lu,2012-05-21 02:57 EDT,2 users
380106,[1.8] Infrastructure support to enable Java 8 work,RESOLVED FIXED,None,JDT,Core,3.8,P3 enhancement,BETA J8,Satyam Kandula,,,,,,287648 380188,2012-05-21 03:00 EDT by Srikanth Sankaran,2012-06-26 23:16 EDT,7 users
380107,Durable locking ID support through connection aware URI,CLOSED FIXED,None,EMF,cdo.core,4.1,P3 enhancement,---,Eike Stepper,Eike Stepper,,,,,,2012-05-21 03:10 EDT by Esteban DUGUEPEROUX,2012-09-21 07:17 EDT,0 users
380108,StandaloneSetup support for bundle-shape: dir or unpack=true,NEW,None,EMFT,MWE,2.0,P3 normal,---,Project Inbox,,,,,,,2012-05-21 03:14 EDT by Benjamin Schwertfeger,2012-05-21 03:42 EDT,2 users
380109,Please re-add our blog again and let us know why it keeps getting removed ?,RESOLVED FIXED,None,z_Archived,PlanetEclipse,unspecified,P3 normal,---,Gunnar Wagenknecht,,,,,,,2012-05-21 03:29 EDT by Max Rydahl Andersen,2019-08-20 10:42 EDT,1 user
380110,TUR4.2: Case Insensitive Option looks up all the four Turkish I.,RESOLVED NOT_ECLIPSE,None,Platform,Search,4.2,P3 normal,---,Platform-Search-Inbox,,,,,,,2012-05-21 03:36 EDT by Masaihko Maedera,2012-05-21 07:26 EDT,5 users
380111,Refactoring and Saving As of Test Cases does not lead to new Test Case being selected in the TCB,CLOSED FIXED,None,Jubula,UI,unspecified,P1 major,Juno SR1,Markus Tiede,Oliver Goetz,,,,,,2012-05-21 03:37 EDT by Alexandra Schladebeck,2012-05-23 04:47 EDT,1 user
380112,[1.7][compiler] Incorrect unreachable catch block detection in try-with-resources,VERIFIED FIXED,None,JDT,Core,3.8,P3 major,3.8 RC2,Satyam Kandula,,,,,,,2012-05-21 03:42 EDT by Sergey Parilin,2012-05-29 09:11 EDT,6 users
