id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
280055,Refactor package generation for parts,CLOSED FIXED,None,EEF,General,unspecified,P3 normal,---,Goulwen Le Fur,,,,,,,2009-06-12 05:43 EDT by Stephane Bouchet,2016-05-05 10:26 EDT,0 users
280056,Loading EMF models throws FileNotFoundException under Linux/MacOS,CLOSED FIXED,None,Epsilon,Core,unspecified,P3 critical,---,Dimitris Kolovos,,,,,,,2009-06-12 05:55 EDT by Dimitris Kolovos,2012-02-06 10:59 EST,1 user
280057,"There is an extra ""\n\"" in the about dialog of reporting package RC4",CLOSED FIXED,None,EPP,reporting-package,unspecified,P3 normal,1.1.0 RC4,Project Inbox,,,,,,,2009-06-12 06:02 EDT by Xiaoying Gu,2010-01-14 23:01 EST,1 user
280058,Setting collections not possible any more.,CLOSED FIXED,None,M2T,Xpand,0.7.0,P3 normal,---,Sven Efftinge,,,,,,,2009-06-12 06:11 EDT by Peter Friese,2013-02-21 08:14 EST,3 users
280059,Cannot Undo delete file,CLOSED FIXED,None,PDT,PHP Explorer & Projects management,2.1,P3 normal,---,PHP UI,,,,,,,2009-06-12 06:28 EDT by Toshihiro Izumi,2010-05-04 04:10 EDT,2 users
280060,[Shell] Support TOOL style,RESOLVED FIXED,None,RAP,RWT,1.2,P3 enhancement,1.3 M1,Project Inbox,,,,,,262603,2009-06-12 06:50 EDT by Benjamin Muskalla,2009-07-01 10:54 EDT,0 users
280061,[formatter] AIOOBE while formatting javadoc comment,VERIFIED FIXED,None,JDT,Core,3.5,P3 normal,3.5.1,Frederic Fusier,,,,,,,2009-06-12 07:05 EDT by Frederic Fusier,2009-08-27 15:18 EDT,3 users
280062,Use FontDescriptor instead of FontData,RESOLVED FIXED,None,MAT,GUI,0.8,P3 trivial,---,Andreas Buchen,,,,,,,2009-06-12 07:17 EDT by Benjamin Muskalla,2012-05-24 02:34 EDT,1 user
280063,"org.eclipse.jdt.internal.compiler.parser.Parser.parseClassBodyDeclarations(char[], int, int, CompilationUnitDeclaration) should return consistent results",VERIFIED FIXED,None,JDT,Core,3.5,P3 normal,3.5.1,Olivier Thomann,,,,,,,2009-06-12 07:50 EDT by Frederic Fusier,2009-08-28 02:25 EDT,3 users
280064,[ltk] support mandatory Changes,ASSIGNED,None,JDT,UI,3.5,P3 enhancement,---,JDT-UI-Inbox,,,,,259092,,2009-06-12 07:56 EDT by Tom Hofmann,2009-06-17 08:54 EDT,1 user
280065,[table] Strange item appearance after scrolling in Safari,RESOLVED FIXED,None,RAP,RWT,1.2,P3 normal,1.3 M1,Project Inbox,,,,,,,2009-06-12 08:22 EDT by Jordan Yakovchev,2009-07-06 08:03 EDT,0 users
280066,[Formatter] Improve possibilities to handle single line comments,CLOSED DUPLICATE of bug 313133,None,TMF,Xtext,unspecified,P3 normal,RC1,Project Inbox,,,,,,,2009-06-12 08:25 EDT by Moritz Eysholdt,2017-09-19 16:41 EDT,2 users
280067,JET graduation  - upgrade all version numbers to 1.0,RESOLVED FIXED,None,M2T,Jet,1.0.0,P3 normal,RC,Paul Elder,,,,,,,2009-06-12 08:29 EDT by Paul Elder,2009-06-16 15:09 EDT,1 user
280068,[rename] Rename/Refactor package breaks plugin.xml when pressing Back on Preview,VERIFIED FIXED,None,JDT,UI,3.5,P3 major,3.5.1,Markus Keller,,,,,,,2009-06-12 08:40 EDT by Max Rydahl Andersen,2009-08-04 14:06 EDT,2 users
280069,Asking for syndication on planet Eclipse,RESOLVED FIXED,None,z_Archived,PlanetEclipse,unspecified,P3 normal,---,Chris Aniszczyk,,http://freddyallilaire.blogspot.com/f...,,,,,2009-06-12 08:42 EDT by Freddy Allilaire,2019-08-20 10:43 EDT,0 users
280070,NPE using Plugin Spy in  Navigate menu,RESOLVED FIXED,None,PDE,UI,3.5,P3 normal,3.6 M1,Benjamin Cab¨¦,,,,,,300224,2009-06-12 08:46 EDT by Paul Webster,2010-01-20 12:59 EST,1 user
280071,Split Workbench and RAP-specific code,RESOLVED WORKSFORME,None,RAP,Workbench,1.2,P3 enhancement,---,Project Inbox,,,plan-version=1.3plan-status=committe...,,,,2009-06-12 08:48 EDT by Benjamin Muskalla,2011-10-24 13:28 EDT,0 users
280072,[TableViewer] Can not use tab to edit multiple cells in IE,RESOLVED WORKSFORME,None,RAP,JFace,1.2,P3 normal with 1 vote,---,Project Inbox,,,,,,,2009-06-12 08:53 EDT by Tim Buschtoens,2009-10-02 05:42 EDT,2 users
280073,Graph class leaks 5 Color objects,RESOLVED FIXED,None,GEF,GEF-Legacy Zest,3.4,P3 normal,3.6.0 (Helios) M6,Ian Bull,,,,,,,2009-06-12 08:59 EDT by Randy Fredrick,2010-03-15 12:22 EDT,3 users
280074,[ToolBar] getItem(Point) is missing,RESOLVED FIXED,None,RAP,RWT,unspecified,P3 enhancement,1.3 M1,Project Inbox,,,,,,,2009-06-12 09:05 EDT by Benjamin Muskalla,2009-07-02 13:53 EDT,0 users
280075,[Tree] getItemHeight is missing,RESOLVED FIXED,None,RAP,RWT,1.2,P3 enhancement,1.3 M6,Project Inbox,,,,,,302954,2009-06-12 09:07 EDT by Benjamin Muskalla,2010-02-22 08:12 EST,1 user
280076,Make model loading plugable,RESOLVED FIXED,None,e4,UI,unspecified,P3 normal,1.0 RC0,Thomas Schindl,,,,,,,2009-06-12 09:08 EDT by Thomas Schindl,2010-05-25 12:05 EDT,5 users
280077,Incorrect diagram update on first diagram opening,RESOLVED FIXED,None,GMF-Tooling,Core,unspecified,P3 normal,2.2.1,Alex Shatalin,,,,,,,2009-06-12 09:09 EDT by Yury Chernikov,2010-07-19 22:21 EDT,1 user
280078,code assist does not work properly in extending class from other project,CLOSED FIXED,None,PDT,Code Assist,2.1.1,P3 critical,---,PHP Core,,,,,237215,,2009-06-12 09:18 EDT by miroslav hettes,2010-01-22 08:03 EST,3 users
280079,NPE while parsing K_CLASS_BODY_DECLARATIONS,VERIFIED FIXED,None,JDT,Core,3.5,P3 normal,3.5.1,Olivier Thomann,,,,,,,2009-06-12 09:26 EDT by Frederic Fusier,2009-08-28 01:58 EDT,3 users
280080,Exception processing async thread queue - TableRowSorter.getColumnCount java 1.6.0.14 Eclipse Gallileo RC3,NEW,None,JDT,Debug,3.5,P3 normal,---,JDT-Debug-Inbox,,,,,,,2009-06-12 09:49 EDT by Brian Brooks,2009-06-12 10:45 EDT,0 users
280081,Interoperability between Acceleo and Java,CLOSED FIXED,None,Acceleo,Core,0.8.0,P3 major,---,Project Inbox,,,,,,,2009-06-12 09:56 EDT by Laurent Goubet,2010-05-20 04:43 EDT,2 users
280082,Clean up the various DOM nodes,RESOLVED FIXED,None,JSDT,General,3.1,P3 normal,3.2 M1,Chris Jaun,Nitin Dahyabhai,,,,,,2009-06-12 10:01 EDT by Chris Jaun,2010-03-03 11:17 EST,0 users
280083,model.workbench should not show Activator in the API-Packages,RESOLVED WORKSFORME,None,e4,UI,unspecified,P3 normal,---,Project Inbox,Oleg Besedin,,stalebug,,,,2009-06-12 10:07 EDT by Thomas Schindl,2019-06-05 07:33 EDT,1 user
280084,Update IP log and about.html for i5,RESOLVED FIXED,None,z_Archived,Cosmos,unspecified,P3 normal,---,Jason Losh,,,,,,,2009-06-12 10:14 EDT by Jason Losh,2012-01-03 13:54 EST,1 user
280085,Update IP log and about.html for i6,RESOLVED FIXED,None,z_Archived,Cosmos,unspecified,P3 normal,---,Jason Losh,,,,,,,2009-06-12 10:15 EDT by Jason Losh,2012-01-03 13:47 EST,0 users
280086,PHP Explorer shows directories not sorted,CLOSED INVALID,None,PDT,PHP Explorer & Projects management,unspecified,P3 normal,---,PHP UI,,,,,,,2009-06-12 10:17 EDT by Emmanuel Fernandez,2010-05-17 04:42 EDT,1 user
280087,[Compatibility] Toolbar support code now causes legacy view creation error,RESOLVED FIXED,None,e4,UI,0.9,P3 normal,0.9 M4,Paul Webster,,,,,,,2009-06-12 10:26 EDT by Paul Webster,2009-07-07 13:49 EDT,1 user
280088,Weighted calculations are off when the amounts are > 10 billion,RESOLVED FIXED,None,BIRT,Data,2.1.1,P3 normal,2.5.1,Wenjie Tu,,,Obsolete,,,,2009-06-12 10:27 EDT by Sunil,2010-03-19 05:04 EDT,3 users
280089,Entity Generation Wizard generates entity with no attributes due to NPE,NEW,None,Dali JPA Tools,JPA,2.0.1,P3 normal,---,Neil Hauge,,,,,,,2009-06-12 10:30 EDT by Kevan Holdaway,2011-07-01 16:23 EDT,2 users
280090,many update sites in feature.xml files are wrong,RESOLVED FIXED,None,Community,Cross-Project,unspecified,P3 major,---,David Williams,,,,,,,2009-06-12 10:43 EDT by David Williams,2010-06-14 02:43 EDT,11 users
280091,compatibility checker fails to parse Java version,RESOLVED FIXED,None,Mylyn,Core,unspecified,P3 minor,3.3,Steffen Pingel,,,,,,,2009-06-12 10:52 EDT by Grant Gayed,2009-08-24 16:23 EDT,0 users
280092,Automatically add -Xdock:icon to VM args,NEW,None,PDE,UI,3.5,P3 enhancement,---,PDE-UI-Inbox,,,stalebug,,,,2009-06-12 11:00 EDT by Bryan Hunt,2019-09-09 02:24 EDT,0 users
280093,PII strings referenced in DOC not found,VERIFIED FIXED,None,BIRT,Documentation,2.3.2,P3 normal,2.5.1,Jane Tatchell,mindan xu,,Obsolete,,,,2009-06-12 11:06 EDT by Matthew McClintock,2009-09-15 01:40 EDT,2 users
280094,HTMLAttributeValidator#validate should use model query extensions,RESOLVED FIXED,None,WTP Source Editing,wst.html,3.1,P3 normal,3.2 M1,Dan Lee,Nitin Dahyabhai,,,,,,2009-06-12 11:07 EDT by Dan Lee,2009-07-23 09:18 EDT,0 users
280095,PHP Explorer does not list project files importing CVS new project,CLOSED FIXED,None,PDT,PHP Explorer & Projects management,unspecified,P3 normal with 1 vote,---,PHP UI,,,,,,,2009-06-12 11:28 EDT by Fernando Alberto Reuter Wendt,2010-05-04 07:11 EDT,1 user
280096,[update] can't install 3.2 builds to Eclipse 3.4,RESOLVED WORKSFORME,None,Mylyn,Core,unspecified,P3 normal,---,Mylyn Inbox,,,,,,,2009-06-12 11:29 EDT by Eugene Kuleshov,2009-06-30 01:43 EDT,1 user
280097,Small typo in datapool documentation.,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P2 normal,---,Paul Slauenwhite,Kathy Chan,,,,,,2009-06-12 11:33 EDT by Paul Slauenwhite,2016-05-05 11:02 EDT,5 users
280098,Plug-in Validation dialog uses wrong parent shell,RESOLVED FIXED,None,PDE,UI,3.5,P3 minor,3.6 M1,Curtis Windatt,,,,,,,2009-06-12 11:46 EDT by Markus Keller,2009-06-23 16:54 EDT,1 user
280099,[jobs] collapsed Details section keeps expanding self,RESOLVED WORKSFORME,None,Platform,Runtime,3.5,P3 normal,---,John Arthorne,,,,,300218,,2009-06-12 12:00 EDT by Grant Gayed,2010-01-29 15:46 EST,3 users
280100,CrossReferenceTemplateVaribleResolver sometimes uses the the wrong context for scoping,CLOSED WORKSFORME,None,TMF,Xtext,unspecified,P3 normal,---,Project Inbox,,,,,,,2009-06-12 12:02 EDT by Moritz Eysholdt,2012-11-09 09:08 EST,3 users
280101,Eclipse crash when moving file in Package Explorer,RESOLVED DUPLICATE of bug 274349,None,Platform,SWT,3.5,P3 normal,---,Silenio Quarti,,,,,,,2009-06-12 12:03 EDT by Greg Watson,2009-07-07 14:10 EDT,2 users
280102,CDOView.getRootResource() fails for empty repository,CLOSED FIXED,None,EMF,cdo.core,3.0,P3 normal,---,Eike Stepper,Eike Stepper,,,,,280138,2009-06-12 12:07 EDT by Victor Roldan Betancort,2010-06-29 09:23 EDT,2 users
280103,RMS Demo is down,RESOLVED FIXED,None,RAP,Demo,unspecified,P3 critical,---,Project Inbox,,,,,,,2009-06-12 12:08 EDT by Benjamin Muskalla,2009-06-12 12:36 EDT,0 users
280104,[xpath2] XPTY0007 is not Used as an error type,RESOLVED INVALID,None,WTP Source Editing,wst.xpath,3.1,P3 normal,3.2 M1,wst.xsl-triaged,David Carver,,,,277592,262765,2009-06-12 12:25 EDT by David Carver,2010-08-11 17:08 EDT,0 users
280105,"reproducable crash: Object """" does not have windowed ancestor",RESOLVED WONTFIX,None,Platform,SWT,3.5,P3 normal,---,Project Inbox,Grant Gayed,,,,,,2009-06-12 12:30 EDT by Grant Gayed,2012-06-20 11:41 EDT,2 users
280106,[xpath2] XPDY0021 is not Used as an error type,RESOLVED FIXED,None,WTP Source Editing,wst.xpath,3.1,P3 normal,3.2 M1,David Carver,David Carver,,,,277592,262765 280109,2009-06-12 12:34 EDT by David Carver,2010-08-11 17:08 EDT,0 users
280107,UnsupportedOperationExceptions in CDOURIHandler,CLOSED FIXED,None,EMF,cdo.core,2.0,P3 trivial,RC5,Victor Roldan Betancort,,,,,,,2009-06-12 12:34 EDT by Victor Roldan Betancort,2010-06-29 09:21 EDT,1 user
280108,ID always needs the caret character when similar terminal rule appears,CLOSED WONTFIX,None,TMF,Xtext,0.7.0,P3 normal,---,Project Inbox,,,,,,,2009-06-12 12:35 EDT by Johannes Tysiak,2017-09-19 16:02 EDT,2 users
280109,[xpath2] XPST0083 is not Used as an error type,RESOLVED INVALID,None,WTP Source Editing,wst.xpath,3.1,P3 normal,---,David Carver,David Carver,,,,280106,262765,2009-06-12 12:38 EDT by David Carver,2010-08-11 17:08 EDT,0 users
280110,ID always needs the caret character when similar terminal rule appears,CLOSED DUPLICATE of bug 280108,None,TMF,Xtext,0.7.0,P3 normal,---,Project Inbox,,,,,,,2009-06-12 12:40 EDT by Steffen A. Mork,2017-09-19 16:11 EDT,1 user
280111,[ds tooling] Support bind / unbind completion & browsing,NEW,None,PDE,UI,3.5,P3 enhancement,---,PDE-UI-Inbox,,,stalebug,,,,2009-06-12 12:57 EDT by Bryan Hunt,2019-09-09 02:45 EDT,2 users
