id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
350062,Correct all about links,CLOSED FIXED,None,WindowBuilder,Docs,unspecified,P3 normal,---,Project Inbox,,,,Documentation,,,2011-06-22 10:30 EDT by Mark Russell,2011-07-19 16:38 EDT,1 user
350063,"Can't work with project, CVS server died.",RESOLVED FIXED,None,Community,CVS,unspecified,P3 major,---,Eclipse Webmaster,,,,,,,2011-06-22 10:54 EDT by Paul Webster,2011-06-23 08:52 EDT,0 users
350064,Unable to paste into manifest editor (via keyboard),NEW,None,PDE,UI,3.7,P3 normal,---,PDE-UI-Inbox,,,stalebug,,,,2011-06-22 10:55 EDT by DJ Houghton,2019-09-08 12:39 EDT,0 users
350065,[rpmstubby] Create .spec from Python egg,CLOSED FIXED,None,Linux Tools,PackagingTools,unspecified,P3 normal,2.1,Packaging Tools Inbox,,,,,,,2011-06-22 11:03 EDT by Andrew Overholt,2013-08-21 11:53 EDT,1 user
350066,[rpmstubby] Create .spec from Ruby Gem,CLOSED FIXED,None,Linux Tools,PackagingTools,unspecified,P3 normal,2.1,Packaging Tools Inbox,,,,,,,2011-06-22 11:03 EDT by Andrew Overholt,2013-08-21 11:54 EDT,1 user
350067,[Compatibility] Cannot shutdown with Mylyn due to NPE,RESOLVED FIXED,None,Platform,UI,4.1,P3 critical,4.2 M1,Remy Suen,Remy Suen,,,,,321278 331444,2011-06-22 11:11 EDT by Remy Suen,2011-07-19 12:37 EDT,6 users
350068,Demo movies on web site require flash,CLOSED FIXED,None,Jubula,Tools,unspecified,P1 minor,4.0,Markus Tiede,Oliver Goetz,,,helpwanted,,,2011-06-22 11:33 EDT by John Tangney,2016-05-19 03:39 EDT,4 users
350069,Compile Sample fails,CLOSED FIXED,None,z_Archived,EDT,unspecified,P3 normal,---,Paul Harmon,,,,,,,2011-06-22 11:44 EDT by Bart Van Campenhout,2017-02-23 14:20 EST,2 users
350070,Investigate implementing PDE editors with hosted web applications,RESOLVED WONTFIX,None,PDE,UI,4.0,P3 normal,3.8,PDE-UI-Inbox,,,,,,,2011-06-22 11:46 EDT by Dean Roberts,2011-09-15 13:02 EDT,3 users
350071,Make NavigationView a fastView,RESOLVED FIXED,None,Riena,UI,3.0.0,P3 enhancement,---,Sabine Achilles,,,,,,,2011-06-22 11:54 EDT by Cristiano Gavio,2011-08-05 02:22 EDT,1 user
350072,ChangeLog is not merging function names.,RESOLVED FIXED,None,Linux Tools,ChangeLog,unspecified,P3 normal,4.0.0,Jeff Johnston,,,stalebug,,,,2011-06-22 12:00 EDT by Ken Leung,2015-06-01 15:56 EDT,3 users
350073,Bundle class folder on disk not added to classpath,RESOLVED WORKSFORME,None,PDE,UI,3.7,P3 normal,---,PDE-UI-Inbox,,,stalebug,,350722,,2011-06-22 12:05 EDT by Andrew Niefer,2019-09-02 15:09 EDT,2 users
350074,Regenerate when the generator settings for the source file have changed,CLOSED FIXED,None,z_Archived,EDT,unspecified,P3 enhancement,---,Justin Spadea,,,,,,,2011-06-22 12:07 EDT by Justin Spadea,2017-02-23 14:17 EST,0 users
350075,[remote][threads] Interrupting an exited thread gives not feedback,NEW,None,CDT,cdt-debug-dsf-gdb,8.0,P3 normal,---,Project Inbox,Marc Khouzam,,,,,,2011-06-22 12:07 EDT by Marc Khouzam,2011-06-22 12:07 EDT,2 users
350076,org.eclipse.equinox.p2.publisher.eclipse should be a jar,CLOSED DUPLICATE of bug 348095,None,Equinox,p2,3.7,P3 normal,---,P2 Inbox,,,,,,,2011-06-22 12:08 EDT by Andrew Niefer,2011-06-22 12:53 EDT,0 users
350077,IllegalArgumentException in AbstractActionOperation [ID-CUA4N],RESOLVED FIXED,None,Subversive,Core,unspecified,P3 normal,---,Igor Burilo,,,,,,,2011-06-22 12:26 EDT by KC,2011-07-06 09:59 EDT,0 users
350078,[Perspectives] ToolbarManager isn't updated when the perspective activated,RESOLVED WORKSFORME,None,Platform,UI,3.7,P3 normal,---,Platform UI Triaged,,,stalebug,,,,2011-06-22 12:33 EDT by yulei,2019-08-08 15:20 EDT,3 users
350079,EGit should be by included in Java package,RESOLVED FIXED,None,EPP,java-package,unspecified,P1 minor,1.4.0 RC2,Steffen Pingel,,,,,,350232,2011-06-22 13:01 EDT by Alexis Hassler,2012-08-14 04:40 EDT,11 users
350080,[Compatibility] Jubula needs to run on Eclipse 4.x,NEW,None,Platform,UI,4.1,P3 normal,---,Platform UI Triaged,,,,,367094 376936 350082 350090 350266 355964 356252 356503 357554 362118 369159 369730 375826,330957,2011-06-22 13:15 EDT by Remy Suen,2012-04-17 07:44 EDT,2 users
350081,[mojo] org.apache.cxf:cxf-codegen-plugin support,CLOSED NOT_ECLIPSE,None,m2e,Core,1.0.0,P3 normal,---,Project Inbox,,,,,,,2011-06-22 13:16 EDT by Mike Pettypiece,2013-09-28 23:40 EDT,10 users
350082,[Compatibility] Jubula's 'Functional Text Execution' perspective comes up blank,VERIFIED FIXED,None,Platform,UI,4.1,P3 major,4.1.1,Remy Suen,Remy Suen,,,,,350080 350266,2011-06-22 13:17 EDT by Remy Suen,2011-08-26 10:56 EDT,1 user
350083,Acknowledgements page has encoding issues,NEW,None,Platform,Releng,3.7,P3 normal,---,Platform-Releng-Inbox,,,,,,,2011-06-22 13:21 EDT by Markus Keller,2011-06-22 13:21 EDT,1 user
350084,A join should be provided for just the validation jobs,CLOSED FIXED,None,WTP Common Tools,wst.validation,3.2.3,P3 normal,3.2.5,Gary Karasiuk,Chuck Bridgham,,,,,,2011-06-22 13:49 EDT by Gary Karasiuk,2011-06-24 15:11 EDT,1 user
350085,RelationsComposite not allowing permitted relations to be added,RESOLVED FIXED,None,OSEE,OSEE Application Framework,0.9.9,P3 normal,0.9.9,John Misinco,,,,,,,2011-06-22 13:55 EDT by John Misinco,2011-06-29 14:22 EDT,1 user
350086,Make nav view building block presentation names unique,NEW,None,EPF,Content,unspecified,P3 minor,1.6,epf.content-inbox,,,,,,,2011-06-22 14:06 EDT by Todd Fredrickson,2011-08-02 11:58 EDT,1 user
350087,[1.7] JavaElementLabelComposer has problems rendering references to @PolymorphicSignature methods,VERIFIED FIXED,None,JDT,UI,3.7,P3 normal,3.7.1,Markus Keller,,,,,350496,,2011-06-22 14:17 EDT by Markus Keller,2011-08-02 05:45 EDT,3 users
350088,[publisher] Produced patches don't match specific feature version numbers,RESOLVED FIXED,None,Equinox,p2,3.7,P3 blocker,4.14 M3,Carsten Reckord,,,,,,,2011-06-22 14:24 EDT by DJ Houghton,2019-11-05 16:46 EST,13 users
350089,[Compatibility] MPEP context activation effects Source/Refactor menu,VERIFIED FIXED,None,Platform,UI,4.1,P3 normal,4.1.1,Remy Suen,Remy Suen,,,,,334303,2011-06-22 14:41 EDT by Paul Webster,2011-07-14 08:26 EDT,1 user
350090,[Compatibility] No icon for view tool item,RESOLVED FIXED,None,Platform,UI,4.1,P3 normal,4.2 M1,Remy Suen,Remy Suen,,,,,350080,2011-06-22 14:44 EDT by Remy Suen,2011-06-30 14:07 EDT,1 user
350091,maven overrides eclipse java compile settings.,CLOSED WONTFIX,None,m2e,Core,unspecified,P3 enhancement,---,Project Inbox,,,,,,,2011-06-22 15:01 EDT by Richard A. Sitze,2011-06-23 08:36 EDT,2 users
350092,Static variables in Environment (and PartEnvironment) may cause problems,CLOSED FIXED,None,z_Archived,EDT,unspecified,P3 normal,---,Justin Spadea,,,,,,350094,2011-06-22 15:13 EDT by Paul Harmon,2017-02-23 14:18 EST,1 user
350093,Erroneous name clash error in @Override methods,CLOSED DUPLICATE of bug 350133,None,Objectteams,Releng,2.0,P3 normal,2.1 M1,Stephan Herrmann,,,,,,,2011-06-22 15:16 EDT by André Lehmann,2011-08-13 12:16 EDT,3 users
350094,Working Copy Compiler should push the current ProjectIREnvironment on the Environment stack,CLOSED FIXED,None,z_Archived,EDT,unspecified,P3 normal,---,Justin Spadea,,,,,350092,,2011-06-22 15:22 EDT by Paul Harmon,2017-02-23 14:14 EST,1 user
350095,The 2000th (0-based) enum constant is null,VERIFIED FIXED,None,JDT,Core,3.7,P3 critical,3.7.1,Olivier Thomann,,,,,,,2011-06-22 15:27 EDT by Cliff,2011-09-14 04:33 EDT,6 users
350096,Update the eclipse4 landing page,RESOLVED FIXED,None,Community,Website,unspecified,P3 normal,---,phoenix.ui,,,,,,,2011-06-22 15:37 EDT by Paul Webster,2011-06-30 12:02 EDT,7 users
350097,Remove OSEE_CVG_TESTUNITS from database schema,RESOLVED FIXED,None,OSEE,OSEE Application Framework,0.9.8,P3 normal,0.9.8,John Misinco,,,,,,,2011-06-22 15:52 EDT by John Misinco,2011-06-24 19:26 EDT,1 user
350098,"[hovering] ""Enrich on click"" is not working on Indigo",RESOLVED FIXED,None,Platform,SWT,3.7,P3 normal,3.8 M7,Grant Gayed,,,,,,,2011-06-22 16:11 EDT by Andre Costa,2012-04-12 12:07 EDT,5 users
350099,Ensure Helgrind tests pass with Tycho,RESOLVED FIXED,None,Linux Tools,Valgrind,unspecified,P3 normal,0.8.1,Daniel Henrique Barboza,,,,,,350100,2011-06-22 16:16 EDT by Andrew Overholt,2011-08-08 14:58 EDT,2 users
350100,Backport Helgrind JUnit tests to stable-0.8,RESOLVED FIXED,None,Linux Tools,Valgrind,unspecified,P3 normal,0.8.1,Elliott Baron,,,,,345863 350099,,2011-06-22 16:21 EDT by Andrew Overholt,2011-08-15 16:09 EDT,1 user
350101,SPAM[DELETED],RESOLVED INVALID,None,Community,Articles,unspecified,P3 normal,---,community.articles-inbox,,,,,,,2011-06-22 16:28 EDT by Nobody - feel free to take it,2011-06-23 09:52 EDT,2 users
350102,Update launcher releng scripts to support moving to git,RESOLVED FIXED,None,Equinox,Launcher,3.7,P3 normal,Juno M1,Project Inbox,,,,,,345479,2011-06-22 16:42 EDT by Andrew Niefer,2011-07-11 11:41 EDT,3 users
350103,[Help] Remove extension point luceneSearchParticipants,VERIFIED FIXED,None,Platform,User Assistance,3.7,P3 normal,4.3 M1,John Arthorne,,,,,,340563,2011-06-22 16:58 EDT by Chris Goldthorpe,2012-08-10 05:23 EDT,1 user
350104,[client] Stop using dojox.form.FileUploader,CLOSED DUPLICATE of bug 349931,None,Orion,Client,0.2,P3 normal,---,Project Inbox,,,,,,,2011-06-22 17:17 EDT by Mark Macdonald,2011-08-30 10:22 EDT,1 user
350105,org.eclipse.dltk.core.ModelException after removing PHP support from a project,NEW,None,PDT,Code Assist,unspecified,P3 normal,---,PHP Core,,,,,,,2011-06-22 17:20 EDT by Jacob Weber,2011-06-22 17:20 EDT,0 users
350106,DeleteOnExit creates leak in JVM if OSGi platform is running for a long time,RESOLVED FIXED,None,Equinox,Framework,unspecified,P3 major with 1 vote,Juno M1,Thomas Watson,,http://www.jroller.com/javabean/entry...,,,,,2011-06-22 19:40 EDT by tomhsu,2011-07-25 14:46 EDT,3 users
350107,Exception thrown while Uninstalling Plugin,CLOSED DUPLICATE of bug 348941,None,Equinox,p2,3.7,P3 normal,---,P2 Inbox,,,,,,,2011-06-22 19:48 EDT by Kris,2011-06-23 08:13 EDT,0 users
350108,Project source repositories mention SVN,RESOLVED FIXED,None,Community,Project Management & Portal,unspecified,P3 major,---,Portal Bugzilla Dummy Inbox,,,,,,,2011-06-22 19:59 EDT by Chris Aniszczyk,2011-06-23 00:00 EDT,1 user
350109,config strings with embedded escapes result in uncompilable generated .c,ASSIGNED,None,RTSC,Core,unspecified,P3 normal,---,Dave Russo,,,,,,,2011-06-22 20:50 EDT by Dave Russo,2011-11-24 12:58 EST,1 user
350110,remove REMOTE_SSH_COMMAND from build scripts,RESOLVED FIXED,None,WTP Releng,releng,3.10,P3 normal,---,David Williams,David Williams,,,,,,2011-06-22 22:08 EDT by David Williams,2018-06-29 15:14 EDT,1 user
350111,Export as zip should not have ellipsis,RESOLVED FIXED,None,Orion,Client,unspecified,P3 trivial,0.3 M1,John Arthorne,,,,,,,2011-06-22 22:13 EDT by John Arthorne,2011-07-19 16:22 EDT,0 users
