id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
120014,Axis Bean config page and skeleton config page not shown when going through UI,CLOSED FIXED,None,WTP Webservices,jst.ws,1.0,P2 blocker,1.0 M10,Kathy Chan,,,,,,,2005-12-08 17:07 EST by Kathy Chan,2005-12-12 11:04 EST,2 users
120015,[generics-itds]Better Generic Aspect Concretization,NEW,None,AspectJ,Compiler,unspecified,P3 enhancement,---,aspectj inbox,,,,,,,2005-12-08 17:09 EST by david.pearce,2013-06-24 11:01 EDT,0 users
120016,Edit Chart dialog: Y-series button changes function,RESOLVED FIXED,None,BIRT,Chart,2.0.0,P3 normal,2.0.0 Final,David Michonneau,,,,,,,2005-12-08 17:09 EST by Jared Burns,2005-12-21 01:30 EST,0 users
120017,Redundant classes for managing connection retargetting,RESOLVED FIXED,None,GMF-Runtime,General,1.0,P1 major,---,Steven R. Shaw,,,,api,,,2005-12-08 17:13 EST by Steven R. Shaw,2010-07-19 12:27 EDT,0 users
120018,Web Libraries Container did not detect changes to .component file,CLOSED WORKSFORME,None,WTP Java EE Tools,jst.j2ee,1.0,P3 major,1.0.1 M101,Jason Sholl,,,,,,,2005-12-08 17:13 EST by Kapil Katyal,2006-09-25 11:24 EDT,0 users
120019,Can not remove a report document after viewing it.,CLOSED FIXED,None,BIRT,Report Engine,2.0.0,P3 major,2.0.0 Final,Wei Yan,,,,,,,2005-12-08 17:23 EST by Jun Zhai,2005-12-15 19:23 EST,0 users
120020,multiple Display does not work on Linux,CLOSED WORKSFORME,None,Platform,SWT,3.1,P3 major,---,Bogdan Gheorghe,,,,triaged,,,2005-12-08 17:27 EST by cole harris,2018-08-30 14:45 EDT,10 users
120021,javaCompiler file being left behind after PDE export,RESOLVED INVALID,None,PDE,Build,3.1,P3 normal,3.2 M4,Andrew Niefer,,,,,,,2005-12-08 17:30 EST by John Arthorne,2005-12-12 16:19 EST,2 users
120022,Please update org.eclipse.wst.server.ui.infopop and org.eclipse.jst.server.ui.infopop,CLOSED FIXED,None,Web Tools,documentation,1.0,P3 normal,1.0 M10,Lawrence Mandel,,,,,,,2005-12-08 17:47 EST by Larina Cheung,2017-10-11 17:02 EDT,1 user
120023,TVT3.1.x:TCT244: Should Hebrew characters be added to valid mnemonics?,VERIFIED FIXED,None,Platform,UI,3.1.1,P3 normal,3.2 M5,Karice McIntyre,,244,,,,,2005-12-08 17:59 EST by CDE Administration,2006-02-14 14:55 EST,6 users
120024,Java Model Exception when import an EJB EAR,CLOSED FIXED,None,WTP Java EE Tools,jst.j2ee,1.0.1,P3 critical,1.0.1 M101,John Lanuti,,,,,,,2005-12-08 18:01 EST by Allan Zhang,2007-01-24 14:40 EST,1 user
120025,Extended Item need the ability to access the IReportContext for scripting,CLOSED FIXED,None,BIRT,Report Engine,2.0.0,P3 blocker,2.0.0 Final,Wei Yan,,,,,,,2005-12-08 18:04 EST by David Michonneau,2005-12-23 09:38 EST,0 users
120026,Scripting Editor integration with Extended Items,CLOSED FIXED,None,BIRT,Report Designer,2.0.0,P3 blocker,2.0.0 Final,Wang Qiangsheng,,,,,,,2005-12-08 18:04 EST by David Michonneau,2006-01-24 08:59 EST,0 users
120027,TVT3.1.x:TCT246: Decorator Preview should be LTR,RESOLVED FIXED,None,Platform,CVS,3.1.1,P3 major,3.2 M5,Michael Valenta,,246,,,,,2005-12-08 18:29 EST by CDE Administration,2006-01-04 10:57 EST,6 users
120028,ConcurrentModificationException in DecorationManager when stepping,VERIFIED FIXED,None,Platform,Debug,3.2,P3 normal,3.2 M4,Samantha Chan,,,,,,,2005-12-08 18:31 EST by Samantha Chan,2005-12-15 14:29 EST,1 user
120029,[Memory View] Double click does not activate cell editor in table rendering,RESOLVED DUPLICATE of bug 116722,None,Platform,Debug,3.2,P3 normal,---,Platform-Debug-Inbox,,,,,,,2005-12-08 18:33 EST by Samantha Chan,2005-12-09 10:50 EST,0 users
120030,Chart does not shown using runtask/render task,CLOSED DUPLICATE of bug 119332,None,BIRT,Report Engine,2.0.0,P3 critical,---,Birt-ReportEngine-inbox@eclipse.org,,,,,,,2005-12-08 18:34 EST by Jun Zhai,2005-12-15 19:22 EST,0 users
120031,[Memory View] Need to allow clients to customize labels in SwitchMemoryBlockAction,VERIFIED FIXED,None,Platform,Debug,3.2,P3 enhancement,3.2,Darin Wright,,,,,,,2005-12-08 18:37 EST by Samantha Chan,2007-06-12 12:23 EDT,0 users
120032,Would like tooling to modify the context path of a web project,CLOSED DUPLICATE of bug 117145,None,WTP Java EE Tools,wst.web,1.0,P3 enhancement,1.5 M4,wst.web,,,,,,,2005-12-08 18:58 EST by john rohrlich,2006-09-26 16:04 EDT,0 users
120033,makefiles for ipf and em64t need to be updated for cbe,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 normal,---,Randy D. Smith,,,closed460,,,,2005-12-08 19:00 EST by Kevin P O'Leary,2016-05-05 10:59 EDT,0 users
120034,Java event handlers only work in debugger,RESOLVED INVALID,None,BIRT,Report Engine,2.0.0,P3 normal,2.0.0 M3,Petter Ivmark,,,,,,,2005-12-08 19:03 EST by Don French,2005-12-16 17:40 EST,0 users
120035,No longer possible to create a report project with Java nature,RESOLVED INVALID,None,BIRT,Report Engine,2.0.0,P3 normal,2.0.0 M3,Birt-ReportEngine-inbox@eclipse.org,,,,,,,2005-12-08 19:07 EST by Don French,2005-12-20 00:07 EST,0 users
120036,Preview of XML attributes is not working,RESOLVED FIXED,None,BIRT,Data,2.0.0,P3 normal,2.0.0 Final,Lin Zhu,,,Autoed,,,,2005-12-08 19:40 EST by Barys Dubauski,2009-07-22 23:29 EDT,0 users
120037,"Invalid XML structure in ""New Data Set"" dialog",RESOLVED FIXED,None,BIRT,Data,2.0.0,P3 normal,2.0.0 Final,Lin Zhu,,,,,,,2005-12-08 19:56 EST by Barys Dubauski,2005-12-20 04:45 EST,0 users
120038,Source/Canvas Sash buttons do not work,CLOSED FIXED,None,z_Archived,VE,unspecified,P3 minor,---,Jeff Myers,,,,,120241,,2005-12-08 20:29 EST by Jeff Myers,2011-06-13 11:36 EDT,0 users
120039,New Engine API needs to be included in Javadoc for online help,CLOSED INVALID,None,BIRT,Report Engine,2.0.0,P3 normal,---,Birt-ReportEngine-inbox@eclipse.org,,,,,,,2005-12-08 20:35 EST by Jane Tatchell,2006-02-13 14:53 EST,0 users
120040,"Smoke Test: After clicking on ""OK"" in ""new data set"" dialog, NullPointerException is thrown out.",CLOSED FIXED,None,BIRT,Data,2.0.0,P3 critical,2.0.0 Final,Mingxia Wu,,,,,,,2005-12-08 20:41 EST by Arto Laurila,2005-12-11 23:00 EST,0 users
120041,I shouldn't need a server to build a client,CLOSED FIXED,None,WTP Webservices,jst.ws,0.7.1,P3 normal,---,jst.ws,,,,,,,2005-12-08 20:54 EST by benson margulies,2006-06-29 14:09 EDT,0 users
120042,Report.initialize event fires after onPrepare events,RESOLVED FIXED,None,BIRT,Report Engine,2.0.0,P2 major,2.0.0 Final,Wei Yan,,,,,,,2005-12-08 20:58 EST by Don French,2005-12-27 12:40 EST,1 user
120043,TVT3.1.x:TCT247: Column headers in Known Hosts dialog are not fully visible,RESOLVED WORKSFORME,None,Platform,UI,3.1.1,P3 normal,---,Karice McIntyre,,247,,,,,2005-12-08 21:00 EST by CDE Administration,2006-03-09 13:24 EST,5 users
120044,Error message appears when previewing a chart in html viewer.,CLOSED DUPLICATE of bug 119332,None,BIRT,Report Viewer,2.0.0,P3 major,---,Birt-ReportViewer,,,,,,,2005-12-08 21:04 EST by Arto Laurila,2005-12-11 23:00 EST,0 users
120045,Code generated for font names have alternating null characters,CLOSED FIXED,None,z_Archived,VE,unspecified,P3 normal,---,Jeff Myers,,,,,120051,,2005-12-08 21:04 EST by Jeff Myers,2011-06-13 11:38 EDT,1 user
120046,javax packages not exported from org.apache.axis,CLOSED FIXED,None,WTP Webservices,jst.ws,0.7.1,P3 normal,---,jst.ws,,,,,,,2005-12-08 21:15 EST by benson margulies,2006-06-29 14:09 EDT,0 users
120047,Few issues with the Automated GUI test editor,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 normal,---,amehrega,,,,,,,2005-12-08 21:36 EST by Valentina Popescu,2016-05-05 11:06 EDT,1 user
120048,Fix Drop action on the Database Explorer,CLOSED FIXED,None,z_Archived,WTP Datatools,unspecified,P3 major,---,Der Ping Chou,,,,,,,2005-12-08 21:42 EST by Girija Parmeshwar,2013-02-20 16:05 EST,1 user
120049,Add new chart scripting example,CLOSED FIXED,None,BIRT,Chart,2.0.0,P3 normal,2.0.0 Final,Nina Li,,,,,,,2005-12-08 21:44 EST by Zhiqiang Qian,2005-12-29 21:20 EST,0 users
120050,DataSet extends from library add to Report failed.,RESOLVED FIXED,None,BIRT,Report,2.0.0,P3 major,2.0.0 Final,Rick Lu,,,,,,,2005-12-08 22:12 EST by Yuejie Chen,2005-12-22 03:45 EST,0 users
120051,Some font names on OS X have null (\0) characters between every character,VERIFIED FIXED,None,Platform,SWT,3.2,P3 normal,---,Silenio Quarti,,,,,,120045,2005-12-08 22:27 EST by Jeff Myers,2007-07-29 09:18 EDT,1 user
120052,Create an IResourceDiffTree,VERIFIED FIXED,None,Platform,Team,3.2,P3 normal,3.2 M4,Michael Valenta,,,,,,,2005-12-08 22:28 EST by Michael Valenta,2005-12-13 10:13 EST,0 users
120053,Open a library include other library throw NullPointerException.,RESOLVED FIXED,None,BIRT,Report,2.0.0,P3 normal,2.0.0 Final,Jiaying Liu,,,,,,,2005-12-08 22:31 EST by Yuejie Chen,2005-12-21 03:55 EST,2 users
120054,"""TOC"" doesn't work properly when previewed in viewer.",CLOSED WONTFIX,None,BIRT,Report Engine,2.0.0,P3 major,2.0.0 Final,Wei Yan,,,,,,,2005-12-08 22:42 EST by Arto Laurila,2005-12-29 02:35 EST,0 users
120055,"Server Job Families as ""well known job"" APIs might be useful",CLOSED DUPLICATE of bug 171445,None,WTP ServerTools,wst.server,unspecified,P3 enhancement,---,Tim deBoer,,,,api,,,2005-12-08 22:51 EST by David Williams,2007-04-03 11:51 EDT,1 user
120056,new assert when moving WTP JSP to Eclpse 3.2,RESOLVED DUPLICATE of bug 116304,None,JDT,Text,3.1,P3 normal,---,JDT-Text-Inbox,,,,,,,2005-12-08 23:08 EST by David Williams,2005-12-09 02:48 EST,1 user
120057,"[quick fix] When handling adding multiple exceptions, shouldn't put same Exception twice",RESOLVED WONTFIX,None,JDT,UI,3.1,P3 normal,---,JDT-UI-Inbox,,,,,,,2005-12-08 23:22 EST by Zachary Hartley,2009-08-30 02:18 EDT,0 users
120058,Drillthrough hyperlink doesn't work.,CLOSED FIXED,None,BIRT,Report Engine,2.0.0,P3 normal,2.0.0 Final,Jun Zhai,,,Obsolete,,,,2005-12-08 23:24 EST by Arto Laurila,2010-03-24 05:08 EDT,1 user
120059,There is no response when clicking on the items in TOC of html viewer.,CLOSED FIXED,None,BIRT,Report Viewer,2.0.0,P3 major,2.0.0 Final,Jun Zhai,,,,,,,2005-12-08 23:31 EST by Arto Laurila,2005-12-29 02:36 EST,0 users
120060,Styles defined in a library for an item can't be displayed in a report.,CLOSED FIXED,None,BIRT,Report Engine,2.0.0,P3 normal,---,Wei Yan,,,"Autoed,G",,,,2005-12-09 00:00 EST by Arto Laurila,2010-03-24 22:53 EDT,1 user
120061,data type boolean in dbms can not show in data set,RESOLVED FIXED,None,BIRT,Data,unspecified,P3 normal,2.0.0 Final,Max,,,,,,,2005-12-09 00:05 EST by wisan,2005-12-20 04:47 EST,0 users
120062,Default name of parameter and theme is not displayed as setting in preference.,CLOSED FIXED,None,BIRT,Report Designer,2.0.0,P3 normal,2.0.0 M3,Birt-ReportDesigner,,,,,,,2005-12-09 00:19 EST by Arto Laurila,2006-06-09 00:09 EDT,1 user
120063,allow the resolver to be used independently of Equinox,RESOLVED WORKSFORME,None,Equinox,Framework,unspecified,P3 normal,---,equinox.framework-inbox,,,,,,,2005-12-09 00:30 EST by Jeff McAffer,2009-08-07 15:44 EDT,3 users
120064,The attribute in format chart dialog is mess up,CLOSED FIXED,None,BIRT,Chart,unspecified,P3 major,2.0.0 Final,Yulin Wang,,,,,,,2005-12-09 00:44 EST by shasha hu,2005-12-12 01:47 EST,0 users
120065,"""parameter"" dialog pops up twice when preview a report in html.",CLOSED FIXED,None,BIRT,Report Viewer,2.0.0,P3 normal,---,Jun Zhai,,,,,,,2005-12-09 00:53 EST by Arto Laurila,2005-12-16 01:24 EST,0 users
120066,"Error message ""invalid cascade parameter query"" pops up when cascading parameter value is changed.",CLOSED FIXED,None,BIRT,Report Viewer,2.0.0,P3 normal,---,Jun Zhai,,,,,,,2005-12-09 01:03 EST by Arto Laurila,2005-12-20 01:19 EST,0 users
120067,Refresh problem on report viewer,CLOSED DUPLICATE of bug 119343,None,BIRT,Report Viewer,2.0.0,P3 critical,---,Birt-ReportViewer,,,,,,,2005-12-09 01:22 EST by Sissi Zhu,2005-12-09 02:21 EST,0 users
120068,TOC Item Expression is added automatically when adding the group key,CLOSED FIXED,None,BIRT,Report Designer,unspecified,P3 normal,2.0.0 Final,Wang Qiangsheng,,,,,,,2005-12-09 01:34 EST by shasha hu,2005-12-12 21:06 EST,0 users
120069,Error Characters displayed in the preview result of reviewer in chinese locale,CLOSED FIXED,None,BIRT,Report Engine,2.0.0,P3 normal,2.0.0 Final,Wei Yan,,,,,,,2005-12-09 01:46 EST by Sissi Zhu,2005-12-27 22:16 EST,0 users
120070,Enhance the list of votes,CLOSED FIXED,None,Community,EclipseCon,unspecified,P1 enhancement,---,Eduardo A. Romero,,,,,,,2005-12-09 02:07 EST by Gunnar Wagenknecht,2006-01-25 16:46 EST,0 users
120071,Spec of Expression builder-Javascript is too old,CLOSED FIXED,None,BIRT,Report Engine,2.0.0,P3 major,2.0.0 Final,Gary Xue,,,,,,,2005-12-09 02:32 EST by ysun,2005-12-26 01:47 EST,0 users
120072,"Support  intellisense for ""this"" object in script editor & expression builder.",RESOLVED FIXED,None,BIRT,Report Designer,unspecified,P3 enhancement,2.0.0 Final,Wang Qiangsheng,,,,,,122279,2005-12-09 02:36 EST by Wenbin He,2005-12-20 04:01 EST,0 users
120073,"DE to support  ""this."" intellisense in script editor & expression builder",RESOLVED FIXED,None,BIRT,Report,unspecified,P2 blocker,2.0.0 Final,Jiaying Liu,,,,,,,2005-12-09 02:50 EST by Wenbin He,2005-12-21 03:35 EST,0 users
120074,[Graphics] Fast view target looks like fast view icon,VERIFIED FIXED,None,Platform,UI,3.2,P3 normal,3.2 M4,Eric Moffatt,,,,,,109661,2005-12-09 03:41 EST by Dani Megert,2005-12-14 14:01 EST,2 users
120075,Can not get meta data from extract data task.,CLOSED INVALID,None,BIRT,Report Engine,2.0.0,P3 critical,---,Birt-ReportEngine-inbox@eclipse.org,,,,,,,2005-12-09 03:54 EST by Jun Zhai,2005-12-15 19:22 EST,0 users
120076,Html id is expected instead of iid.,CLOSED FIXED,None,BIRT,Report Engine,2.0.0,P3 critical,2.0.0 Final,Baoliang Liu,,,,,,,2005-12-09 04:00 EST by Jun Zhai,2005-12-15 19:22 EST,0 users
120077,Faulty behavior when using the ConnectionDragCreationTool to create connections,RESOLVED FIXED,None,GEF,GEF-Legacy GEF,3.2,P3 normal,3.2.0 (Callisto) M4,gef-inbox,,,,,,,2005-12-09 04:14 EST by Michael Moser,2005-12-12 10:57 EST,0 users
120078,[clean up][infrastructure] rename Convert*LoopProposal as Convert*LoopOperation and move to corext,RESOLVED FIXED,None,JDT,UI,3.2,P3 normal,---,Benno Baumgartner,,,,,,,2005-12-09 04:15 EST by Benno Baumgartner,2005-12-09 04:16 EST,0 users
120079,[api] need solution for BindingKey#internalToSignature(),VERIFIED FIXED,None,JDT,Core,3.2,P3 normal,3.2 M5,Jerome Lanneluc,,,,,,,2005-12-09 04:18 EST by Martin Aeschlimann,2006-02-14 07:30 EST,2 users
120080,[servlets] Error message in Servlet wizard,CLOSED INVALID,None,WTP Java EE Tools,jst.servlet,0.7,P3 normal,1.5 M6,John Lanuti,,,,,,,2005-12-09 04:35 EST by Bernd Kohlstedt,2006-11-28 15:58 EST,0 users
120081,[clean up][infrastructure] Pass a CompilationUnitRewrite to IFixOperation#rewriteAST,RESOLVED FIXED,None,JDT,UI,3.2,P3 normal,---,Benno Baumgartner,,,,,,,2005-12-09 04:36 EST by Benno Baumgartner,2005-12-09 04:48 EST,0 users
120082,Signature is missing capture,VERIFIED FIXED,None,JDT,Core,3.2,P3 normal,3.5 M1,Jerome Lanneluc,,,,,,,2005-12-09 04:39 EST by Martin Aeschlimann,2008-08-06 13:44 EDT,1 user
120083,Reports design capabilities for end-users (not developers),NEW,None,BIRT,Report Engine,unspecified,P3 enhancement,Future,Wenfeng Li,,,,,,,2005-12-09 04:52 EST by nicolas.goloubenko,2006-12-25 01:14 EST,0 users
120084,Enable warning for deactivated rename type participants,RESOLVED INVALID,None,JDT,UI,3.2,P3 normal,3.2 M5,Markus Keller,,,,,,,2005-12-09 04:58 EST by Markus Keller,2006-02-09 11:44 EST,0 users
120085,"New ""update similar declarations"" feature of Rename Type requires participant changes",RESOLVED INVALID,None,PDE,UI,3.2,P3 normal,---,PDE-UI-Inbox,,,,,,,2005-12-09 05:05 EST by Philip Mayer,2005-12-09 08:05 EST,1 user
120086,[dnd] Moving packages by dragging,RESOLVED WONTFIX,None,JDT,UI,3.1.1,P3 enhancement,---,JDT-UI-Inbox,,,,,,,2005-12-09 05:21 EST by jaolho,2009-10-05 14:09 EDT,1 user
120087,[CheatSheet] Cheat sheet action set should not be defined in sdk plugin,RESOLVED FIXED,None,Platform,User Assistance,3.1,P3 major,3.3 M5,Curtis d'Entremont,,,,,,180594,2005-12-09 05:21 EST by Tobias Schwarz,2007-04-23 14:38 EDT,9 users
120088,[1.5][compiler] Incomparable types - object.getClass() == Some.class,VERIFIED FIXED,None,JDT,Core,3.1.1,P3 normal,3.4 M3,Philipe Mulet,,,,,,,"2005-12-09 05:27 EST by KOVCS, Istv¨¢n",2007-10-29 06:18 EDT,1 user
120089,[rulers] Visual lag of line number ruler when scrolling,RESOLVED FIXED,None,JDT,Text,3.2,P3 normal,3.2 M4,Tom Hofmann,,,,,,,2005-12-09 05:33 EST by Tobias Widmer,2005-12-09 12:32 EST,2 users
120090,head and footer master page not correct,RESOLVED INVALID,None,BIRT,Report,unspecified,P3 normal,---,Birt-Report-inbox@eclipse.org,,,,,,,2005-12-09 05:46 EST by wisan,2005-12-20 01:45 EST,0 users
120091,Review isMissing calls through the codebase.,RESOLVED FIXED,None,AspectJ,Compiler,DEVELOPMENT,P3 normal,1.5.1,aspectj inbox,,,,,,,2005-12-09 05:53 EST by Andrew Clement,2006-10-02 06:37 EDT,0 users
120092,[search] Java like extensions functionality causes performance issue for search engine,VERIFIED FIXED,None,JDT,Core,3.2,P3 normal,3.2 M4,Frederic Fusier,,,,performance,,,2005-12-09 06:50 EST by Frederic Fusier,2005-12-13 12:31 EST,1 user
120093,"Report Worked Milestone2, doesn't work Milestone 3",RESOLVED FIXED,None,BIRT,Report Engine,2.0.0,P3 minor,2.0.0 M3,Wei Yan,,,,,,,2005-12-09 07:31 EST by Jett Hanna,2005-12-14 02:17 EST,1 user
120094,eRCP request for update.configurator to recognize extensions other than .jar,RESOLVED WONTFIX,None,Platform,Update,3.2,P3 normal,---,Platform-Update-Inbox,,,,,,,2005-12-09 07:32 EST by Phil Loats,2009-06-18 17:08 EDT,0 users
120095,"If link with editor is enabled, editors might start flickering",RESOLVED WORKSFORME,None,Platform,UI,3.1,P3 minor,---,Platform-UI-Inbox,,,,,,,2005-12-09 08:18 EST by Anton Leherbauer,2005-12-09 09:01 EST,0 users
120096,[console] Context menu of read-only IOConsoles contains cut and paste items,RESOLVED WONTFIX,None,Platform,Debug,3.2,P3 normal,---,Platform-Debug-Inbox,,,,,,,2005-12-09 08:24 EST by Stephan Wahlbrink,2009-08-30 02:17 EDT,0 users
120097,Build in Progress continues even though Build has ended,RESOLVED WORKSFORME,None,CDT,cdt-core,3.0.1,P3 minor,---,Project Inbox,,,,,,,2005-12-09 08:48 EST by Paul Van Bellinghen,2010-03-14 22:45 EDT,0 users
120098,Typo in wst.xml.core annotationFiles.exsd: declares plublicId attribute,CLOSED FIXED,None,WTP Source Editing,wst.xml,1.0,P2 major,1.0 M10,Amy Wu,,,,,,,2005-12-09 08:57 EST by Larry Isaacs,2006-06-20 15:12 EDT,2 users
120099,Build Continues though Makefile build has ended,RESOLVED DUPLICATE of bug 278257,None,CDT,cdt-build,1.0,P3 minor,---,cdt-build-inbox@eclipse.org,,,,,,,2005-12-09 09:08 EST by Paul Van Bellinghen,2009-06-09 12:33 EDT,0 users
120100,[History View] Provide IDE#openEditor(IStorage),RESOLVED WONTFIX,None,Platform,Team,3.2,P3 normal,3.3 M4,Michael Valenta,,,,,,,2005-12-09 09:10 EST by Bogdan Gheorghe,2006-12-04 15:30 EST,0 users
120101,[WorkingSets][Graphics] Aggregates should have an icon,VERIFIED FIXED,None,Platform,UI,3.2,P3 normal,3.2 M4,Kim Horne,,,,,,,2005-12-09 09:30 EST by Kim Horne,2005-12-13 11:37 EST,1 user
120102,Splitting jdt.core in two parts,RESOLVED WONTFIX,None,JDT,Core,3.2,P3 enhancement,---,JDT-Core-Inbox,,,,,,,2005-12-09 09:34 EST by Pascal Rapicault,2009-08-30 02:36 EDT,2 users
120103,[Metadata] New UI plug-ins should be version 1.0,RESOLVED WONTFIX,None,Platform,UI,3.2,P3 normal,---,Douglas Pollock,,,,,,,2005-12-09 10:05 EST by Pascal Rapicault,2006-04-19 12:02 EDT,8 users
120104,[RCP] pay attention to JVM-parameters from product configuration,RESOLVED WORKSFORME,None,PDE,Build,3.2,P3 enhancement with 1 vote,3.2 RC3,Andrew Niefer,,,,needinfo,164762 174232,,2005-12-09 10:08 EST by Yves Harms,2009-05-13 18:35 EDT,1 user
120105,Exception thrown when clearing out the EAR project name,CLOSED FIXED,None,WTP Java EE Tools,jst.j2ee,1.0,P3 major,1.0.1 M101,Neeraj Agrawal,,,,,,,2005-12-09 10:09 EST by Vijay Bhadriraju,2006-06-15 11:47 EDT,1 user
120106,[ServiceProviders] Improve performance of AbstractProviderConfiguration,NEW,None,GMF-Runtime,General,1.0,P3 normal,2.1,Anthony Hunter,,,,performance,,,2005-12-09 10:11 EST by Keith W. Campbell,2010-07-19 21:57 EDT,0 users
120107,Tables are not seen after creation of data set.,RESOLVED INVALID,None,BIRT,Data Access,1.0.0,P3 normal,2.0.0 Final,Max,,,,,,,2005-12-09 10:11 EST by jagdish,2005-12-22 05:03 EST,1 user
120108,[ast rewrite] need a way to create Javadoc fragments on separate lines,NEW,None,JDT,Core,3.1,P3 enhancement,---,David Audel,,,,,93644,,2005-12-09 10:13 EST by Gleb Sturov,2008-07-04 08:47 EDT,0 users
120109,Unable to download Geronimo server,CLOSED FIXED,None,WTP ServerTools,jst.server,1.0,P2 blocker,1.0 M10,Tim deBoer,,,,,,,2005-12-09 10:24 EST by Sachin Patel,2007-07-29 09:18 EDT,1 user
120110,write an example for the activity extension,RESOLVED FIXED,None,BPEL,Examples,unspecified,P3 enhancement,---,Rodrigo Peretti,,,,,,,2005-12-09 10:25 EST by Rodrigo Peretti,2012-04-18 11:57 EDT,1 user
120111,Link truncated on MacOS when right justified,RESOLVED DUPLICATE of bug 94691,None,Platform,SWT,3.1.1,P3 normal,---,Silenio Quarti,,,,,,,2005-12-09 10:28 EST by Sachin Patel,2007-07-29 09:18 EDT,2 users
120112,IConnection.setAppContext should be called even if connection is already open,CLOSED FIXED,None,Data Tools,Open Data Access,unspecified,P3 normal,0.7,Linda Chan,,,,,,,2005-12-09 10:36 EST by Mike Fox,2006-03-22 18:49 EST,1 user
120113,Execution Flow Diagram is enabled when it's not suppose to be,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 normal,---,James Zhou,,,,,,,2005-12-09 10:41 EST by Navid Mehregani,2016-05-05 11:09 EDT,0 users
