id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
500028,Blank line in packages cause error with unknown prototcol,NEW,None,CDT,cdt-arduino,9.0.1,P3 normal,---,Project Inbox,Doug Schaefer,,,,,,2016-08-20 16:10 EDT by trampas,2016-08-20 16:10 EDT,1 user
500029,Add security framework to gate certain script engine actions,CLOSED FIXED,None,Ease,Core,0.3.0,P3 major,0.4.0,Project Inbox,,,,,,,2016-08-20 16:43 EDT by Christian Pontesegger,2016-11-24 06:03 EST,0 users
500030,high power consumption,CLOSED INVALID,None,Platform,IDE,4.6,P3 enhancement,---,Platform-UI-Inbox,,,,,,,2016-08-20 17:02 EDT by Sergei Kryvonos,2016-08-21 05:31 EDT,0 users
500031,"EMF Downloads website has very outdated ""bleeding edge""",CLOSED FIXED,None,EMF,Website,unspecified,P3 normal,---,Nick Boldt,,,,,,,2016-08-20 18:23 EDT by Jonah Graham,2018-01-22 12:04 EST,0 users
500032,java.lang.ArrayIndexOutOfBoundsException: 1,VERIFIED WORKSFORME,None,JDT,Core,4.6,P3 normal,4.7 M6,JDT-Core-Inbox,Stephan Herrmann,,,needinfo,,,2016-08-20 21:38 EDT by Gan Ming,2017-03-08 05:46 EST,2 users
500033,"selection does not allow subquery, ClassCastException",NEW,None,EclipseLink,JPA,2.6.3,P3 blocker with 2 votes,Future,Project Inbox,,,,,,,2016-08-20 23:29 EDT by Dave Tiger,2019-02-27 08:36 EST,3 users
500034,Unhandled event loop exception,CLOSED DUPLICATE of bug 466929,None,Platform,SWT,4.6,P3 normal,---,Platform-SWT-Inbox,,,,,,,2016-08-21 02:55 EDT by masoud mahdavi,2016-08-22 01:35 EDT,1 user
500035,ProceedingJoinPoint changes order of input parameters,RESOLVED FIXED,None,AspectJ,Compiler,1.8.9,P3 major,1.8.10,aspectj inbox,,,,,,,2016-08-21 04:10 EDT by Sergey Kadaner,2016-11-17 19:45 EST,1 user
500036,Add some cucumber dependency,NEW,None,Orbit,bundles,unspecified,P3 normal,---,Orbit Bundles,,,,,,,2016-08-21 10:57 EDT by Charlie Mordant,2016-08-21 10:57 EDT,0 users
500037,Use project relative path in System XMl,NEW,None,4DIAC,4DIAC-IDE,unspecified,P3 normal,---,Project Inbox,,,,,,,2016-08-21 14:06 EDT by Alois Zoitl,2018-01-19 03:13 EST,1 user
500038,"Add Eclipse ICE, EAVP and January to the Oomph provisioning list?",NEW,None,Oomph,Project Configuration,unspecified,P3 enhancement,---,Ed Merks,,,,,,,2016-08-21 14:36 EDT by Jay Billings,2016-11-07 10:00 EST,2 users
500039,Line numbers not showing in debug view,RESOLVED WORKSFORME,None,Platform,Debug,4.6,P3 normal,---,Platform-Debug-Inbox,,,,,,,2016-08-22 03:05 EDT by Jean-Pierre froud,2019-09-18 23:01 EDT,1 user
500040,Any failed attempt to SSH into recommenders.eclipse.org results in blocked IP address,CLOSED WORKSFORME,None,Community,Servers,unspecified,P3 normal,---,Eclipse Webmaster,,,stalebug,,,,2016-08-22 03:25 EDT by Johannes Dorn,2018-08-14 06:18 EDT,2 users
500041,Enable travis CI service for eclipse/kura,RESOLVED FIXED,None,Community,GitHub,unspecified,P3 enhancement,---,Eclipse Webmaster,,,,,,,2016-08-22 03:28 EDT by Jens Reimann,2016-08-22 10:18 EDT,2 users
500042,Edge label attachment feedback is incorrect when zoom is different than 100%,NEW,None,Sirius,Diagram,4.0.0,P3 normal,---,Project Inbox,,,,triaged,,,2016-08-22 03:33 EDT by Laurent Fasani,2016-09-19 08:57 EDT,1 user
500043,code style detection,RESOLVED WONTFIX,None,Platform,IDE,4.7,P3 enhancement,---,Platform-UI-Inbox,,,,"helpwanted, needinfo",,,2016-08-22 03:39 EDT by Sergei Kryvonos,2016-08-25 04:26 EDT,5 users
500044,repo.eclipse.org seems to be down,RESOLVED FIXED,None,Community,Nexus,unspecified,P3 blocker,---,Eclipse Webmaster,,,,,,500047,2016-08-22 04:01 EDT by Sravan Kumar Lakkimsetti,2016-08-22 11:16 EDT,7 users
500045,"Make ""save automatically before build"" option on by default.",CLOSED WONTFIX,None,Platform,IDE,4.7,P3 normal,---,Platform-UI-Inbox,,,,needinfo,,,2016-08-22 04:16 EDT by Sergei Kryvonos,2016-08-23 15:28 EDT,3 users
500046,[Control mode] Deadlock possibility at startup,CLOSED FIXED,None,Papyrus,Core,2.0.1,P1 critical,3.0.0,Christian Damus,,,,,,,2016-08-22 04:19 EDT by Ansgar Radermacher,2017-05-10 04:20 EDT,2 users
500047,https://hudson.eclipse.org/platform/ hangs,RESOLVED FIXED,None,Community,CI-Jenkins,unspecified,P3 blocker,---,CI Admin Inbox,,,,,500044,,2016-08-22 04:42 EDT by Andrey Loskutov,2016-08-22 10:23 EDT,2 users
500048,Add suport for ASN.1 named numbers and named bits,NEW,None,Titan,Core,5.5.0,P3 normal,---,Project Inbox,,,,,,,2016-08-22 05:10 EDT by Gyorgy Rethy,2016-08-22 05:10 EDT,0 users
500049,Ability to export/import from the run configuration dialog,ASSIGNED,None,Platform,Debug,4.6,P3 enhancement,---,Platform-Debug-Inbox,,,,,,,2016-08-22 05:35 EDT by Mickael Istria,2016-08-23 05:48 EDT,1 user
500050,Duplicate source files in multi project,CLOSED INVALID,None,Buildship,General,1.0.15,P3 major,---,Project Inbox,,,,,,,2016-08-22 05:39 EDT by Oliver Welter,2016-08-22 06:24 EDT,1 user
500051,Add option to import/export preferences from Preference Dialog,RESOLVED FIXED,None,Platform,UI,4.6,P3 enhancement,4.8 M4,Lucas Bullen,,,,"noteworthy, usability",,500127 537867,2016-08-22 05:40 EDT by Mickael Istria,2018-08-13 10:27 EDT,4 users
500052,Clear Log remains enabled after clear log view,VERIFIED FIXED,None,PDE,UI,4.7,P3 normal,4.7 M2,Vikas Chandra,,,,,,,2016-08-22 06:01 EDT by Vikas Chandra,2016-09-13 06:08 EDT,0 users
500053,Connections disappear after reopening the model,CLOSED DUPLICATE of bug 500025,None,BPMN2Modeler,UI,1.3.0,P3 normal,future,Robert Brodt,,,,,,,2016-08-22 06:36 EDT by Simon Grossmann,2016-08-22 09:03 EDT,0 users
500054,JavaModelException below CompletionContextFunctions$InternalCompletionContextFunction.compute (thrown in JavaElement.newJavaModelException),RESOLVED FIXED,None,z_Archived,Recommenders,unspecified,P3 normal,---,Andreas Sewe,,,Fixed in Code Recommenders v2.4.3. Pl...,,,,2016-08-22 07:18 EDT by EPP Error Reports,2019-07-24 14:35 EDT,1 user
500055,Wrong Tree Node selection if scroll bar appears,NEW,None,Jubula,Core,unspecified,P3 normal,---,Project Inbox,Elena Pister,,stalebug,,,,2016-08-22 07:36 EDT by Miklos Hartmann,2018-08-13 12:49 EDT,0 users
500056,Setup patch build for BETA_JAVA9 branch on 4.6 release,RESOLVED INVALID,None,Platform,Releng,4.7,P3 normal,---,Platform-Releng-Inbox,,,,,,,2016-08-22 07:41 EDT by Sravan Kumar Lakkimsetti,2017-01-23 03:50 EST,0 users
500057,Run tests with Java 8 JVM,CLOSED FIXED,None,JGit,JGit,unspecified,P3 enhancement,4.6,Project Inbox,,,,,500058,500059,2016-08-22 08:40 EDT by Andrey Loskutov,2016-09-20 18:56 EDT,1 user
500058,Test failures on Java 8,RESOLVED FIXED,None,JGit,JGit,unspecified,P3 normal,4.5,Andrey Loskutov,,,,,,500057 500059,2016-08-22 08:42 EDT by Andrey Loskutov,2018-03-24 15:39 EDT,0 users
500059,Change JGit minimum execution environment to JavaSE-1.8,RESOLVED FIXED,None,JGit,JGit,unspecified,P3 enhancement,4.6,Project Inbox,,,,,500057 500058,,2016-08-22 08:52 EDT by Andrey Loskutov,2016-09-20 18:54 EDT,3 users
500060,MAT 1.6 OQL yields blank columns during query,RESOLVED FIXED,None,MAT,GUI,unspecified,P3 normal,---,Andrew Johnson,,,,,,,2016-08-22 08:58 EDT by Richard Olson,2016-08-24 07:00 EDT,0 users
500061,Compare editor does not link with Project Explorer,RESOLVED FIXED,None,Platform,Compare,4.6,P3 normal,4.11 M3,Rolf Theunissen,,,,,,,2016-08-22 09:12 EDT by Lars Vogel,2019-04-23 11:46 EDT,3 users
500062,optimize code generated for select statements,CLOSED FIXED,None,Titan,Core,5.5.0,P3 enhancement,---,Project Inbox,,,,,,,2016-08-22 09:16 EDT by Kristof Szabados,2016-09-19 08:58 EDT,1 user
500063,Verify host name option cannot be saved in connection properties,CLOSED INVALID,None,RAP,Other,unspecified,P3 normal,---,Project Inbox,,,,,,,2016-08-22 09:17 EDT by Marina Gorshkova,2016-08-29 05:24 EDT,0 users
500064,"C/C++ Remote Application configuration: ""Verify host name"" cannot be saved",CLOSED INVALID,None,RAP,Other,unspecified,P3 normal,---,Project Inbox,,,,,,,2016-08-22 09:25 EDT by Marina Gorshkova,2016-08-29 05:39 EDT,1 user
500065,"[CSS] [Performances] Extremely slow, when using large stylesheets in large diagrams.",ASSIGNED,None,Papyrus,Diagram,unspecified,P3 major,---,Camille Letavernier,,,Confirmed,,,,2016-08-22 09:26 EDT by Antonio Campesino,2019-03-08 03:31 EST,8 users
500066,Debug traces can be in the wrong order,RESOLVED FIXED,None,CDT,cdt-debug-dsf-gdb,9.0.0,P3 normal,9.2.0,Marc Khouzam,Marc Khouzam,,,,,,2016-08-22 09:50 EDT by Marc Khouzam,2016-08-31 09:32 EDT,2 users
500067,[proposal]locationtech.technology.rasterprocessingengine,RESOLVED FIXED,None,Community,Proposals and Reviews,unspecified,P3 normal,---,Eclipse Management Organization,,https://www.locationtech.org/proposal...,,,500069,,2016-08-22 10:00 EDT by Stephanie Swart,2016-09-20 14:50 EDT,5 users
500068,Request permission to use Github issues for the Eclipse January project,RESOLVED FIXED,None,Community,GitHub,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2016-08-22 10:01 EDT by Jonah Graham,2016-08-24 13:48 EDT,2 users
500069,[trademark] Trademark approval required for Raster Processing Engine,RESOLVED FIXED,None,Community,Proposals and Reviews,unspecified,P3 normal,---,Eclipse Management Organization,,,,,,500067,2016-08-22 10:10 EDT by Stephanie Swart,2016-08-23 14:47 EDT,0 users
500070,Toolchain Editor current builder contains builder ID instead of name,NEW,None,CDT,cdt-build,8.6.0,P3 normal,---,cdt-build-inbox@eclipse.org,Andrew Gvozdev,,,,,,2016-08-22 10:21 EDT by Marina Gorshkova,2016-08-22 10:23 EDT,1 user
500071,the function blocks within the wagokbus folder have to be deleted,CLOSED FIXED,None,4DIAC,4DIAC-LIB,unspecified,P3 normal,1.8,Project Inbox,,,,,,,2016-08-22 10:36 EDT by Monika Wenger,2016-08-22 10:48 EDT,0 users
500074,[proposal]technology.sim@openpass,REOPENED,None,Community,Proposals and Reviews,unspecified,P3 normal,---,Eclipse Management Organization,,https://projects.eclipse.org/proposal...,,,500076,,2016-08-22 10:44 EDT by Stephanie Swart,2019-02-04 10:18 EST,5 users
500076,[trademark] Trademark approval required for sim@openPASS,RESOLVED FIXED,None,Community,Proposals and Reviews,unspecified,P3 normal,---,Eclipse Management Organization,,,,,,500074,2016-08-22 10:47 EDT by Stephanie Swart,2016-08-23 14:49 EDT,0 users
500077,EditingDomainServices fails to retrieve the adapter factory for some elements,CLOSED FIXED,None,Sirius,Core,unspecified,P3 normal,4.0.1,Project inbox,Julien Dupont,,,triaged,495129,,2016-08-22 11:05 EDT by Pierre-Charles David,2016-11-04 10:15 EDT,4 users
500078,Help files for Wago not updated,CLOSED FIXED,None,4DIAC,Web Page,unspecified,P3 major,1.8.1,Project Inbox,,,,,,,2016-08-22 11:07 EDT by Milan Vathoopan,2016-09-29 08:39 EDT,2 users
500079,HttpClientConnection leaks temporary files allocated by TemporaryBuffer.LocalFile,RESOLVED FIXED,None,JGit,JGit,4.0.1,P3 normal,4.5,Project Inbox,,,,,,,2016-08-22 11:15 EDT by Matthias Sohn,2016-08-26 03:29 EDT,0 users
500080,Build configs use Qt installs even after they're deleted.,RESOLVED FIXED,None,CDT,cdt-qt,9.0.0,P3 normal,9.1.0,Doug Schaefer,Doug Schaefer,,,,,,2016-08-22 11:39 EDT by Doug Schaefer,2016-08-22 16:17 EDT,0 users
500081,Github ip-verification requires -s for committer,RESOLVED FIXED,None,Community,GitHub,unspecified,P3 normal,---,Eclipse Webmaster,,,stalebug,,,,2016-08-22 11:59 EDT by Jesse McConnell,2018-12-03 12:31 EST,1 user
500082,Support Interaction and Sequence diagram for textual to UML transformation,CLOSED FIXED,None,Papyrus-rt,textual,0.7.2,P3 normal,---,Project Inbox,,,,,,,2016-08-22 12:16 EDT by Young-Soo Roh,2017-01-31 16:42 EST,1 user
500083,[1.9][compiler] Bad error message/constant for non-final field as Try-resource,RESOLVED FIXED,None,JDT,Core,4.7,P3 minor,BETA J9,Manoj Palat,,,,,488659,,2016-08-22 13:07 EDT by Markus Keller,2016-08-31 23:00 EDT,1 user
500084,Create new che-dockerfiles for che project.,RESOLVED FIXED,None,Community,GitHub,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2016-08-22 13:17 EDT by James Drummond,2016-08-23 11:22 EDT,4 users
500085,Error running eslint on this file,RESOLVED FIXED,None,Orion,JS Tools,12.0,P3 normal,13.0,Olivier Thomann,,,,,,,2016-08-22 14:09 EDT by Olivier Thomann,2016-08-23 09:36 EDT,2 users
500086,Deprecate Composite.changed,RESOLVED FIXED,None,Platform,SWT,4.7,P3 normal,4.7 M3,Stefan Xenos,,,,noteworthy,,,2016-08-22 14:45 EDT by Stefan Xenos,2017-03-21 11:49 EDT,5 users
500087,[release] tools.cdt 9.1.0,RESOLVED FIXED,None,Community,Proposals and Reviews,unspecified,P3 normal,---,Eclipse Management Organization,,https://projects.eclipse.org/projects...,,,,,2016-08-22 15:04 EDT by Stephanie Swart,2017-06-12 13:08 EDT,2 users
500088,[release] tools.oomph 1.5.0,RESOLVED FIXED,None,Community,Proposals and Reviews,unspecified,P3 normal,---,Eclipse Management Organization,,https://projects.eclipse.org/projects...,,,,,2016-08-22 15:14 EDT by Stephanie Swart,2017-06-12 13:10 EDT,1 user
500089,[Pivot] Incompatible API change in OCL 6.1.1,RESOLVED WONTFIX,None,OCL,Core,6.1.1,P3 normal,---,OCL Inbox,,,,,,,2016-08-22 15:36 EDT by Christian Damus,2016-09-06 13:17 EDT,1 user
500090,Use AdpaterConnection for adapter connections and not DataConnection,CLOSED FIXED,None,4DIAC,4DIAC-IDE,1.9.0,P3 normal,1.9.0 M1,Project Inbox,,,,,,490691,2016-08-22 16:16 EDT by Alois Zoitl,2018-01-14 13:03 EST,0 users
500091,Scripted Data Set gives wrong results,NEW,None,BIRT,Data,4.6.0,P3 normal,---,Birt-Data-inbox@eclipse.org,,,,,,,2016-08-22 16:16 EDT by Tomas E. Farken,2016-08-22 16:16 EDT,0 users
500092,[formatter] Blank lines at beginning of method body doesn't work in constructors,VERIFIED FIXED,None,JDT,Core,4.5,P3 normal,4.7 M2,Mateusz Matela,,,,,,,2016-08-22 16:49 EDT by Mateusz Matela,2018-02-11 15:59 EST,2 users
500093,[formatter] AssertionError with 'Next line on wrap' for array initializers,VERIFIED FIXED,None,JDT,Core,4.5,P3 normal,4.7 M2,Mateusz Matela,,,,,,,2016-08-22 16:54 EDT by Mateusz Matela,2016-09-13 04:05 EDT,0 users
500094,Provide ability to configure command line arguments to Gradle,CLOSED WONTFIX,None,Buildship,General,unspecified,P3 enhancement,---,Project Inbox,,,,,,,2016-08-22 17:39 EDT by James Kojo,2016-08-26 11:06 EDT,1 user
500095,[newindex] Fix test failures due to ClassCastExceptions in TypeResolveTests,RESOLVED FIXED,None,JDT,Core,4.6,P3 normal,4.7 M3,Stefan Xenos,,,,,,481796,2016-08-22 20:31 EDT by Stefan Xenos,2016-10-04 13:34 EDT,1 user
500096,[formatter] Indent declarations within enum declaration doesn't affect enum constants,VERIFIED FIXED,None,JDT,Core,4.5.2,P3 normal,4.7 M2,Mateusz Matela,,,,,,,2016-08-22 22:07 EDT by Mateusz Matela,2016-09-13 00:13 EDT,1 user
500097,APIBaselineFromTargetTask doesn't work until restart,RESOLVED INVALID,None,Oomph,Setup,1.4.0,P3 normal,---,Project Inbox,,,,,,,2016-08-23 00:54 EDT by Marc-Andr¨¦ Laperle,2019-07-17 04:03 EDT,2 users
500098,Font is not correctly applied via new GC(Drawable),RESOLVED FIXED,None,Nebula,RichText,1.0.0,P3 normal,1.1.0,Dirk Fauth,,,,,,,2016-08-23 01:33 EDT by Volker Bier,2016-08-24 04:29 EDT,2 users
500099,FTP-Passwords with german special chars don't work after reconnect,NEW,None,Target Management,RSE,3.5,P3 normal,---,dsdp.tm.rse-inbox,David Dykstal,,,,,,2016-08-23 02:24 EDT by Alexander Behling,2016-08-23 08:55 EDT,2 users
500100,Table per class subclass embeddable relation targets wrong table,NEW,None,EclipseLink,JPA,2.6.2,P3 normal with 1 vote,Future,Project Inbox,,,,,,,2016-08-23 02:43 EDT by Christian Beikov,2016-08-23 02:43 EDT,0 users
500101,On Pull origin/HEAD and origin/master are removed,RESOLVED FIXED,None,EGit,Core,4.4,P3 normal,---,Project Inbox,,,,,,,2016-08-23 03:00 EDT by Benjamin Brandl,2016-10-01 09:47 EDT,1 user
500102,"""ECA"" icon has tooltip for ""CLA"" and links to CLA wiki page",CLOSED FIXED,None,Community,Bugzilla,unspecified,P3 minor,---,Eclipse Webmaster,,,,,,502291,2016-08-23 03:10 EDT by Andreas Sewe,2017-04-12 08:09 EDT,0 users
500103,TVT46:TCT22:CHS:English strings found in Preference->Server panel,RESOLVED FIXED,None,WTP ServerTools,wst.server,3.8,P3 normal,3.9.2,Elson Yuen,Elson Yuen,,PMC_Approved,,,,2016-08-23 03:18 EDT by Celine Luo,2017-10-11 16:46 EDT,12 users
500104,"Generic methods, interfaces and inheritance => Error",NEW,None,Xtend,Core,2.9.1,P3 normal with 1 vote,---,Project Inbox,,,,,,,2016-08-23 03:22 EDT by Kirsten M. Z.,2017-07-26 06:09 EDT,2 users
500105,Style customization: improve selection of the style to customize,CLOSED FIXED,None,Sirius,Diagram,2.0.4,P3 major,4.0.1,Pierre-Charles David,Julien Dupont,,,triaged,465952,,2016-08-23 03:26 EDT by Pierre-Charles David,2016-11-04 10:15 EDT,5 users
500106,"Node_modules folder, even when in .gitignore, causes major performance degradation",RESOLVED FIXED,None,EGit,Core,4.4,P3 major with 2 votes,5.0,Project Inbox,,,,,,,2016-08-23 03:28 EDT by Mihai Postelnicu,2018-05-14 03:24 EDT,7 users
500107,"stack-crawl-a64.c doesn't handle the ldp instruction rightly, the bit 23 could be not set.",RESOLVED FIXED,None,TCF,Agent,1.5,P3 normal,1.5,Project Inbox,Eugene Tarassov,,,,,,2016-08-23 03:46 EDT by Lihua Zhao,2017-05-19 05:30 EDT,0 users
500108,record and record of type compatibility became deprecated in the standard.,CLOSED FIXED,None,Titan,Core,5.5.0,P3 normal,---,Project Inbox,,,,,,,2016-08-23 04:05 EDT by Kristof Szabados,2016-10-27 04:09 EDT,1 user
500109,Strange label behaviour with russian characters,NEW,None,BPMN2Modeler,UI,1.3.0,P3 normal,future,Robert Brodt,,,,,,,2016-08-23 04:08 EDT by Simon Grossmann,2016-08-24 03:52 EDT,1 user
500110,Undo Redo Support not only if effected Editor is active,CLOSED FIXED,None,4DIAC,4DIAC-IDE,1.9.0,P3 enhancement,1.11.0,Project Inbox,,,,,,490601,2016-08-23 04:24 EDT by Gerhard Ebenhofer,2019-07-01 11:46 EDT,1 user
500111,TVT46:TCT23:ES: Truncations found in Quick Access feature,CLOSED WORKSFORME,None,Platform,IDE,4.6,P3 normal,---,Platform-UI-Inbox,,,,,,,2016-08-23 04:27 EDT by Celine Luo,2016-08-24 02:52 EDT,6 users
500112,Loading queries from VQL editor fails silently if Query Registry view is not open,RESOLVED FIXED,None,Viatra,Query,1.4.0,P3 normal,1.4.0M2,Abel Hegedus,,,,,,499995,2016-08-23 04:29 EDT by Abel Hegedus,2016-08-23 05:32 EDT,1 user
500113,Add services for the SiriusInputDescriptor,CLOSED FIXED,None,Sirius,Properties,4.0.0,P3 enhancement,4.1.0,Stephane Begaudeau,Julien Dupont,,,,,,2016-08-23 04:54 EDT by Stephane Begaudeau,2016-10-18 11:08 EDT,2 users
500114,[Acceleo] The commons.mtl files of the Acceleo bundles should use UTF-8 encoding,RESOLVED FIXED,None,Gendoc,Others,unspecified,P3 minor,0.7.0,Antonio Campesino,,,,,,,2016-08-23 05:21 EDT by Antonio Campesino,2017-12-13 03:11 EST,0 users
500115,[Windows 10] Multiple instances of tool tip producing error from explorer.exe,ASSIGNED,None,Platform,SWT,4.2,P3 normal with 1 vote,---,Platform-SWT-Inbox,,,,,,,2016-08-23 05:30 EDT by saurav sarkar,2016-09-06 00:07 EDT,3 users
